钉钉日本频道,#genre#
HBO_Family,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=fAi1q7&tk=R0LSTARpFa6S
CRIME+,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Q5vEP6&tk=R0LSTARpFa6S
AXN电影,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=4fZO2Z&tk=R0LSTARpFa6S
ONE电影,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=faPjmn&tk=R0LSTARpFa6S
CINEMAX,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=6hNS50&tk=R0LSTARpFa6S
Star Movies,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=UTuig4&tk=R0LSTARpFa6S
Thrill,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=X1vwsr&tk=R0LSTARpFa6S
欢喜台,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=8Qo2Ij&tk=R0LSTARpFa6S
CN卡通,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=i3uizk&tk=R0LSTARpFa6S
經典卡通,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=35SRQk&tk=R0LSTARpFa6S
Animaxa动漫,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=snFQyC&tk=R0LSTARpFa6S
DAZN1,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=HSuZt0&tk=R0LSTARpFa6S
DAZN2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=RjG64d&tk=R0LSTARpFa6S
Z频道,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=NBNwcR&tk=R0LSTARpFa6S
HOP_Sports,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=8tAQgN&tk=R0LSTARpFa6S
爱尔达体育1,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=eCSiHL&tk=R0LSTARpFa6S
爱尔达体育2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=2NgXYx&tk=R0LSTARpFa6S
爱尔达体育3,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=SF1W42&tk=R0LSTARpFa6S
爱尔达体育4,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=bTJQ87&tk=R0LSTARpFa6S
博斯运动1,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ZTs9jN&tk=R0LSTARpFa6S
博斯运动2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=4Pc7HA&tk=R0LSTARpFa6S
博斯高球2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=oIewnV&tk=R0LSTARpFa6S
博斯高球1,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=9UVkdE&tk=R0LSTARpFa6S
博斯网球,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=K19WMI&tk=R0LSTARpFa6S
博斯无限,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=yQVKPZ&tk=R0LSTARpFa6S
WWE摔胶,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=wvOlwG&tk=R0LSTARpFa6S
台湾霹靂,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=xP7HBZ&tk=R0LSTARpFa6S
Global Trekker,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Sy4Xmi&tk=R0LSTARpFa6S
爱尔达生活旅游,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=2Smg8i&tk=R0LSTARpFa6S
ASIA亚洲旅游,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=lmsS6b&tk=R0LSTARpFa6S
幸福空间居家,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=chvP4g&tk=R0LSTARpFa6S
ROCK_Entertainment,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=xtxyPf&tk=R0LSTARpFa6S
ROCK_Action,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=c8rr57&tk=R0LSTARpFa6S
MTV_Livea,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=s3xCAQ&tk=R0LSTARpFa6S
动物星球,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=rblzxN&tk=R0LSTARpFa6S
滾動力Rollor,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Tc8pHn&tk=R0LSTARpFa6S
BBC_Earth,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=A14t9p&tk=R0LSTARpFa6S
BBC_Lifestyle,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=FeRAi0&tk=R0LSTARpFa6S
LOVE_NATURE,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=HoWWkm&tk=R0LSTARpFa6S
MagellanTV頻道,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Aak8X7&tk=R0LSTARpFa6S
HITS,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=37BleH&tk=R0LSTARpFa6S
HISTORY历史,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=IGr1KT&tk=R0LSTARpFa6S
新唐人电视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=t173Jm&tk=R0LSTARpFa6S
FGM_gold电影,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=S6TJhw&tk=R0LSTARpFa6S
影迷數位紀實,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=5b8sfj&tk=R0LSTARpFa6S
中視經典戲劇,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=S2tMMy&tk=R0LSTARpFa6S
JET综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=OE8gGz&tk=R0LSTARpFa6S
央视频道,#genre#
CCTV1,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=VQE1XQ&tk=R0LSTARpFa6S
CCTV2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=vEJZ31&tk=R0LSTARpFa6S
CCTV3,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=eutEE8&tk=R0LSTARpFa6S
CCTV4,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=wRG3Nb&tk=R0LSTARpFa6S
CCTV5,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=rOuCzK&tk=R0LSTARpFa6S
CCTV6,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Ksv47B&tk=R0LSTARpFa6S
CCTV7,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=yBnlaq&tk=R0LSTARpFa6S
CCTV8,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=JfkbvE&tk=R0LSTARpFa6S
CCTV9,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=8ipBG4&tk=R0LSTARpFa6S
CCTV10,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=YGPGzO&tk=R0LSTARpFa6S
CCTV11,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=5cQr1V&tk=R0LSTARpFa6S
CCTV12,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=oEaBI1&tk=R0LSTARpFa6S
CCTV13,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ZgzQEc&tk=R0LSTARpFa6S
CCTV14,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=PaLUca&tk=R0LSTARpFa6S
CCTV15,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=UYrcu4&tk=R0LSTARpFa6S
CCTV16,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Bh8ru9&tk=R0LSTARpFa6S
卫视频道,#genre#
广东卫视4K,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=yqyNQk&tk=R0LSTARpFa6S
广西卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=JIR3c5&tk=R0LSTARpFa6S
海南卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=7YDS61&tk=R0LSTARpFa6S
河南卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=5wvr63&tk=R0LSTARpFa6S
湖北卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=6D0fTU&tk=R0LSTARpFa6S
湖南卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=OjzBhJ&tk=R0LSTARpFa6S
怀旧剧场,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=9VaTcV&tk=R0LSTARpFa6S
江苏卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=1KqjGg&tk=R0LSTARpFa6S
数字电影,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=6WjZp8&tk=R0LSTARpFa6S
深圳卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=8cw5Jt&tk=R0LSTARpFa6S
四川卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Drckaa&tk=R0LSTARpFa6S
重庆卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=WtRmK8&tk=R0LSTARpFa6S
浙江卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=pGhXo5&tk=R0LSTARpFa6S
浙江卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=PeUURU&tk=R0LSTARpFa6S
东方卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=aQQdDp&tk=R0LSTARpFa6S
北京卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=lzozJ2&tk=R0LSTARpFa6S
江西卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=pr1b0Q&tk=R0LSTARpFa6S
山东卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=KePpxd&tk=R0LSTARpFa6S
安徽卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=skYuoX&tk=R0LSTARpFa6S
天津卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=F6ySMC&tk=R0LSTARpFa6S
贵州卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=YRh0dS&tk=R0LSTARpFa6S
河北卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=B9VIN5&tk=R0LSTARpFa6S
山西卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=XbQ7LZ&tk=R0LSTARpFa6S
陕西卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=vxoIc5&tk=R0LSTARpFa6S
内蒙古卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=4e1Od5&tk=R0LSTARpFa6S
吉林卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=0QMb5f&tk=R0LSTARpFa6S
西藏卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Fi9CLj&tk=R0LSTARpFa6S
新疆卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=789C8n&tk=R0LSTARpFa6S
云南卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=BRKZzl&tk=R0LSTARpFa6S
宁夏卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=JaX54n&tk=R0LSTARpFa6S
甘肃卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=qebUCY&tk=R0LSTARpFa6S
东南卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=kV6DFV&tk=R0LSTARpFa6S
兵团卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=fritxh&tk=R0LSTARpFa6S
广东频道,#genre#
广东大湾区,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=AJ3KN8&tk=R0LSTARpFa6S
广东民生,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=d7BeGf&tk=R0LSTARpFa6S
广东少儿,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=SZrvYs&tk=R0LSTARpFa6S
广东体育,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ARb17W&tk=R0LSTARpFa6S
广东卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=s7VfCf&tk=R0LSTARpFa6S
广东新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=t8sZNP&tk=R0LSTARpFa6S
广东影视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ENhrvr&tk=R0LSTARpFa6S
广东珠江,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=6zuA6k&tk=R0LSTARpFa6S
广东经济,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=WK8wpX&tk=R0LSTARpFa6S
汕头综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=jmAMde&tk=R0LSTARpFa6S
汕头经济,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=jWvw1I&tk=R0LSTARpFa6S
揭阳综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=46XD8g&tk=R0LSTARpFa6S
揭阳生活,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=FXCI6w&tk=R0LSTARpFa6S
深圳都市,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=gjWtyf&tk=R0LSTARpFa6S
广州综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Dhtzcy&tk=R0LSTARpFa6S
广州新闻,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=sNwlyR&tk=R0LSTARpFa6S
广州影视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=zX5XNM&tk=R0LSTARpFa6S
广州法治,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=KtKiBm&tk=R0LSTARpFa6S
广州南国都市,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=0ypgTj&tk=R0LSTARpFa6S
央卫标清,#genre#
CCTV-1,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=xIgtM9&tk=R0LSTARpFa6S
辽宁卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=0tlskx&tk=R0LSTARpFa6S
大连新闻综合,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=FEdXaK&tk=R0LSTARpFa6S
大连生活,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=c67i4i&tk=R0LSTARpFa6S
大连文体,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=xqMwlP&tk=R0LSTARpFa6S
大连乐天购物,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Y7vMJ8&tk=R0LSTARpFa6S
优购物,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=xcMW2B&tk=R0LSTARpFa6S
中视购物,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=NwnyL2&tk=R0LSTARpFa6S
家有购物,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=smp5Q6&tk=R0LSTARpFa6S
央广购物,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=FjzkwE&tk=R0LSTARpFa6S
好享购物,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=zmwa9B&tk=R0LSTARpFa6S
CCTV-2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=U6s7fd&tk=R0LSTARpFa6S
CCTV-3,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=J73jOh&tk=R0LSTARpFa6S
CCTV-4,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=w5tuOX&tk=R0LSTARpFa6S
CCTV-5,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=mNGIwj&tk=R0LSTARpFa6S
CCTV-6,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=DieYJH&tk=R0LSTARpFa6S
CCTV-7,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=UPqdf8&tk=R0LSTARpFa6S
CCTV-8,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=wGYY7p&tk=R0LSTARpFa6S
CCTV-9,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=7JUKyQ&tk=R0LSTARpFa6S
CCTV-10,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=IwWCuQ&tk=R0LSTARpFa6S
CCTV-11,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=OX2F18&tk=R0LSTARpFa6S
重温经典SD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=G4qy9W&tk=R0LSTARpFa6S
CCTV-13,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=gweACx&tk=R0LSTARpFa6S
央广购物2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=lAKFvH&tk=R0LSTARpFa6S
时尚购物,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ILtegF&tk=R0LSTARpFa6S
辽宁都市,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ieOrNO&tk=R0LSTARpFa6S
辽宁影视剧,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=RxPboL&tk=R0LSTARpFa6S
辽宁体育休闲,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=BQnrGV&tk=R0LSTARpFa6S
宜佳购物,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=4juZqg&tk=R0LSTARpFa6S
辽宁北方,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=kY58kw&tk=R0LSTARpFa6S
聚鲨环球精选,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=1pC3Tp&tk=R0LSTARpFa6S
广东卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=FxFSot&tk=R0LSTARpFa6S
山东卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=F3lbYL&tk=R0LSTARpFa6S
湖南卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=rn8XZo&tk=R0LSTARpFa6S
浙江卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=HHiIKA&tk=R0LSTARpFa6S
深圳卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=9gZHNo&tk=R0LSTARpFa6S
安徽卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=M4nFd0&tk=R0LSTARpFa6S
东方卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=pJeQYg&tk=R0LSTARpFa6S
重庆卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=BX4blm&tk=R0LSTARpFa6S
内蒙古卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=gwlmsz&tk=R0LSTARpFa6S
天津卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=0pVxVo&tk=R0LSTARpFa6S
江苏卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ImRYWj&tk=R0LSTARpFa6S
河南卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=1rAHlP&tk=R0LSTARpFa6S
湖北卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=izf2Ky&tk=R0LSTARpFa6S
黑龙江卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=XNZ6cM&tk=R0LSTARpFa6S
河北卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=n2Gc1T&tk=R0LSTARpFa6S
四川卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=GtrKCa&tk=R0LSTARpFa6S
CCTV-12,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ujOkry&tk=R0LSTARpFa6S
CCTV-14,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=xHgetX&tk=R0LSTARpFa6S
吉林卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=F6B5AA&tk=R0LSTARpFa6S
北京卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=pfcKT2&tk=R0LSTARpFa6S
云南卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=3u2X1Z&tk=R0LSTARpFa6S
央广购物3,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=eWtdgs&tk=R0LSTARpFa6S
山西卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=tvZRqP&tk=R0LSTARpFa6S
江西卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=HISTUe&tk=R0LSTARpFa6S
宁夏卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=vkazZo&tk=R0LSTARpFa6S
北方导视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=UMoGm4&tk=R0LSTARpFa6S
陕西卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ZY9L8p&tk=R0LSTARpFa6S
青海卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=3iqxjJ&tk=R0LSTARpFa6S
金鹰卡通,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=0HpA1H&tk=R0LSTARpFa6S
卡酷少儿,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=VB6UsN&tk=R0LSTARpFa6S
大连体育广播,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=6jKefp&tk=R0LSTARpFa6S
大连交通广播,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=lErCXj&tk=R0LSTARpFa6S
大连少儿广播,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=KkNYzq&tk=R0LSTARpFa6S
大连老友之声,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=a21LEc&tk=R0LSTARpFa6S
大连都市之声,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=rzmzJW&tk=R0LSTARpFa6S
BRTV纪实科教,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=pkmHB2&tk=R0LSTARpFa6S
海南卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=EDQGPE&tk=R0LSTARpFa6S
东南卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=F5GK51&tk=R0LSTARpFa6S
高清导视SD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=JlqDHk&tk=R0LSTARpFa6S
环球奇观,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=13O4Lw&tk=R0LSTARpFa6S
甘肃卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=YQsE05&tk=R0LSTARpFa6S
金色学堂,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ocMbSW&tk=R0LSTARpFa6S
贵州卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=YFO4Sc&tk=R0LSTARpFa6S
发现之旅,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=j8nENw&tk=R0LSTARpFa6S
书画频道,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=djiMzw&tk=R0LSTARpFa6S
汽摩,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=FUW1MF&tk=R0LSTARpFa6S
法治天地,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=eCal09&tk=R0LSTARpFa6S
延边卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Hwwu9Y&tk=R0LSTARpFa6S
东方财经,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=fgctt6&tk=R0LSTARpFa6S
中学生,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=mzvt6W&tk=R0LSTARpFa6S
CETV4,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=0M5gnp&tk=R0LSTARpFa6S
辽宁经济,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ppjGhO&tk=R0LSTARpFa6S
兵团卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=PJE4Sb&tk=R0LSTARpFa6S
新疆卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=3ohYbW&tk=R0LSTARpFa6S
CGTN,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=vu4Hdf&tk=R0LSTARpFa6S
中国教育1,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=2ylhTb&tk=R0LSTARpFa6S
老故事,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=jdUoQ0&tk=R0LSTARpFa6S
CETV2,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=V4qojr&tk=R0LSTARpFa6S
国学频道,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=EVbJev&tk=R0LSTARpFa6S
辽宁文化共享,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=1osTrv&tk=R0LSTARpFa6S
辽宁生活,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=kLARhu&tk=R0LSTARpFa6S
辽宁教育青少,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=ht9zE1&tk=R0LSTARpFa6S
辽宁公共,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=fuLCrl&tk=R0LSTARpFa6S
西藏卫视,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=z2EiX8&tk=R0LSTARpFa6S
CCTV-15,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=PKL50U&tk=R0LSTARpFa6S
CCTV-17,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=K2k8JS&tk=R0LSTARpFa6S
央卫高清,#genre#
CCTV-1HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=5kXs57&tk=R0LSTARpFa6S
辽宁卫视HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=lh1HRC&tk=R0LSTARpFa6S
大连新闻综合HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=EsIGYP&tk=R0LSTARpFa6S
高清导视HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=IIDFjr&tk=R0LSTARpFa6S
大连乐天购物HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=5J5nPb&tk=R0LSTARpFa6S
CCTV-2HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Cinarz&tk=R0LSTARpFa6S
CCTV-3HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=2KRcGM&tk=R0LSTARpFa6S
CCTV-4HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=fGr9iq&tk=R0LSTARpFa6S
CCTV-5HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=oxEddi&tk=R0LSTARpFa6S
CCTV-6HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=R7G1nS&tk=R0LSTARpFa6S
CCTV-7HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=U8ZVxf&tk=R0LSTARpFa6S
CCTV-8HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=zw9iuH&tk=R0LSTARpFa6S
CCTV-9HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=xpWP3u&tk=R0LSTARpFa6S
CCTV-10HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Ji1rbG&tk=R0LSTARpFa6S
CCTV-11HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=GyXVcM&tk=R0LSTARpFa6S
CCTV-12HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=eGG42d&tk=R0LSTARpFa6S
CCTV-13HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=Sh3dky&tk=R0LSTARpFa6S
CCTV-14HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=FHI2Wb&tk=R0LSTARpFa6S
CCTV-15HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=uS9pIA&tk=R0LSTARpFa6S
CCTV-16HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=84zpsf&tk=R0LSTARpFa6S
CCTV-17HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=0Labqm&tk=R0LSTARpFa6S
重温经典HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=tdsmE8&tk=R0LSTARpFa6S
湖南卫视HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=3Qp1VE&tk=R0LSTARpFa6S
东方卫视HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=3J22kr&tk=R0LSTARpFa6S
江苏卫视HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=k1j6ZH&tk=R0LSTARpFa6S
浙江卫视HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=P0xLO7&tk=R0LSTARpFa6S
黑龙江卫视HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=0KIdFh&tk=R0LSTARpFa6S
广东卫视HD,http://kkk.888.3116598.xyz/api.php?n=HKTV&id=JGteKm&tk=R0LSTARpFa6S
