https://www.pantxt.top/f/vxquA/mjyy.txt
创建于
2024-08-11 
04:04:37
正式版修改于
2024/10/30 
15:25:49

友情提示,#genre#
河北卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221229840/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230143/1.m3u8
河南卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221229870/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230511/1.m3u8
黑龙江卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221229816/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230462/1.m3u8
湖北卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221229812/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230457/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230509/1.m3u8
湖南卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221229739/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221229983/1.m3u8
江西卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221229752/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230519/1.m3u8
江苏卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221229743/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230497/1.m3u8
吉林卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221230361/1.m3u8
康巴卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221230555/1.m3u8
辽宁卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221229825/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230464/1.m3u8
内蒙古卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221229704/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230039/1.m3u8
宁夏卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221229688/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230036/1.m3u8
青海卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221229731/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230101/1.m3u8
山东卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221229827/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230456/1.m3u8
山西卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221229721/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230038/1.m3u8
陕西卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221229735/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230525/1.m3u8
深圳卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221229712/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230454/1.m3u8
四川卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221229901/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230140/1.m3u8
三沙卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221230410/1.m3u8
天津卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221229786/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230458/1.m3u8
西藏卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221229727/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230103/1.m3u8
厦门卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221230498/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230527/1.m3u8
新疆卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221229729/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230030/1.m3u8
延边卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221230557/1.m3u8
云南卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221229723/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230365/1.m3u8
浙江卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221229788/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230460/1.m3u8


影视#genrePB=starttime={start|yyyyMMdd'T'HHmmss'.00Z'|Asia/Shanghai}&endtime={end|yyyyMMdd'T'HHmmss'.00Z'|Asia/Shanghai}
CHC动作电影,http://111.48.246.74/000000001000PLTV/88888888/224/3221230434/1.m3u8
CHC家庭影院,http://111.48.246.74/000000001000PLTV/88888888/224/3221230481/1.m3u8
CHC影迷电影,http://111.48.246.74/000000001000PLTV/88888888/224/3221230483/1.m3u8
湖北影视,http://111.48.246.74/000000001000PLTV/88888888/224/3221230404/1.m3u8
欢笑剧场,http://111.48.246.74/000000001000PLTV/88888888/224/3221230500/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230553/1.m3u8
都市剧场,http://111.48.246.74/000000001000PLTV/88888888/224/3221230607/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230619/1.m3u8

教育#PB=starttime={start|yyyyMMdd'T'HHmmss'.00Z'|Asia/Shanghai}&endtime={end|yyyyMMdd'T'HHmmss'.00Z'|Asia/Shanghai}
CETV1,http://111.48.246.74/000000001000PLTV/88888888/224/3221229790/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230523/1.m3u8
CETV2,http://111.48.246.74/000000001000PLTV/88888888/224/3221230171/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230389/1.m3u8
CETV4,http://111.48.246.74/000000001000PLTV/88888888/224/3221229939/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230466/1.m3u8
山东教育卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221230459/1.m3u8
武汉教育,http://111.48.246.74/000000001000PLTV/88888888/224/3221229783/1.m3u8
湖北教育,http://111.48.246.74/000000001000PLTV/88888888/224/3221230406/1.m3u8金色学堂,http://111.48.246.74/000000001000PLTV/88888888/224/3221230586/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230603/1.m3u8

少儿#PB=starttime={start|yyyyMMdd'T'HHmmss'.00Z'|Asia/Shanghai}&endtime={end|yyyyMMdd'T'HHmmss'.00Z'|Asia/Shanghai}
卡酷少儿,http://111.48.246.74/000000001000PLTV/88888888/224/3221230040/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230428/1.m3u8
金鹰卡通,http://111.48.246.74/000000001000PLTV/88888888/224/3221230345/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230468/1.m3u8
哈哈炫动,http://111.48.246.74/000000001000PLTV/88888888/224/3221230578/1.m3u8
嘉佳卡通,http://111.48.246.74/000000001000PLTV/88888888/224/3221230580/1.m3u8
新动漫,http://111.48.246.74/000000001000PLTV/88888888/224/3221230487/1.m3u8
动漫秀场,http://111.48.246.74/000000001000PLTV/88888888/224/3221230544/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230621/1.m3u8
晴彩青少,http://111.48.246.74/000000001000PLTV/88888888/224/3221230584/1.m3u8

地方PB=starttime={start|yyyyMMdd'T'HHmmss'.00Z'|Asia/Shanghai}&endtime={end|yyyyMMdd'T'HHmmss'.00Z'|Asia/Shanghai}
武汉新闻综合,http://111.48.246.74/000000001000PLTV/88888888/224/3221229763/1.m3u8
湖北公共新闻,http://111.48.246.74/000000001000PLTV/88888888/224/3221229800/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230441/1.m3u8
湖北经视,http://111.48.246.74/000000001000PLTV/88888888/224/3221229804/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230388/1.m3u8
湖北综合,http://111.48.246.74/000000001000PLTV/88888888/224/3221229806/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230439/1.m3u8
湖北垄上,http://111.48.246.74/000000001000PLTV/88888888/224/3221229833/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230390/1.m3u8
襄阳综合,http://111.48.246.74/000000001000PLTV/88888888/224/3221229846/1.m3u8
襄阳经济生活,http://111.48.246.74/000000001000PLTV/88888888/224/3221229848/1.m3u8
襄阳公共,http://111.48.246.74/000000001000PLTV/88888888/224/3221229850/1.m3u8
咸宁综合,http://111.48.246.74/000000001000PLTV/88888888/224/3221229876/1.m3u8
咸宁经济生活,http://111.48.246.74/000000001000PLTV/88888888/224/3221229907/1.m3u8
十堰经济旅游,http://111.48.246.74/000000001000PLTV/88888888/224/3221230368/1.m3u8
恩施文旅,http://111.48.246.74/000000001000PLTV/88888888/224/3221230344/1.m3u8
孝感生活,http://111.48.246.74/000000001000PLTV/88888888/224/3221230534/1.m3u8
黄石新闻综合,http://111.48.246.74/000000001000PLTV/88888888/224/3221230556/1.m3u8
黄石都市,http://111.48.246.74/000000001000PLTV/88888888/224/3221230558/1.m3u8
荆州垄上,http://111.48.246.74/000000001000PLTV/88888888/224/3221230560/1.m3u8
鄂州新闻综合,http://111.48.246.74/000000001000PLTV/88888888/224/3221230562/1.m3u8
鄂州文旅,http://111.48.246.74/000000001000PLTV/88888888/224/3221230564/1.m3u8
黄冈生活,http://111.48.246.74/000000001000PLTV/88888888/224/3221230566/1.m3u8
随州农村,http://111.48.246.74/000000001000PLTV/88888888/224/3221230568/1.m3u8
荆州文旅,http://111.48.246.74/000000001000PLTV/88888888/224/3221230572/1.m3u8
荆州新闻,http://111.48.246.74/000000001000PLTV/88888888/224/3221230574/1.m3u8
宜昌综合,http://111.48.246.74/000000001000PLTV/88888888/224/3221230587/1.m3u8
三峡旅游生活,http://111.48.246.74/000000001000PLTV/88888888/224/3221230589/1.m3u8
随州综合,http://111.48.246.74/000000001000PLTV/88888888/224/3221230593/1.m3u8

其他=starttime={start|yyyyMMdd'T'HHmmss'.00Z'|Asia/Shanghai}&endtime={end|yyyyMMdd'T'HHmmss'.00Z'|Asia/Shanghai}
环球奇观,http://111.48.246.74/000000001000PLTV/88888888/224/3221229716/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230392/1.m3u8
国学频道,http://111.48.246.74/000000001000PLTV/88888888/224/3221229718/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230443/1.m3u8
财富天下,http://111.48.246.74/000000001000PLTV/88888888/224/3221229728/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230418/1.m3u8
金鹰纪实,http://111.48.246.74/000000001000PLTV/88888888/224/3221229814/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230420/1.m3u8
快乐垂钓,http://111.48.246.74/000000001000PLTV/88888888/224/3221229871/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230479/1.m3u8
茶频道,http://111.48.246.74/000000001000PLTV/88888888/224/3221229873/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230432/1.m3u8
四海钓鱼,http://111.48.246.74/000000001000PLTV/88888888/224/3221230438/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230605/1.m3u8
先锋乒羽,http://111.48.246.74/000000001000PLTV/88888888/224/3221230436/1.m3u8
汽摩,http://111.48.246.74/000000001000PLTV/88888888/224/3221230076/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230490/1.m3u8
晴彩篮球,http://111.48.246.74/000000001000PLTV/88888888/224/3221230336/1.m3u8
晴彩竞技,http://111.48.246.74/000000001000PLTV/88888888/224/3221230371/1.m3u8
晴彩广场舞,http://111.48.246.74/000000001000PLTV/88888888/224/3221230582/1.m3u8
乐游,http://111.48.246.74/000000001000PLTV/88888888/224/3221230588/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230595/1.m3u8
法治天地,http://111.48.246.74/000000001000PLTV/88888888/224/3221230590/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230609/1.m3u8
东方财经,http://111.48.246.74/000000001000PLTV/88888888/224/3221230592/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230613/1.m3u8
游戏风云,http://111.48.246.74/000000001000PLTV/88888888/224/3221230599/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230623/1.m3u8
生活时尚,http://111.48.246.74/000000001000PLTV/88888888/224/3221230611/1.m3u8#http://111.48.246.74/000000001000PLTV/88888888/224/3221230617/1.m3u8
书画频道,http://111.48.246.74/000000001000PLTV/88888888/224/3221230485/1.m3u8
梨园频道,http://111.48.246.74/000000001000PLTV/88888888/224/3221230496/1.m3u8
文物宝库,http://111.48.246.74/000000001000PLTV/88888888/224/3221230547/1.m3u8
武术世界,http://111.48.246.74/000000001000PLTV/88888888/224/3221230549/1.m3u8

河北央视,#genre#,https://diyp59.112114.xyz/
CCTV1HD,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/cctv-1/1.m3u8
CCTV2HD,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/cctv-2/1.m3u8
CCTV3HD,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/cctv-3/1.m3u8
CCTV4HD,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/cctv-4/1.m3u8
CCTV5HD,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/cctv-5/1.m3u8
CCTV5+HD,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001000/G_CCTV-5PLUS/G_CCTV-5PLUS.m3u8
CCTV6HD,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/cctv-6/1.m3u8
CCTV7HD,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/cctv-7/1.m3u8
CCTV8HD,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/cctv-8/1.m3u8
CCTV9HD,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/cctv-news/1.m3u8
CCTV10HD,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/cctv-10/1.m3u8
CCTV11HD,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/cctv-11/1.m3u8
CCTV12HD,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/cctv-12/1.m3u8
CCTV13HD,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/cctv-13/1.m3u8
CCTV14HD,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/cctv-14/1.m3u8
CCTV15HD,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/cctv-15/1.m3u8
CCTV16HD,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/HD-4000k-1080P-cctv16/1.m3u8
CCTV17HD,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/HD-4000k-1080P-cctv17/1.m3u8

河北卫视,#genre#
安徽卫视HD,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/anhuistv/1.m3u8
湖南卫视HD,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/hunanstv/1.m3u8
东方卫视HD,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/dongfangstv/1.m3u8
北京卫视HD,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/beijingstv/1.m3u8
浙江卫视HD,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/zhejiangstv/1.m3u8
江苏卫视HD,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/jiangsustv/1.m3u8
天津卫视HD,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/tianjinstv/1.m3u8
河北卫视HD,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/hebeistv/1.m3u8
河南卫视HD,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/henanstv/1.m3u8
重庆卫视HD,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/chongqingstv/1.m3u8
东南卫视HD,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/dongnanstv/1.m3u8
四川卫视HD,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/sichuanstv/1.m3u8
山东卫视HD,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/shandongstv/1.m3u8
辽宁卫视HD,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/liaoningstv/1.m3u8
深圳卫视HD,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/shenzhenstv/1.m3u8
江西卫视HD,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/jiangxistv/1.m3u8
贵州卫视HD,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/guizhoustv/1.m3u8
吉林卫视HD,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/jilinstv/1.m3u8
广东卫视HD,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/guangdongstv/1.m3u8
龙江卫视HD,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/HD-2500k-1080P-heilongjiangstv/1.m3u8
广西卫视HD,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/guangxistv/1.m3u8
湖北卫视HD,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/HD-2500k-1080P-hubeistv/1.m3u8
甘肃卫视HD,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/gansustv/1.m3u8
海南卫视HD,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/hainanstv/1.m3u8

河北地方,#genre#
河北卫视,http://event.pull.hebtv.com/jishi/weishi_tingyun.m3u8
河北经济,http://1.94.31.214/php/hebei.php?id=jjsh
河北都市,http://1.94.31.214/php/hebei.php?id=hbds
河北影视,http://1.94.31.214/php/hebei.php?id=hbys
河北少儿,http://1.94.31.214/php/hebei.php?id=sekj
河北公共,http://1.94.31.214/php/hebei.php?id=hbgg
河北三民,http://1.94.31.214/php/hebei.php?id=nmpd

河北数字,#genre#
睛彩篮球,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/HD-8000k-1080P-miguaoyun1/1.m3u8?channel-id=ystenlive&Contentid=HD-8000k-1080P-miguaoyun1&livemode=1
睛彩竞技,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/HD-8000k-1080P-miguaoyun2/1.m3u8?channel-id=ystenlive&Contentid=HD-8000k-1080P-miguaoyun2&livemode=1
北京纪实,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/HD-4000k-1080P-beijingjishi/1.m3u8?channel-id=ystenlive&Contentid=HD-4000k-1080P-beijingjishi&livemode=1
金鹰卡通,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/jinyingkaton/1.m3u8?channel-id=ystenlive&Contentid=jinyingkaton&livemode=1
卡酷少儿,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/kakukaton/1.m3u8?channel-id=ystenlive&Contentid=kakukaton&livemode=1
炫动卡通,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/xuandongkaton/1.m3u8?channel-id=ystenlive&Contentid=xuandongkaton&livemode=1
优漫卡通,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/youmankaton/1.m3u8?channel-id=ystenlive&Contentid=youmankaton&livemode=1
精品体育,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/jtiyu/1.m3u8?channel-id=ystenlive&Contentid=jtiyu&livemode=1
怡伴健康,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/ljiankangyouyue/1.m3u8?channel-id=ystenlive&Contentid=ljiankangyouyue&livemode=1
爱情喜剧,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/aiqingxj/1.m3u8?channel-id=ystenlive&Contentid=aiqingxj&livemode=1
古装剧场,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/guzhuangjc/1.m3u8?channel-id=ystenlive&Contentid=guzhuangjc&livemode=1
动作电影,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/dongzuody/1.m3u8?channel-id=ystenlive&Contentid=dongzuody&livemode=1
军旅剧场,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/junlvjc/1.m3u8?channel-id=ystenlive&Contentid=junlvjc&livemode=1
热播精选,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/xiqumd/1.m3u8?channel-id=ystenlive&Contentid=xiqumd&livemode=1
家庭剧场,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/jiatingjc/1.m3u8?channel-id=ystenlive&Contentid=jiatingjc&livemode=1
精品纪录,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/jingpinjl/1.m3u8?channel-id=ystenlive&Contentid=jingpinjl&livemode=1
精品综合,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/mingxingdp/1.m3u8?channel-id=ystenlive&Contentid=mingxingdp&livemode=1
军事评论,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/junshipl/1.m3u8?channel-id=ystenlive&Contentid=junshipl&livemode=1
农业致富,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/nongyezf/1.m3u8?channel-id=ystenlive&Contentid=nongyezf&livemode=1
金牌综艺,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/saishijx/1.m3u8?channel-id=ystenlive&Contentid=saishijx&livemode=1
惊悚悬疑,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/jingsongxy/1.m3u8?channel-id=ystenlive&Contentid=jingsongxy&livemode=1
精品大剧,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/jdaju/1.m3u8?channel-id=ystenlive&Contentid=jdaju&livemode=1
中国功夫,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/SD-1500k-576P-gzkongfu/1.m3u8?channel-id=ystenlive&Contentid=SD-1500k-576P-gzkongfu&livemode=1
潮妈辣婆,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/HD-1500k-720P-cmlapo/1.m3u8?channel-id=ystenlive&Contentid=HD-1500k-720P-cmlapo&livemode=1
黑莓电影,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/jdianying/1.m3u8?channel-id=ystenlive&Contentid=jdianying&livemode=1
黑莓动画,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/donghuawg/1.m3u8?channel-id=ystenlive&Contentid=donghuawg&livemode=1
炫舞未来,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/HD-4000k-1080P-xwwl/1.m3u8?channel-id=ystenlive&Contentid=HD-4000k-1080P-xwwl&livemode=1
哒啵赛事,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/wmyx/1.m3u8?channel-id=ystenlive&Contentid=wmyx&livemode=1
哒啵电竞,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/dabodj/1.m3u8?channel-id=ystenlive&Contentid=dabodj&livemode=1
银发生活,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/fengshanggw/1.m3u8?channel-id=ystenlive&Contentid=fengshanggw&livemode=1
精品家居,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/SD-1500k-576P-haoxianggw/1.m3u8?channel-id=ystenlive&Contentid=SD-1500k-576P-haoxianggw&livemode=1
运动文旅,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/HD-4000k-1080P-yanxuangw/1.m3u8?channel-id=ystenlive&Contentid=HD-4000k-1080P-yanxuangw&livemode=1
万人推荐,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/HD-4000k-1080P-kuailegw/1.m3u8?channel-id=ystenlive&Contentid=HD-4000k-1080P-kuailegw&livemode=1
营养饮食,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/SD-1500k-576P-huanqiugw/1.m3u8?channel-id=ystenlive&Contentid=SD-1500k-576P-huanqiugw&livemode=1
康养保健,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/SD-1500k-576P-jiayougw/1.m3u8?channel-id=ystenlive&Contentid=SD-1500k-576P-jiayougw&livemode=1
精品萌宠,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/jingpinmc/1.m3u8?channel-id=ystenlive&Contentid=jingpinmc&livemode=1
睛彩青少,http://hbgslbserv.taipan.jda.bcs.ottcn.com:6060/030000001001/HD-8000k-1080P-quanminrl/1.m3u8?channel-id=ystenlive&Contentid=HD-8000k-1080P-quanminrl&livemode=1

河北移动,#genre#
//111.63.118.98 111.63.118.99 111.63.118.100
CCTV1,http://111.63.117.13:6060/030000001000/CCTV-1-HD/CCTV-1-HD.m3u8
CCTV2,http://111.63.117.13:6060/030000001000/G_CCTV-2/G_CCTV-2.m3u8
CCTV3,http://111.63.117.13:6060/030000001000/CCTV-3/CCTV-3.m3u8
CCTV4,http://111.63.117.13:6060/030000001000/CCTV-4/CCTV-4.m3u8
CCTV5,http://111.63.117.13:6060/030000001000/CCTV-5/CCTV-5.m3u8
CCTV5+,http://111.63.117.13:6060/030000001000/G_CCTV-5PLUS/G_CCTV-5PLUS.m3u8
CCTV6,http://111.63.117.13:6060/030000001000/CCTV-6/CCTV-6.m3u8
CCTV7,http://111.63.117.13:6060/030000001000/CCTV-7/CCTV-7.m3u8
CCTV8,http://111.63.117.13:6060/030000001000/G_CCTV-8/G_CCTV-8.m3u8
CCTV9,http://111.63.117.13:6060/030000001000/G_CCTV-9/G_CCTV-9.m3u8
CCTV10,http://111.63.117.13:6060/030000001000/CCTV-10/CCTV-10.m3u8
CCTV11,http://111.63.117.13:6060/030000001000/CCTV-11/CCTV-11.m3u8
CCTV12,http://111.63.117.13:6060/030000001000/CCTV-12/CCTV-12.m3u8
CCTV13,http://111.63.117.13:6060/030000001000/CCTV-13/CCTV_13.m3u8
CCTV14,http://111.63.117.13:6060/030000001000/G_CCTV-14/G_CCTV_14.m3u8
CCTV14,http://111.63.117.13:6060/030000001000/G_CCTV-14/G_CCTV-14.m3u8
CCTV15,http://111.63.117.13:6060/030000001000/G_CCTV-15/G_CCTV15.m3u8
CCTV15,http://111.63.117.13:6060/030000001000/G_CCTV-15/G_CCTV-15.m3u8
CCTV17,http://111.63.117.13:6060/030000001000/G_CCTV-17/G_CCTV17.m3u8
CETV1,http://111.63.117.13:6060/030000001000/G_CETV-1/G_CETV-1.m3u8
CETV2,http://111.63.117.13:6060/030000001000/G_CETV-2/G_CETV-2.m3u8
CETV4,http://111.63.117.13:6060/030000001000/G_CETV-4/G_CETV-4.m3u8

北京卫视,http://111.63.117.13:6060/030000001001/beijingstv/1.m3u8
东方卫视,http://111.63.117.13:6060/030000001000/G_DONGFANG/G_DONGFANG.m3u8
北京卫视,http://111.63.117.13:6060/030000001000/G_BEIJING/G_BEIJING.m3u8
深圳卫视,http://111.63.117.13:6060/030000001001/shenzhenstv/1.m3u8
浙江卫视,http://111.63.117.13:6060/030000001000/G_ZHEJIANG/G_ZHEJIANG.m3u8
湖南卫视,http://111.63.117.13:6060/030000001000/G_HUNAN/G_HUNAN.m3u8
深圳卫视,http://111.63.117.13:6060/030000001000/G_SHENZHEN/G_SHENZHEN.m3u8
东南卫视,http://111.63.117.13:6060/030000001000/DNWS/DNWS.m3u8
河北卫视,http://111.63.117.13:6060/030000001000/G_HEBEI/G_HEBEI.m3u8
重庆卫视,http://111.63.117.13:6060/030000001000/G_CHONGQING/G_CHONGQING.m3u8
