http://cccccccoccccccc.ccccocccc.cc/uploads/%E6%B5%81%E5%B9%B4.txt
//以下全部出自网络和大佬资源，如有冒犯请联系删除。[所有内容仅供学习使用，请勿用于违法用途]
//本人无公众号、无盈利、无引流、免费分享给小白使用，请勿轻信他人，谨防上当受骗。
//🐧裙：31420272

📡  移动专区,#genre#
CCTV-7国防军事,http://1.192.242.184:8188/rtp/239.16.20.51:10510
CCTV-7国防军事,http://221.234.128.148:4022/rtp/239.69.1.103:10256
CCTV-8电视剧,http://124.226.132.38:19090/udp/239.81.0.234:4056
CCTV-8电视剧,http://1.192.242.184:8188/rtp/239.16.20.8:10080
CCTV-8电视剧,http://221.234.128.148:4022/rtp/239.69.1.125:10388
CCTV-9纪录,http://124.226.132.38:19090/udp/239.81.0.117:4056
CCTV-9纪录,http://1.192.242.184:8188/rtp/239.16.20.9:10090
CCTV-9纪录,http://221.234.128.148:4022/rtp/239.69.1.104:10262
CCTV-10科教,http://124.226.132.38:19090/udp/239.81.0.118:4056
CCTV-10科教,http://1.192.242.184:8188/rtp/239.16.20.10:10100
CCTV-10科教,http://221.234.128.148:4022/rtp/239.69.1.105:10268
CCTV-11戏曲,http://124.226.132.38:19090/udp/239.81.0.229:4056
CCTV-11戏曲,http://1.192.242.184:8188/rtp/239.16.20.11:10110
CCTV-11戏曲,http://221.234.128.148:4022/rtp/239.69.1.154:10560
CCTV-12社会与法,http://124.226.132.38:19090/udp/239.81.0.119:4056
CCTV-12社会与法,http://1.192.242.184:8188/rtp/239.16.20.12:10120
CCTV-12社会与法,http://221.234.128.148:4022/rtp/239.69.1.106:10274
CCTV-15音乐,http://124.226.132.38:19090/udp/239.81.0.230:4056
CCTV-15音乐,http://1.192.242.184:8188/rtp/239.16.20.15:10150
CCTV-15音乐,http://221.234.128.148:4022/rtp/239.69.1.155:10566
CCTV-17农业农村,http://124.226.132.38:19090/udp/239.81.0.228:4056
CCTV-17农业农村,http://1.192.242.184:8188/rtp/239.16.20.7:10070
CCTV-17农业农村,http://221.234.128.148:4022/rtp/239.69.1.152:10548
CCTV-5+体育赛事,http://124.226.132.38:19090/udp/239.81.0.101:4056
CCTV-5+体育赛事,http://1.192.242.184:8188/rtp/239.16.20.5:10050
CCTV-5+体育赛事,http://221.234.128.148:4022/rtp/239.254.96.234:9484
三沙卫视,http://124.226.132.38:19090/udp/239.81.0.242:4056
三沙卫视,http://ikuai.sunjianwu.fun:8800/udp/239.49.0.167:8000
三沙卫视,http://zqh2333.top:2222/rtp/239.93.55.58:5140
厦门卫视,http://124.226.132.38:19090/udp/239.81.0.212:4056
卡酷动画,http://124.226.132.38:19090/udp/239.81.0.62:4056
新动漫,http://124.226.132.38:19090/udp/239.81.0.235:4056
CCTV-16奥林匹克,http://221.234.128.148:4022/rtp/239.69.1.247:11124
CCTV-16奥林匹克4K,http://221.234.128.148:4022/rtp/239.69.1.249:11136
CCTV,http://221.234.128.148:4022/rtp/239.69.1.12:9712
CHC-影迷电影,http://221.234.128.148:4022/rtp/239.69.1.241:11088
CHC-动作电影,http://221.234.128.148:4022/rtp/239.69.1.242:11094
CHC-家庭影院,http://221.234.128.148:4022/rtp/239.69.1.243:11100
CCTV-第一剧场,http://221.234.128.148:4022/rtp/239.69.1.74:10084
CCTV-兵器科技,http://221.234.128.148:4022/rtp/239.69.1.79:10114
CCTV-风云足球,http://221.234.128.148:4022/rtp/239.69.1.81:10126
CCTV-高尔夫网球,http://221.234.128.148:4022/rtp/239.69.1.83:10138
CCTV-世界地理,http://221.234.128.148:4022/rtp/239.69.1.91:10186
CCTV-央视台球,http://221.234.128.148:4022/rtp/239.69.1.98:10224
湖南金鹰纪实,http://221.234.128.148:4022/rtp/239.69.1.109:10292
湖南金鹰卡通,http://221.234.128.148:4022/rtp/239.69.1.248:11130
湖南快乐垂钓,http://221.234.128.148:4022/rtp/239.69.1.142:10488
BRTV卡酷少儿,http://221.234.128.148:4022/rtp/239.69.1.193:10800
河南梨园频道,http://221.234.128.148:4022/rtp/239.69.1.33:9838
河南武术世界,http://221.234.128.148:4022/rtp/239.69.1.47:9922
CCTV4K,http://ikuai.sunjianwu.fun:8800/udp/239.49.0.82:8000
CGTN英语,http://ikuai.sunjianwu.fun:8800/udp/239.49.0.9:8064
龙江卫视,http://zqh2333.top:2222/rtp/239.93.24.183:5140
内蒙卫视,http://zqh2333.top:2222/rtp/239.93.24.8:5140

📡  联通专区,#genre#

CCTV1-综合,http://171.124.45.162:8899/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1-综合,http://222.135.142.75:3283/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1-综合,http://110.72.69.8:8181/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2-财经,http://171.124.45.162:8899/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2-财经,http://222.135.142.75:3283/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2-财经,http://110.72.69.8:8181/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3-综艺,http://171.124.45.162:8899/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3-综艺,http://222.135.142.75:3283/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3-综艺,http://110.72.69.8:8181/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4-国际,http://171.124.45.162:8899/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4-国际,http://222.135.142.75:3283/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4-国际,http://110.72.69.8:8181/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5-体育,http://171.124.45.162:8899/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5-体育,http://222.135.142.75:3283/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5-体育,http://110.72.69.8:8181/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+赛事,http://171.124.45.162:8899/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+赛事,http://110.72.69.8:8181/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6-电影,http://171.124.45.162:8899/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6-电影,http://222.135.142.75:3283/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6-电影,http://110.72.69.8:8181/tsfile/live/0006_2.m3u8?key=txiptv&playlive=1&authid=0
CCTV7-军农,http://171.124.45.162:8899/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7-军农,http://222.135.142.75:3283/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7-军农,http://110.72.69.8:8181/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8-电视剧,http://171.124.45.162:8899/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8-电视剧,http://222.135.142.75:3283/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8-电视剧,http://110.72.69.8:8181/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9-纪录,http://171.124.45.162:8899/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9-纪录,http://222.135.142.75:3283/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9-纪录,http://110.72.69.8:8181/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10-科教,http://171.124.45.162:8899/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10-科教,http://222.135.142.75:3283/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10-科教,http://110.72.69.8:8181/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11-戏曲,http://171.124.45.162:8899/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11-戏曲,http://222.135.142.75:3283/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11-戏曲,http://110.72.69.8:8181/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12-社会与法,http://171.124.45.162:8899/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12-社会与法,http://222.135.142.75:3283/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12-社会与法,http://110.72.69.8:8181/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13-新闻,http://171.124.45.162:8899/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13-新闻,http://222.135.142.75:3283/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13-新闻,http://110.72.69.8:8181/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14-少儿,http://171.124.45.162:8899/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14-少儿,http://222.135.142.75:3283/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14-少儿,http://110.72.69.8:8181/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15-音乐,http://171.124.45.162:8899/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15-音乐,http://222.135.142.75:3283/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15-音乐,http://110.72.69.8:8181/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17-农村,http://110.72.69.8:8181/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://171.124.45.162:8899/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://222.134.245.16:9901/tsfile/live/0122_1.m3u8
东方卫视,http://171.124.45.162:8899/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://222.134.245.16:9901/tsfile/live/0107_1.m3u8
山西卫视,http://171.124.45.162:8899/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://222.134.245.16:9901/tsfile/live/0118_1.m3u8
湖南卫视,http://171.124.45.162:8899/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://222.134.245.16:9901/tsfile/live/0128_1.m3u8
浙江卫视,http://171.124.45.162:8899/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://222.134.245.16:9901/tsfile/live/0124_1.m3u8
天津卫视,http://171.124.45.162:8899/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://222.134.245.16:9901/tsfile/live/0135_1.m3u8
江苏卫视,http://171.124.45.162:8899/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://222.134.245.16:9901/tsfile/live/0127_1.m3u8
深圳卫视,http://171.124.45.162:8899/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://171.124.45.162:8899/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://222.134.245.16:9901/tsfile/live/0142_1.m3u8
湖北卫视,http://171.124.45.162:8899/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://222.134.245.16:9901/tsfile/live/0132_1.m3u8
山东卫视,http://171.124.45.162:8899/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://222.134.245.16:9901/tsfile/live/0131_1.m3u8
河北卫视,http://171.124.45.162:8899/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://222.134.245.16:9901/tsfile/live/0117_1.m3u8
广东卫视,http://171.124.45.162:8899/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://222.134.245.16:9901/tsfile/live/0125_1.m3u8
黑龙江卫视,http://171.124.45.162:8899/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://222.134.245.16:9901/tsfile/live/0143_1.m3u8
四川卫视,http://171.124.45.162:8899/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://222.134.245.16:9901/tsfile/live/0123_1.m3u8
东南卫视,http://171.124.45.162:8899/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://222.134.245.16:9901/tsfile/live/0137_1.m3u8
河南卫视,http://171.124.45.162:8899/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://222.134.245.16:9901/tsfile/live/0139_1.m3u8
宁夏卫视,http://171.124.45.162:8899/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://222.134.245.16:9901/tsfile/live/0112_1.m3u8
广西卫视,http://171.124.45.162:8899/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://222.134.245.16:9901/tsfile/live/0113_1.m3u8
江西卫视,http://171.124.45.162:8899/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://222.134.245.16:9901/tsfile/live/0138_1.m3u8
吉林卫视,http://171.124.45.162:8899/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://222.134.245.16:9901/tsfile/live/0116_1.m3u8
青海卫视,http://171.124.45.162:8899/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://222.134.245.16:9901/tsfile/live/0140_1.m3u8
云南卫视,http://171.124.45.162:8899/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://222.134.245.16:9901/tsfile/live/0119_1.m3u8
陕西卫视,http://171.124.45.162:8899/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://222.134.245.16:9901/tsfile/live/0136_1.m3u8
CCTV1,http://222.134.245.16:9901/tsfile/live/0001_1.m3u8
CCTV2,http://222.134.245.16:9901/tsfile/live/0002_1.m3u8
CCTV3,http://222.134.245.16:9901/tsfile/live/0003_1.m3u8
CCTV4,http://222.134.245.16:9901/tsfile/live/0004_1.m3u8
CCTV5,http://222.134.245.16:9901/tsfile/live/0005_1.m3u8
CCTV5+,http://222.134.245.16:9901/tsfile/live/0016_1.m3u8
CCTV6,http://222.134.245.16:9901/tsfile/live/0006_1.m3u8
CCTV7,http://222.134.245.16:9901/tsfile/live/0007_1.m3u8
CCTV8,http://222.134.245.16:9901/tsfile/live/0008_1.m3u8
CCTV9,http://222.134.245.16:9901/tsfile/live/0009_1.m3u8
CCTV10,http://222.134.245.16:9901/tsfile/live/0010_1.m3u8
CCTV11,http://222.134.245.16:9901/tsfile/live/0011_1.m3u8
CCTV12,http://222.134.245.16:9901/tsfile/live/0012_1.m3u8
CCTV13,http://222.134.245.16:9901/tsfile/live/0013_1.m3u8
CCTV14,http://222.134.245.16:9901/tsfile/live/0014_1.m3u8
CCTV15,http://222.134.245.16:9901/tsfile/live/0015_1.m3u8
CCTV17,http://222.134.245.16:9901/tsfile/live/0019_1.m3u8
新疆卫视,http://222.134.245.16:9901/tsfile/live/0110_1.m3u8
内蒙古卫视,http://222.134.245.16:9901/tsfile/live/0109_1.m3u8
安徽卫视,http://222.134.245.16:9901/tsfile/live/0130_1.m3u8
辽宁卫视,http://222.134.245.16:9901/tsfile/live/0121_1.m3u8
贵州卫视,http://222.134.245.16:9901/tsfile/live/0120_1.m3u8
甘肃卫视,http://222.134.245.16:9901/tsfile/live/0141_1.m3u8

📡  广电专区,#genre#
CCTV1,http://119.32.12.12:2901/udp/224.1.100.90:11111
CCTV2,https://live.sxrtv.com/iptv/cctv2.flv
CCTV2,http://119.32.12.12:2901/udp/224.1.100.94:11111
CCTV3,https://live.sxrtv.com/iptv/cctv3.flv
CCTV3,http://119.32.12.12:2901/udp/224.1.100.64:11111
CCTV4,https://live.sxrtv.com/iptv/cctv4.flv
CCTV4,http://119.32.12.12:2901/udp/224.1.100.104:11111
CCTV5,https://live.sxrtv.com/iptv/cctv5.flv
CCTV5,http://119.32.12.12:2901/udp/224.1.100.82:11111
CCTV5+,https://live.sxrtv.com/iptv/cctv5p.flv
CCTV5+,http://119.32.12.12:2901/udp/224.1.100.25:11111
CCTV6,https://live.sxrtv.com/iptv/cctv6.flv
CCTV6,http://119.32.12.12:2901/udp/224.1.100.84:11111
CCTV7,https://live.sxrtv.com/iptv/cctv7.flv
CCTV7,http://119.32.12.12:2901/udp/224.1.100.27:11111
CCTV8,https://live.sxrtv.com/iptv/cctv8.flv
CCTV8,http://119.32.12.12:2901/udp/224.1.100.86:11111
CCTV9,https://live.sxrtv.com/iptv/cctv9.flv
CCTV9,http://119.32.12.12:2901/udp/224.1.100.29:11111
CCTV10,https://live.sxrtv.com/iptv/cctv10.flv
CCTV10,http://119.32.12.12:2901/udp/224.1.100.76:11111
CCTV11,https://live.sxrtv.com/iptv/cctv11.flv
CCTV11,http://119.32.12.12:2901/udp/224.1.100.44:11111
CCTV12,https://live.sxrtv.com/iptv/cctv12.flv
CCTV12,http://119.32.12.12:2901/udp/224.1.100.78:11111
CCTV13,https://live.sxrtv.com/iptv/cctv13.flv
CCTV13,http://119.32.12.12:2901/udp/224.1.100.69:11111
CCTV14,https://live.sxrtv.com/iptv/cctv14.flv
CCTV14,http://119.32.12.12:2901/udp/224.1.100.80:11111
CCTV15,https://live.sxrtv.com/iptv/cctv15.flv
CCTV15,http://119.32.12.12:2901/udp/224.1.100.42:11111
CCTV16,https://live.sxrtv.com/iptv/cctv16.flv
CCTV17,https://live.sxrtv.com/iptv/cctv17.flv
重庆卫视,https://live.sxrtv.com/iptv/cqws.flv
重庆卫视,http://119.32.12.12:2901/udp/224.1.100.102:11111
江苏卫视,https://live.sxrtv.com/iptv/jsws.flv
江苏卫视,http://119.32.12.12:2901/udp/224.1.100.46:11111
浙江卫视,https://live.sxrtv.com/iptv/zjws.flv
浙江卫视,http://119.32.12.12:2901/udp/224.1.100.52:11111
东方卫视,https://live.sxrtv.com/iptv/dfws.flv
东方卫视,http://119.32.12.12:2901/udp/224.1.100.48:11111
深圳卫视,https://live.sxrtv.com/iptv/szws.flv
深圳卫视,http://119.32.12.12:2901/udp/224.1.100.40:11111
北京卫视,https://live.sxrtv.com/iptv/bjws.flv
北京卫视,http://119.32.12.12:2901/udp/224.1.100.100:11111
山东卫视,https://live.sxrtv.com/iptv/sdws.flv
山东卫视,http://119.32.12.12:2901/udp/224.1.100.50:11111
天津卫视,https://live.sxrtv.com/iptv/tjws.flv
天津卫视,http://119.32.12.12:2901/udp/224.1.100.62:11111
四川卫视,https://live.sxrtv.com/iptv/scws.flv
四川卫视,http://119.32.12.12:2901/udp/224.1.100.72:11111
黑龙江卫视,https://live.sxrtv.com/iptv/hljws.flv
安徽卫视,https://live.sxrtv.com/iptv/ahws.flv
安徽卫视,http://119.32.12.12:2901/udp/224.1.100.66:11111
山西卫视,https://live.sxrtv.com/iptv/sxws.flv
湖北卫视,https://live.sxrtv.com/iptv/hubws.flv
湖北卫视,http://119.32.12.12:2901/udp/224.1.100.68:11111
旅游卫视,https://live.sxrtv.com/iptv/hinws.flv
陕西卫视,https://live.sxrtv.com/iptv/shxws.flv
东南卫视,https://live.sxrtv.com/iptv/dnws.flv
东南卫视,http://119.32.12.12:2901/udp/224.1.100.56:11111
吉林卫视,https://live.sxrtv.com/iptv/jlws.flv
吉林卫视,http://119.32.12.12:2901/udp/224.1.100.60:11111
辽宁卫视,https://live.sxrtv.com/iptv/lnws.flv
辽宁卫视,http://119.32.12.12:2901/udp/224.1.100.92:11111
湖南卫视,https://live.sxrtv.com/iptv/hunws.flv
湖南卫视,http://119.32.12.12:2901/udp/224.1.100.98:11111
广东卫视,https://live.sxrtv.com/iptv/gdws.flv
广东卫视,http://119.32.12.12:2901/udp/224.1.100.96:11111
河南卫视,https://live.sxrtv.com/iptv/hnws.flv
河南卫视,http://119.32.12.12:2901/udp/224.1.100.74:11111
河北卫视,https://live.sxrtv.com/iptv/hbws.flv
河北卫视,http://119.32.12.12:2901/udp/224.1.100.20:11111
广西卫视,http://119.32.12.12:2901/udp/224.1.100.110:11111
云南卫视,http://119.32.12.12:2901/udp/224.1.100.21:11111
贵州卫视,http://119.32.12.12:2901/udp/224.1.100.58:11111
甘肃卫视,http://119.32.12.12:2901/udp/224.1.100.10:11111
宁夏卫视,http://119.32.12.12:2901/udp/224.1.100.8:11111
江西卫视,http://119.32.12.12:2901/udp/224.1.100.54:11111
海南卫视HD,http://119.32.12.12:2901/udp/224.1.100.15:11111
河北卫视HD,http://119.32.12.12:2901/udp/224.1.100.19:11111
海南卫视,http://119.32.12.12:2901/udp/224.1.100.16:11111
金鹰卡通,http://119.32.12.12:2901/udp/224.1.100.113:11111
CHC动作电影,http://119.32.12.12:2901/udp/224.1.100.131:11111
劲爆体育,http://119.32.12.12:2901/udp/224.1.100.129:11111
北京少儿,http://119.32.12.12:2901/udp/224.1.100.112:11111
CETV1,http://119.32.12.12:2901/udp/224.1.100.107:11111
CETV4,http://119.32.12.12:2901/udp/224.1.100.109:11111
北京纪实科教,http://119.32.12.12:2901/udp/224.1.100.115:11111
湖南茶频道,http://119.32.12.12:2901/udp/224.1.100.117:11111
优漫卡通,http://119.32.12.12:2901/udp/224.1.100.119:11111

📡  咪咕专区,#genre#
CCTV1,http://154.201.91.7:5555/tvbox/%E5%85%AC%E4%BC%97%E5%8F%B7%E5%A5%BD%E4%BA%AB%E7%94%9F%E6%B4%BB%E5%B0%8F%E5%8A%A9%E6%89%8B/%E5%92%AA%E5%92%95/%E5%92%AA%E5%92%95.php?ID=123
CCTV1,http://106.52.196.79:80/TV/mui.php?id=cctv1
CCTV1,http://139.155.142.13:9177/miguHD.php?id=CCTV1
CCTV1,http://139.155.142.13:9177/migu.php?id=cctv1
CCTV1,http://web9916.w.computerqwq.cf/jzb.php?id=cctv1&公众号【医工学习日志】
CCTV2,http://154.201.91.7:5555/tvbox/%E5%85%AC%E4%BC%97%E5%8F%B7%E5%A5%BD%E4%BA%AB%E7%94%9F%E6%B4%BB%E5%B0%8F%E5%8A%A9%E6%89%8B/%E5%92%AA%E5%92%95/%E5%92%AA%E5%92%95.php?ID=cctv2
CCTV2,http://106.52.196.79:80/TV/mui.php?id=cctv2
CCTV2,http://139.155.142.13:9177/miguHD.php?id=CCTV2
CCTV2,http://139.155.142.13:9177/migu.php?id=cctv2
CCTV2,http://web9916.w.computerqwq.cf/jzb.php?id=cctv2&公众号【医工学习日志】
CCTV3,http://154.201.91.7:5555/tvbox/%E5%85%AC%E4%BC%97%E5%8F%B7%E5%A5%BD%E4%BA%AB%E7%94%9F%E6%B4%BB%E5%B0%8F%E5%8A%A9%E6%89%8B/%E5%92%AA%E5%92%95/%E5%92%AA%E5%92%95.php?ID=cctv3
CCTV3,http://106.52.196.79:80/TV/mui.php?id=cctv3
CCTV3,http://www.520345.xyz:8188/rtp/239.69.1.122:10370
CCTV3,http://139.155.142.13:2025/z.php?id=CCTV3
CCTV3,http://139.155.142.13:9177/miguHD.php?id=CCTV3
CCTV3,http://139.155.142.13:9177/migu.php?id=cctv3
CCTV3,http://web9916.w.computerqwq.cf/jzb.php?id=cctv3&公众号【医工学习日志】
CCTV4,http://154.201.91.7:5555/tvbox/%E5%85%AC%E4%BC%97%E5%8F%B7%E5%A5%BD%E4%BA%AB%E7%94%9F%E6%B4%BB%E5%B0%8F%E5%8A%A9%E6%89%8B/%E5%92%AA%E5%92%95/%E5%92%AA%E5%92%95.php?ID=cctv4
CCTV4,http://106.52.196.79:80/TV/mui.php?id=cctv4
CCTV4,http://www.520345.xyz:8188/rtp/239.69.1.138:10466
CCTV4,http://139.155.142.13:9177/miguHD.php?id=CCTV4
CCTV4,http://139.155.142.13:9177/migu.php?id=cctv4
CCTV4,http://web9916.w.computerqwq.cf/jzb.php?id=cctv4&公众号【医工学习日志】
CCTV4美洲,http://154.201.91.7:5555/tvbox/%E5%85%AC%E4%BC%97%E5%8F%B7%E5%A5%BD%E4%BA%AB%E7%94%9F%E6%B4%BB%E5%B0%8F%E5%8A%A9%E6%89%8B/%E5%92%AA%E5%92%95/%E5%92%AA%E5%92%95.php?ID=cctv4a
CCTV4美洲,http://139.155.142.13:9177/migu.php?id=cctv4a
CCTV4欧洲,http://154.201.91.7:5555/tvbox/%E5%85%AC%E4%BC%97%E5%8F%B7%E5%A5%BD%E4%BA%AB%E7%94%9F%E6%B4%BB%E5%B0%8F%E5%8A%A9%E6%89%8B/%E5%92%AA%E5%92%95/%E5%92%AA%E5%92%95.php?ID=cctv4o
CCTV4欧洲,http://139.155.142.13:9177/migu.php?id=cctv4o
CCTV6,http://154.201.91.7:5555/tvbox/%E5%85%AC%E4%BC%97%E5%8F%B7%E5%A5%BD%E4%BA%AB%E7%94%9F%E6%B4%BB%E5%B0%8F%E5%8A%A9%E6%89%8B/%E5%92%AA%E5%92%95/%E5%92%AA%E5%92%95.php?ID=cctv6
CCTV6,http://106.52.196.79:80/TV/mui.php?id=cctv6
CCTV6,http://www.520345.xyz:8188/rtp/239.69.1.124:10382
CCTV6,http://139.155.142.13:9177/miguHD.php?id=CCTV6
CCTV6,http://139.155.142.13:9177/migu.php?id=cctv6
CCTV6,http://web9916.w.computerqwq.cf/jzb.php?id=cctv6&公众号【医工学习日志】
CCTV7,http://154.201.91.7:5555/tvbox/%E5%85%AC%E4%BC%97%E5%8F%B7%E5%A5%BD%E4%BA%AB%E7%94%9F%E6%B4%BB%E5%B0%8F%E5%8A%A9%E6%89%8B/%E5%92%AA%E5%92%95/%E5%92%AA%E5%92%95.php?ID=cctv7
CCTV7,http://106.52.196.79:80/TV/mui.php?id=cctv7
CCTV7,http://www.520345.xyz:8188/rtp/239.69.1.103:10256
CCTV7,http://139.155.142.13:9177/miguHD.php?id=CCTV7
CCTV7,http://139.155.142.13:9177/migu.php?id=cctv7
CCTV7,http://web9916.w.computerqwq.cf/jzb.php?id=cctv7&公众号【医工学习日志】
CCTV8,http://154.201.91.7:5555/tvbox/%E5%85%AC%E4%BC%97%E5%8F%B7%E5%A5%BD%E4%BA%AB%E7%94%9F%E6%B4%BB%E5%B0%8F%E5%8A%A9%E6%89%8B/%E5%92%AA%E5%92%95/%E5%92%AA%E5%92%95.php?ID=cctv8
CCTV8,http://106.52.196.79:80/TV/mui.php?id=cctv8
CCTV8,http://www.520345.xyz:8188/rtp/239.69.1.125:10388
CCTV8,http://139.155.142.13:9177/miguHD.php?id=CCTV8
CCTV8,http://139.155.142.13:9177/migu.php?id=cctv8
CCTV8,http://web9916.w.computerqwq.cf/jzb.php?id=cctv8&公众号【医工学习日志】
CCTV9,http://154.201.91.7:5555/tvbox/%E5%85%AC%E4%BC%97%E5%8F%B7%E5%A5%BD%E4%BA%AB%E7%94%9F%E6%B4%BB%E5%B0%8F%E5%8A%A9%E6%89%8B/%E5%92%AA%E5%92%95/%E5%92%AA%E5%92%95.php?ID=cctv9
CCTV9,http://106.52.196.79:80/TV/mui.php?id=cctv9
CCTV9,http://www.520345.xyz:8188/rtp/239.69.1.104:10262
CCTV9,http://139.155.142.13:9177/miguHD.php?id=CCTV9
CCTV9,http://139.155.142.13:9177/migu.php?id=cctv9
CCTV9,http://web9916.w.computerqwq.cf/jzb.php?id=cctv9&公众号【医工学习日志】
