https://15280.kstore.space/%E5%A5%A5%E5%8F%B0.txt

凡人❤️公告,#genre#
台湾戏剧台[1280x720],http://api.mytv666.top/api/hk.php?id=3463306332643630643937393638373465353766316635323663316330353239267469643d74762669643d313332
台视[1280x720],http://api.mytv666.top/api/hk.php?id=3131376436636639653166326535623238366237646639393164336336303962267469643d74762669643d313135
台视[1280x720],http://api.mytv666.top/api/hk.php?id=3635653132623764396265363436643739323138323765393036626237366463267469643d77696e74763132332669643d3636
台视[1280x720],http://api.mytv666.top/api/hk.php?id=3635653132623764396265363436643739323138323765393036626237366463267469643d77696e74763132332669643d3636
台视[1280x720],http://api.mytv666.top/api/hk.php?id=3131376436636639653166326535623238366237646639393164336336303962267469643d74762669643d313135
台视HD[1280x720],http://api.mytv666.top/api/hk.php?id=3837336464383036613733306162366165643731666434336664376263663166267469643d74762669643d3639
台视新闻[1280x720],http://api.mytv666.top/api/hk.php?id=3663373532323635333633666462356635623632313130333233393162303838267469643d74762669643d313031
台视新闻[1280x720],http://api.mytv666.top/api/hk.php?id=3663373532323635333633666462356635623632313130333233393162303838267469643d74762669643d313031
台视新闻[1280x720],http://api.mytv666.top/api/hk.php?id=3734336535623139656265303339663361646637333131663633363331653863267469643d77696e74763132332669643d3439
台视新闻台[1280x720],http://api.mytv666.top/api/hk.php?id=3532663033343761633136633334333932346565303765616636633239323362267469643d74762669643d3533
台视新闻台[1280x720],http://api.mytv666.top/api/hk.php?id=3734336535623139656265303339663361646637333131663633363331653863267469643d77696e74763132332669643d3439
台视财经[1280x720],http://api.mytv666.top/api/hk.php?id=3430653266396334373235643533373737646262616130373136356362633564267469643d74762669643d313033
国际空间站NASA[1280x720],http://s1.an94tv.cfd/zhongtian/nasa/AKTV.m3u8
国际财经[1280x720],http://api.mytv666.top/api/hk.php?id=6234643339663730613230396264323861376133316232346438306237336535267469643d74762669643d313836
天映频道频标[1280x720],http://php.jdshipin.com/smt.php?id=Celestial
好莱坞电影[1280x720],http://s1.an94tv.cfd/aktv2/CH-1/AKTV.m3u8
好莱电影AKtv[1280x720],http://s1.an94tv.cfd/aktv2/CH-1/AKTV.m3u8
客家电视台[1280x720],http://api.mytv666.top/api/hk.php?id=6665343666303466303462613539643632643835353964306162643938393163267469643d74762669643d313735
寰宇新闻[1280x720],http://api.mytv666.top/api/hk.php?id=6266346662396565336462643964373837326266373730326236353237383536267469643d74762669643d313132
寰宇新闻台[1280x720],http://api.mytv666.top/api/hk.php?id=6266346662396565336462643964373837326266373730326236353237383536267469643d74762669643d313132
寰宇新闻台湾[1280x720],http://api.mytv666.top/api/hk.php?id=3033373433646530353534613238376432643166376430666330623766303633267469643d74762669643d313133
寰宇新闻台湾台[1280x720],http://api.mytv666.top/api/hk.php?id=3033373433646530353534613238376432643166376430666330623766303633267469643d74762669643d313133
寰宇財經台[1280x720],http://api.mytv666.top/api/hk.php?id=6232313931303432633731343630636431343030336130396662343066306131267469643d74762669643d313134
影迷數位電影台[1280x720],http://api.mytv666.top/api/hk.php?id=6131303635353630643437386336346438346661633562366261343764303839267469643d74762669643d313233
新加坡中文台[1280x720],https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8?zshijd
新加坡国际[1280x720],https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
无线千禧频标[1280x720],http://php.jdshipin.com/smt.php?id=Tvbclassic
无线华丽[1280x720],http://php.jdshipin.com/smt.php?id=Tvbjade
无线星河频标[1280x720],http://php.jdshipin.com/PLTV/iptv.php?id=xinghe
无线翡翠斯特[1280x720],http://php.jdshipin.com:8880/smt.php?id=jade_twn
无线翡翠频标[1280x720],http://php.jdshipin.com/smt.php?id=jade_twn
日テレNEWS LIVE[1280x720],http://s1.an94tv.cfd/aktvjp/ntv/AKTV.m3u8
日テレNEWSLIVE[1280x720],http://s1.an94tv.cfd/aktvjp/ntv/AKTV.m3u8
时尚运动X[1280x720],http://api.mytv666.top/api/hk.php?id=3731316335346137663835626231396532666131323666623666336162636433267469643d74762669643d313430
明珠剧集台(北美)[1280x720],http://s1.an94tv.cfd/aktv/CH-19/AKTV.m3u8
明珠剧集台北美[1280x720],http://s1.an94tv.cfd/aktv/CH-19/AKTV.m3u8
智林体育台[1280x720],http://api.mytv666.top/api/hk.php?id=6661303233393533336130386239623762663935626634616431363961633265267469643d74762669643d313339
有线新闻台[1280x720],https://stream1.freetv.fun/4d6591408175f51c98487a2e75932b963836ca8ad4e8d24c744662d4fe4b1a38.m3u8
民视[1280x720],http://api.mytv666.top/api/hk.php?id=3039313639653531353135383931613266353266353863623032313533613632267469643d74762669643d313136
民视[1280x720],http://api.mytv666.top/api/hk.php?id=3535663430343962396335386334633135326162666337313938633136663933267469643d77696e74763132332669643d3635
民视[1280x720],http://s1.an94tv.cfd/taiwan/CH-1/AKTV.m3u8
民视[1280x720],http://api.mytv666.top/api/hk.php?id=3535663430343962396335386334633135326162666337313938633136663933267469643d77696e74763132332669643d3635
民视[1280x720],http://api.mytv666.top/api/hk.php?id=3039313639653531353135383931613266353266353863623032313533613632267469643d74762669643d313136
民视AKtv[1280x720],http://s1.an94tv.cfd/taiwan/CH-1/AKTV.m3u8
民视HD[1280x720],http://api.mytv666.top/api/hk.php?id=6361363033353131663530376266363361636334336333653632306432396439267469643d74762669643d3730
民视台湾[1280x720],http://api.mytv666.top/api/hk.php?id=6261653964303931643764396634653232316134666337633531336261373363267469643d74762669643d313131
民视台湾台[1280x720],http://api.mytv666.top/api/hk.php?id=6261653964303931643764396634653232316134666337633531336261373363267469643d74762669643d313131
民视台湾台[1280x720],http://api.mytv666.top/api/hk.php?id=3936623864373237393832636234343734303638633864343932633266353565267469643d77696e74763132332669643d3630
民视台湾台[1280x720],http://api.mytv666.top/api/hk.php?id=3936623864373237393832636234343734303638633864343932633266353565267469643d77696e74763132332669643d3630
民视影剧[1280x720],http://api.mytv666.top/api/hk.php?id=3737616264346339376163646432313336343463303535303963626531336161267469643d74762669643d313239
民视影剧[1280x720],http://api.mytv666.top/api/hk.php?id=3932633963646136396465373830346233643461306137346538363539353136267469643d77696e74763132332669643d3631
民视影剧[1280x720],http://api.mytv666.top/api/hk.php?id=3737616264346339376163646432313336343463303535303963626531336161267469643d74762669643d313239
民视影剧台[1280x720],http://api.mytv666.top/api/hk.php?id=3932633963646136396465373830346233643461306137346538363539353136267469643d77696e74763132332669643d3631
民视新闻[1280x720],http://api.mytv666.top/api/hk.php?id=3866616331333533363464353463346432653139633236633036643261633831267469643d77696e74763132332669643d3538
民视新闻[1280x720],http://api.mytv666.top/api/hk.php?id=6333356235396430353565313132653234663436373463386363396139623936267469643d74762669643d313130
民视新闻台[1280x720],http://api.mytv666.top/api/hk.php?id=6133333434353635663133373938343030353333343563353132326433396230267469643d74762669643d3536
民视新闻台[1280x720],http://api.mytv666.top/api/hk.php?id=6333356235396430353565313132653234663436373463386363396139623936267469643d74762669643d313130
民视新闻台[1280x720],http://api.mytv666.top/api/hk.php?id=3866616331333533363464353463346432653139633236633036643261633831267469643d77696e74763132332669643d3538
民视旅游[1280x720],http://api.mytv666.top/api/hk.php?id=6661393234373339313163383837613836623134613563323132623331623164267469643d74762669643d313733
民视旅游[1280x720],http://api.mytv666.top/api/hk.php?id=3663636134303964303063353333326433303230353763393836326330643437267469643d77696e74763132332669643d3632
民视旅游[1280x720],http://api.mytv666.top/api/hk.php?id=6661393234373339313163383837613836623134613563323132623331623164267469643d74762669643d313733
民视旅游台[1280x720],http://api.mytv666.top/api/hk.php?id=3663636134303964303063353333326433303230353763393836326330643437267469643d77696e74763132332669643d3632
民视第一[1280x720],http://s1.an94tv.cfd/taiwan/CH-0/AKTV.m3u8
民视第一[1280x720],http://api.mytv666.top/api/hk.php?id=3439383336376563333165643336383130326662303638653865313765396563267469643d77696e74763132332669643d3539
民视第一[1280x720],http://api.mytv666.top/api/hk.php?id=6564636432633233613630653031366663363066613933326138326133396637267469643d74762669643d313732
民视第一AKtv[1280x720],http://s1.an94tv.cfd/taiwan/CH-0/AKTV.m3u8
民视第一台[1280x720],http://api.mytv666.top/api/hk.php?id=6564636432633233613630653031366663363066613933326138326133396637267469643d74762669643d313732
民视第一台[1280x720],http://api.mytv666.top/api/hk.php?id=3439383336376563333165643336383130326662303638653865313765396563267469643d77696e74763132332669643d3539
民视综艺[1280x720],http://api.mytv666.top/api/hk.php?id=3336323233613362366336356466306163343537313533386461366539313539267469643d74762669643d313731
民视综艺[1280x720],http://api.mytv666.top/api/hk.php?id=3466353364643062353139316130616161376438323237333565653365343633267469643d77696e74763132332669643d3633
民视综艺[1280x720],http://api.mytv666.top/api/hk.php?id=3336323233613362366336356466306163343537313533386461366539313539267469643d74762669643d313731
民视综艺台[1280x720],http://api.mytv666.top/api/hk.php?id=3466353364643062353139316130616161376438323237333565653365343633267469643d77696e74763132332669643d3633
港台电视32[1280x720],http://api.mytv666.top/api/hk.php?id=3335636435633735323034636235316236373935323037366361653331656235267469643d74762669643d3436
港台电视32[1280x720],http://api.mytv666.top/api/hk.php?id=3030323835633661623836393939353163626431613239353335373762336565267469643d77696e74763132332669643d3431
無線新聞[1280x720],https://stream1.freetv.fun/662e5a352f2b84358ebad27c76fec0e01bcc3cd0490e4b00a8dcd0621ddc3d35.m3u8
爱尔达娱乐[1280x720],http://api.mytv666.top/api/hk.php?id=3035653866366636306131363162616335323535653161336166626337346133267469643d74762669643d313637
爱放动漫[1280x720],http://api.mytv666.top/api/hk.php?id=3562643862373266656361343130656362386532626637333639336133643435267469643d74762669643d313736
生活英语台[1280x720],http://api.mytv666.top/api/hk.php?id=3836366531323635646630393563303430306463366362646364383861396566267469643d74762669643d313835
緯來體育台[1280x720],http://api.mytv666.top/api/hk.php?id=6330343464373162386136666261663835613165633337366136386437306133267469643d74762669643d3737
纬来体育[1280x720],http://s1.an94tv.cfd/aktv2/CH-0/AKTV.m3u8
纬来体育台[1280x720],http://api.mytv666.top/api/hk.php?id=3131306433316436386566396535356262303237306166353463653738636565267469643d77696e74763132332669643d3739
纬来日本台[1280x720],http://api.mytv666.top/api/hk.php?id=3133363034363738393961346338323433306638356263633139386238313034267469643d74762669643d3738
纬来日本台[1280x720],http://api.mytv666.top/api/hk.php?id=6162396334313766366139633661346139336139613735646138303363373534267469643d77696e74763132332669643d3830
纬来电影[1280x720],http://s1.an94tv.cfd/aktv2/CH-4/AKTV.m3u8
纬来精采[1280x720],http://61.221.215.25:8800/hls/48/index.m3u8
纬来精采[1280x720],http://61.221.215.25:8800/hls/48/index.m3u8
纬来育乐台[1280x720],http://api.mytv666.top/api/hk.php?id=3330336638356238356263323033303763623537646464323863373231323864267469643d74762669643d3739
纬来育乐台[1280x720],http://api.mytv666.top/api/hk.php?id=3165616132653636313766396265326639656663626530326530386464616563267469643d77696e74763132332669643d3831
美亚C+[1280x720],http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/01.m3u8
美国之音[1280x720],http://api.mytv666.top/api/hk.php?id=3537303439366235616565626132373336343264373932613035616532336139267469643d74762669643d313837
翡翠一台北美[1280x720],http://s1.an94tv.cfd/aktv/CH-8/AKTV.m3u8
翡翠剧集(北美)[1280x720],http://s1.an94tv.cfd/aktv/CH-18/AKTV.m3u8
翡翠台[1280x720],http://php.jdshipin.com/TVOD/iptv.php?id=fct
翡翠台[1280x720],http://36.36.200.198:44330/tsfile/live/1008_1.m3u8?key=txiptv&playlive=0&authid=0
翡翠台[1280x720],http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct4
翡翠台[1280x720],http://cdn9.163189.xyz/smt1.1.php?id=jade_twn
視納華仁紀實頻道[1280x720],http://api.mytv666.top/api/hk.php?id=3733663764303063393331316566396231643232363937646563396431626430267469643d74762669643d313533
达文西频道[1280x720],http://api.mytv666.top/api/hk.php?id=6230333439356236616166633634353864613832303033326136616663343466267469643d74762669643d313833
邵氏影院[1280x720],http://lxajh.top/tv/douyu.php?id=4246519
邵氏影院[1280x720],http://jiaojirentv.top/2020/dy.php?id=4246519
镜新闻[1280x720],http://api.mytv666.top/api/hk.php?id=3831313462356431643937343764333264343532343837356535666665623032267469643d74762669643d313036
镜电视新闻[1280x720],http://api.mytv666.top/api/hk.php?id=6463663666393262636638326639623730393065356532633436656361353232267469643d77696e74763132332669643d3535
镜电视新闻台[1280x720],http://api.mytv666.top/api/hk.php?id=6132656663616366343664633865396464656462633736396337666532383663267469643d74762669643d3538
镜电视新闻台[1280x720],http://api.mytv666.top/api/hk.php?id=6463663666393262636638326639623730393065356532633436656361353232267469643d77696e74763132332669643d3535
阿里郎[1280x720],http://api.mytv666.top/api/hk.php?id=6533306662643238393336626162343736653738343739326163336237306133267469643d74762669643d313834
靖天卡通台[1280x720],http://api.mytv666.top/api/hk.php?id=3536363563306635366665346566326566613430323937633364666166666632267469643d74762669643d313632
靖天国际台[1280x720],http://api.mytv666.top/api/hk.php?id=6364643431346437396338333162316133383236656439623265636138303732267469643d74762669643d313635
靖天戏剧[1280x720],http://api.mytv666.top/api/hk.php?id=6439376364633336386561313339623337393864633730336461636261613535267469643d74762669643d313334
靖天戏剧台[1280x720],http://api.mytv666.top/api/hk.php?id=6439376364633336386561313339623337393864633730336461636261613535267469643d74762669643d313334
靖天日本台[1280x720],http://api.mytv666.top/api/hk.php?id=6262333561643236323763616135643836386163393966633066613330393130267469643d74762669643d313633
靖天映画[1280x720],http://api.mytv666.top/api/hk.php?id=3366353563616434393236663337313533636664313136376136663331626566267469643d74762669643d313636
靖天欢乐[1280x720],http://api.mytv666.top/api/hk.php?id=3839366637653866343562363363376538376632633733353235626162363134267469643d74762669643d313539
靖天欢乐台[1280x720],http://api.mytv666.top/api/hk.php?id=3839366637653866343562363363376538376632633733353235626162363134267469643d74762669643d313539
靖天电影台[1280x720],http://api.mytv666.top/api/hk.php?id=3235646236316132333834636665636537663935383763353038393730396532267469643d74762669643d313236
靖天综合[1280x720],http://api.mytv666.top/api/hk.php?id=3730333133323235653333313763616232336432646539356165303036653662267469643d74762669643d313630
靖天综合台[1280x720],http://api.mytv666.top/api/hk.php?id=3730333133323235653333313763616232336432646539356165303036653662267469643d74762669643d313630
靖天育乐台[1280x720],http://api.mytv666.top/api/hk.php?id=3133636463383564376130636362643433633466316532626264303232346139267469643d74762669643d313431
靖天资讯台[1280x720],http://api.mytv666.top/api/hk.php?id=6639383065333066306334313662336238356630636437666434343762656663267469643d74762669643d313631
靖洋卡通台[1280x720],http://api.mytv666.top/api/hk.php?id=6439333435633230343261376137336237646336336138646138643336303965267469643d74762669643d313634
靖洋戏剧[1280x720],http://api.mytv666.top/api/hk.php?id=3339666661346639386533613638363831376163336238643537356233633165267469643d74762669643d313333
靖洋戏剧台[1280x720],http://api.mytv666.top/api/hk.php?id=3339666661346639386533613638363831376163336238643537356233633165267469643d74762669643d313333
非凡新闻[1280x720],http://api.mytv666.top/api/hk.php?id=6439363266323437646533636237336130353439363933613039653965353631267469643d74762669643d313035
非凡新闻[1280x720],http://api.mytv666.top/api/hk.php?id=6535653061616461623036323237633861356363353266366634613166303734267469643d77696e74763132332669643d3536
非凡新闻[1280x720],http://api.mytv666.top/api/hk.php?id=6535653061616461623036323237633861356363353266366634613166303734267469643d77696e74763132332669643d3536
韩国娱乐台[1280x720],http://api.mytv666.top/api/hk.php?id=3037633533313562313837343464303738383064306565383833303865616134267469643d74762669643d313935
韩国新闻[1280x720],http://amdlive.ctnd.com.edgesuite.net:80/arirang_1ch/smil:arirang_1ch.smil/chunklist_b2256000_sleng.m3u8
香港c?[1280x720],https://stream1.freetv.fun/8809ef652c64001910cceaa72e6190b5bfe53d1f7478b98f2bcac0531f8c436d.m3u8
香港|凤凰资讯[1280x720],https://smart.pendy.dpdns.org/Smart.php?id=phoenixinfo_hd
香港有线18台(备)[1280x720],http://api.mytv666.top/api/hk.php?id=6264643730343538616264326436373663363934306134373364383935363064267469643d74762669643d3331
香港有线18台(备)[1280x720],http://api.mytv666.top/api/hk.php?id=6436363132643963643063373766393861373061346161336430353161333461267469643d77696e74763132332669643d3132
龙华偶像[1280x720],http://api.mytv666.top/api/hk.php?id=3333626561633566626266666436633135393564303031376437623464303066267469643d74762669643d313730
龙华偶像[1280x720],http://api.mytv666.top/api/hk.php?id=3333626561633566626266666436633135393564303031376437623464303066267469643d74762669643d313730
龙华卡通[1280x720],http://api.mytv666.top/api/hk.php?id=3961623136396366373832363138326665363465376132323166356131303438267469643d74762669643d313638
龙华日韩[1280x720],http://api.mytv666.top/api/hk.php?id=3736613333383334346630626430353238656638393462343032653335616630267469643d74762669643d313639
龙华日韩[1280x720],http://s1.an94tv.cfd/taiwan/CH-5/AKTV.m3u8
龙华经典[1280x720],http://api.mytv666.top/api/hk.php?id=3065633761663630333461656536343531636333616636383031653138653532267469643d74762669643d313330
龙华经典[1280x720],http://api.mytv666.top/api/hk.php?id=3065633761663630333461656536343531636333616636383031653138653532267469643d74762669643d313330



凤凰中文频限,http://iptv.4666888.xyz/iptv.php?id=20063
凤凰资讯频限,http://iptv.4666888.xyz/iptv.php?id=20064
凤凰香港频限,http://iptv.4666888.xyz/iptv.php?id=20065
无线翡翠频限,http://iptv.4666888.xyz/iptv.php?id=20066
无线翡翠新坡,http://iptv.4666888.xyz/iptv.php?id=20067
无线翡翠马来,http://iptv.4666888.xyz/iptv.php?id=20068
无线明珠频限,http://iptv.4666888.xyz/iptv.php?id=20071
无线娱乐频限,http://iptv.4666888.xyz/iptv.php?id=20073
无线星河粤限,http://iptv.4666888.xyz/iptv.php?id=20101
无线星河国限,http://iptv.4666888.xyz/iptv.php?id=20102
无线生活频限,http://iptv.4666888.xyz/iptv.php?id=20074
无线功夫国限,http://iptv.4666888.xyz/iptv.php?id=20104
无线功夫粤限,http://iptv.4666888.xyz/iptv.php?id=20103
无线翡剧频限,http://iptv.4666888.xyz/iptv.php?id=20099
无线明剧频限,http://iptv.4666888.xyz/iptv.php?id=20098 
无线_1美频限,http://iptv.4666888.xyz/iptv.php?id=20095
无线J1美频限,http://iptv.4666888.xyz/iptv.php?id=20096
无线_E美频限,http://iptv.4666888.xyz/iptv.php?id=20097
无线新闻美限,http://iptv.4666888.xyz/iptv.php?id=20070
无线千禧频限,http://iptv.4666888.xyz/iptv.php?id=20105
无线经典频限,http://iptv.4666888.xyz/iptv.php?id=20107
无线综合频限,http://iptv.4666888.xyz/iptv.php?id=20111
无线亚剧频限,http://iptv.4666888.xyz/iptv.php?id=20109
无线戏曲频限,http://iptv.4666888.xyz/iptv.php?id=20113
无线粤片频限,http://iptv.4666888.xyz/iptv.php?id=20112
无线少儿频限,http://iptv.4666888.xyz/iptv.php?id=20110
无线奖门人限,http://iptv.4666888.xyz/iptv.php?id=20138
无线-EYT频限,http://iptv.4666888.xyz/iptv.php?id=20133
无线识食频限,http://iptv.4666888.xyz/iptv.php?id=20141
无线识叹频限,http://iptv.4666888.xyz/iptv.php?id=20140
无线金曲频限,http://iptv.4666888.xyz/iptv.php?id=20142
无线音乐频限,http://iptv.4666888.xyz/iptv.php?id=20134
无线剧场频限,http://iptv.4666888.xyz/iptv.php?id=20136
无线煲剧频限,http://iptv.4666888.xyz/iptv.php?id=20137 
无线话当年限,http://iptv.4666888.xyz/iptv.php?id=20139
无线体育频限,http://iptv.4666888.xyz/iptv.php?id=20135
有线综合频限,http://iptv.4666888.xyz/iptv.php?id=20078
有线赛讯频限,http://iptv.4666888.xyz/iptv.php?id=20077
有线赛马频限,http://iptv.4666888.xyz/iptv.php?id=20124
黄金翡翠频限,http://iptv.4666888.xyz/iptv.php?id=20106
黄金华剧频限,http://iptv.4666888.xyz/iptv.php?id=20100
Plus综合频限,http://iptv.4666888.xyz/iptv.php?id=20072
pₒₚc电影频限,http://iptv.4666888.xyz/iptv.php?id=20118
CM+电影频限,http://iptv.4666888.xyz/iptv.php?id=20278
Now爆谷粤限,http://iptv.4666888.xyz/iptv.php?id=20087
Now爆谷国限,http://iptv.4666888.xyz/iptv.php?id=20089
Now星影粤限,http://iptv.4666888.xyz/iptv.php?id=20086
Now星影国限,http://iptv.4666888.xyz/iptv.php?id=20088
中天新闻频限,http://iptv.4666888.xyz/iptv.php?id=20173
中天新闻加限,http://iptv.4666888.xyz/iptv.php?id=20181
有线新闻频限,http://iptv.4666888.xyz/iptv.php?id=20079
无线新闻频限,http://iptv.4666888.xyz/iptv.php?id=20069
Now新闻频限,http://iptv.4666888.xyz/iptv.php?id=20082
Now剧集频限,http://iptv.4666888.xyz/iptv.php?id=20091
Now紫金频限,http://iptv.4666888.xyz/iptv.php?id=20090
Now英超频限,http://iptv.4666888.xyz/iptv.php?id=20092
VIUTV-粤频限,http://iptv.4666888.xyz/iptv.php?id=20075
VIUTV-英频限,http://iptv.4666888.xyz/iptv.php?id=20076
RTHK-31频限,http://iptv.4666888.xyz/iptv.php?id=20080
RTHK-32频限,http://iptv.4666888.xyz/iptv.php?id=20081
HUB娱家频限,http://iptv.4666888.xyz/iptv.php?id=20287
HUB都会频限,http://iptv.4666888.xyz/iptv.php?id=20288
新加乐酷频限,http://iptv.4666888.xyz/iptv.php?id=20281
新加_E乐频限,http://iptv.4666888.xyz/iptv.php?id=20282
新加佳乐频限,http://iptv.4666888.xyz/iptv.php?id=20289
新加CHu频限,http://iptv.4666888.xyz/iptv.php?id=20284
新加CH5频限,http://iptv.4666888.xyz/iptv.php?id=20285
新加CH8频限,http://iptv.4666888.xyz/iptv.php?id=20286
天映经典国限,http://iptv.4666888.xyz/iptv.php?id=20115
天映经典粤限,http://iptv.4666888.xyz/iptv.php?id=20114
天映频道国限,http://iptv.4666888.xyz/iptv.php?id=20116
天映频道粤限,http://iptv.4666888.xyz/iptv.php?id=20117
星光综合频限,http://iptv.4666888.xyz/iptv.php?id=20121
澳门莲花频限,http://iptv.4666888.xyz/iptv.php?id=20130
澳门资讯频限,http://iptv.4666888.xyz/iptv.php?id=20129
澳门Macau限,http://iptv.4666888.xyz/iptv.php?id=20128
澳视澳门频限,http://iptv.4666888.xyz/iptv.php?id=20127
澳门体育频限,http://iptv.4666888.xyz/iptv.php?id=20131
澳门综合频限,http://iptv.4666888.xyz/iptv.php?id=20131

台湾
中天新闻频限,http://iptv.4666888.xyz/iptv.php?id=20173
中天新闻加限,http://iptv.4666888.xyz/iptv.php?id=20181
寰宇新闻频限,http://iptv.4666888.xyz/iptv.php?id=20176
东森新闻频限,http://iptv.4666888.xyz/iptv.php?id=20174
东森新闻美限,http://iptv.4666888.xyz/iptv.php?id=20175
tvbs新闻频限,http://iptv.4666888.xyz/iptv.php?id=20168
三立新闻频限,http://iptv.4666888.xyz/iptv.php?id=20169
三立新闻加限,http://iptv.4666888.xyz/iptv.php?id=20170
年代新闻频限,http://iptv.4666888.xyz/iptv.php?id=20178
非凡新闻频限,http://iptv.4666888.xyz/iptv.php?id=20179
闽镜新闻频限,http://iptv.4666888.xyz/iptv.php?id=20180
三立台湾频限,http://iptv.4666888.xyz/iptv.php?id=20202
三立戏剧频限,http://iptv.4666888.xyz/iptv.php?id=20203
三立综合频限,http://iptv.4666888.xyz/iptv.php?id=20204
三立都会频限,http://iptv.4666888.xyz/iptv.php?id=20205
中天亚洲频限,http://iptv.4666888.xyz/iptv.php?id=20196
中天综合频限,http://iptv.4666888.xyz/iptv.php?id=20195
中天娱乐频限,http://iptv.4666888.xyz/iptv.php?id=20194 
八大第一频限,http://iptv.4666888.xyz/iptv.php?id=20197
八大综合频限,http://iptv.4666888.xyz/iptv.php?id=20198
八大戏剧频限,http://iptv.4666888.xyz/iptv.php?id=20199
八大娱乐频限,http://iptv.4666888.xyz/iptv.php?id=20200
八大精采频限,http://iptv.4666888.xyz/iptv.php?id=20201
东森洋片频限,http://iptv.4666888.xyz/iptv.php?id=20212
东森电影频限,http://iptv.4666888.xyz/iptv.php?id=20211
东森美洲频限,http://iptv.4666888.xyz/iptv.php?id=20210
东森超视频限,http://iptv.4666888.xyz/iptv.php?id=20208
东森戏剧频限,http://iptv.4666888.xyz/iptv.php?id=20207
东森综合频限,http://iptv.4666888.xyz/iptv.php?id=20206
民视综艺频限,http://iptv.4666888.xyz/iptv.php?id=20217
民视第一频限,http://iptv.4666888.xyz/iptv.php?id=20215
民视闽语频限,http://iptv.4666888.xyz/iptv.php?id=20216
民视影剧频限,http://iptv.4666888.xyz/iptv.php?id=20219
民视旅游频限,http://iptv.4666888.xyz/iptv.php?id=20218
民视闽南频限,http://iptv.4666888.xyz/iptv.php?id=20182
民视新闻频限,http://iptv.4666888.xyz/iptv.php?id=20177
中视菁采频限,http://iptv.4666888.xyz/iptv.php?id=20222
中视经典频限,http://iptv.4666888.xyz/iptv.php?id=20221
中视闽南频限,http://iptv.4666888.xyz/iptv.php?id=20183
中视新闻频限,http://iptv.4666888.xyz/iptv.php?id=20171
台视新闻频限,http://iptv.4666888.xyz/iptv.php?id=20172
 台视综合频限,http://iptv.4666888.xyz/iptv.php?id=20220
公视闽南频限,http://iptv.4666888.xyz/iptv.php?id=20185
华视闽南频限,http://iptv.4666888.xyz/iptv.php?id=20184
台视闽南频限,http://iptv.4666888.xyz/iptv.php?id=20186
公视戏剧频限,http://iptv.4666888.xyz/iptv.php?id=20292
寰宇闽南频限,http://iptv.4666888.xyz/iptv.php?id=20293
靖天资讯频限,http://iptv.4666888.xyz/iptv.php?id=20302
靖天育乐频限,http://iptv.4666888.xyz/iptv.php?id=20301
靖天电影频限,http://iptv.4666888.xyz/iptv.php?id=20300
靖天戏剧频限,http://iptv.4666888.xyz/iptv.php?id=20299
靖天映画频限,http://iptv.4666888.xyz/iptv.php?id=20298
靖天欢乐频限,http://iptv.4666888.xyz/iptv.php?id=20297
靖天综合频限,http://iptv.4666888.xyz/iptv.php?id=20296
靖天国际频限,http://iptv.4666888.xyz/iptv.php?id=20236
靖洋戏剧频限,http://iptv.4666888.xyz/iptv.php?id=20294 
纬来体育频限,http://iptv.4666888.xyz/iptv.php?id=20225
纬来日本频限,http://iptv.4666888.xyz/iptv.php?id=20226
纬来电影频限,http://iptv.4666888.xyz/iptv.php?id=20227
纬来综合频限,http://iptv.4666888.xyz/iptv.php?id=20228
纬来精采频限,http://iptv.4666888.xyz/iptv.php?id=20229
tvbs精采频限,http://iptv.4666888.xyz/iptv.php?id=20191
tvbs欢乐频限,http://iptv.4666888.xyz/iptv.php?id=20189
tvbs亚洲频限,http://iptv.4666888.xyz/iptv.php?id=20190
tvbs台剧频限,http://iptv.4666888.xyz/iptv.php?id=20193
tvbs闽南频限,http://iptv.4666888.xyz/iptv.php?id=20188
华艺综合频限,http://iptv.4666888.xyz/iptv.php?id=20223
亚洲美食频限,http://iptv.4666888.xyz/iptv.php?id=20270
美食星球频限,http://iptv.4666888.xyz/iptv.php?id=20271
TLC-旅游频限,http://iptv.4666888.xyz/iptv.php?id=20272
ELta娱乐频限,http://iptv.4666888.xyz/iptv.php?id=20303
ELta综合频限,http://iptv.4666888.xyz/iptv.php?id=20231
ELta影剧频限,http://iptv.4666888.xyz/iptv.php?id=20230
BBC新闻频限,http://iptv.4666888.xyz/iptv.php?id=20279
BBC综合频限,http://iptv.4666888.xyz/iptv.php?id=20280
美亚电影频限,http://iptv.4666888.xyz/iptv.php?id=20239
HBO家庭频限,http://iptv.4666888.xyz/iptv.php?id=20253
HBO强档频限,http://iptv.4666888.xyz/iptv.php?id=20252
HBO原创频限,http://iptv.4666888.xyz/iptv.php?id=20251
HBO高清频限,http://iptv.4666888.xyz/iptv.php?id=20250
HBO频道频限,http://iptv.4666888.xyz/iptv.php?id=20249 





台湾斯特
台湾|TVBS新闻台,https://pixman.mytvsuper.com.mp/Smart.php?id=tvbs_n
