

极速央卫,#genre#
闽镜新闻频推,http://api.mytv666.top/api/hk.php?id=6132656663616366343664633865396464656462633736396337666532383663267469643d74762669643d3538
民视新闻频推,http://api.mytv666.top/api/hk.php?id=6133333434353635663133373938343030353333343563353132326433396230267469643d74762669643d3536
民视新闻频推,http://api.mytv666.top/api/hk.php?id=6333356235396430353565313132653234663436373463386363396139623936267469643d74762669643d313130
中视新闻频推,http://api.mytv666.top/api/hk.php?id=3639313461653631653063653039636165353132386535623331623263316631267469643d74762669643d3532
中视新闻频推,http://api.mytv666.top/api/hk.php?id=3935653434333461353033393966666364363031303466346131373436383437267469643d74762669643d313034
华视新闻频推,http://api.mytv666.top/api/hk.php?id=6336363138633563363661326531343237616265653233303539356532363065267469643d74762669643d3537
华视新闻频推,http://api.mytv666.top/api/hk.php?id=3537326339386632386464663735336532316461313764643035633834323661267469643d74762669643d313032
台视新闻频推,http://api.mytv666.top/api/hk.php?id=3532663033343761633136633334333932346565303765616636633239323362267469643d74762669643d3533
台视新闻频推,http://api.mytv666.top/api/hk.php?id=3663373532323635333633666462356635623632313130333233393162303838267469643d74762669643d313031
民视闽南频推,http://api.mytv666.top/api/hk.php?id=6361363033353131663530376266363361636334336333653632306432396439267469643d74762669643d3730
民视闽南频推,http://api.mytv666.top/api/hk.php?id=3039313639653531353135383931613266353266353863623032313533613632267469643d74762669643d313136
中视闽南频推,http://api.mytv666.top/api/hk.php?id=3735333965643234313330643235393236666134346364646139393065363839267469643d74762669643d3638
中视闽南频推,http://api.mytv666.top/api/hk.php?id=3464346135333265303837393831333236363336666134303261386664336234267469643d74762669643d313138
华视闽南频推,http://api.mytv666.top/api/hk.php?id=3365666436303335663238313031386236313534663061623262383237396633267469643d74762669643d3731
华视闽南频推,http://api.mytv666.top/api/hk.php?id=3838353863663263646330383163326466643535306539366535303963653963267469643d74762669643d313139
台视闽南频推,http://api.mytv666.top/api/hk.php?id=3837336464383036613733306162366165643731666434336664376263663166267469643d74762669643d3639
台视闽南频推,http://api.mytv666.top/api/hk.php?id=3131376436636639653166326535623238366237646639393164336336303962267469643d74762669643d313135
三立闽南频推,http://api.mytv666.top/api/hk.php?id=3431663838343031373566326636316465393566653637343436313266653666267469643d74762669643d3733
tvbs闽南频推,http://api.mytv666.top/api/hk.php?id=6338353765393031313964363830396232336564343339356139653361633532267469643d74762669643d3635
tvbs闽南频推,http://api.mytv666.top/api/hk.php?id=3266393834623966663864373438353433313662666237356336646262653465267469643d74762669643d3937
寰宇闽南频推,http://api.mytv666.top/api/hk.php?id=6663313334653639326536343765613362363865383137386639663930323237267469643d74762669643d3630
寰宇闽南频推,http://api.mytv666.top/api/hk.php?id=3033373433646530353534613238376432643166376430666330623766303633267469643d74762669643d313133
寰宇财经频推,http://api.mytv666.top/api/hk.php?id=6232313931303432633731343630636431343030336130396662343066306131267469643d74762669643d313134
东森财经频推,http://api.mytv666.top/api/hk.php?id=3234393438633333356332626430653464356635333236346565626161316431267469643d74762669643d3531
东森财经频推,http://api.mytv666.top/api/hk.php?id=3562643832313631313434373563326638623863323238613638656438333937267469643d74762669643d313038
台视财经频推,http://api.mytv666.top/api/hk.php?id=3430653266396334373235643533373737646262616130373136356362633564267469643d74762669643d313033
闽南戏剧频推,http://api.mytv666.top/api/hk.php?id=3463306332643630643937393638373465353766316635323663316330353239267469643d74762669643d313332
公视戏剧频推,http://api.mytv666.top/api/hk.php?id=6166663738326236646135356364343066353033643135666631306136313965267469643d74762669643d313335
民视闽语频推,http://api.mytv666.top/api/hk.php?id=6261653964303931643764396634653232316134666337633531336261373363267469643d74762669643d313131
民视第一频推,http://api.mytv666.top/api/hk.php?id=6564636432633233613630653031366663363066613933326138326133396637267469643d74762669643d313732
民视综艺频推,http://api.mytv666.top/api/hk.php?id=3336323233613362366336356466306163343537313533386461366539313539267469643d74762669643d313731
民视旅游频推,http://api.mytv666.top/api/hk.php?id=6661393234373339313163383837613836623134613563323132623331623164267469643d74762669643d313733
民视影剧频推,http://api.mytv666.top/api/hk.php?id=3737616264346339376163646432313336343463303535303963626531336161267469643d74762669643d313239
中视经典频推,http://api.mytv666.top/api/hk.php?id=3130643637316464346664313538393839303063663564663535386230323339267469643d74762669643d313331
中视菁采频推,http://api.mytv666.top/api/hk.php?id=3265643234663932333564313563356430663036346636303535616139663434267469643d74762669643d313534
中天亚洲频推,http://api.mytv666.top/api/hk.php?id=3962383334666661326334396461326537383063663333666566333830363536267469643d74762669643d313030
八大精彩频推,http://api.mytv666.top/api/hk.php?id=3434643962353934663735326130343665373733333532666238666637636236267469643d74762669643d313535
八大综艺频推,http://api.mytv666.top/api/hk.php?id=3661663237323836323533336531326231366461356565383364653331353739267469643d74762669643d313536
tvbs精采频推,http://api.mytv666.top/api/hk.php?id=3830363432383130613863336265653834636434616138323833633234613230267469643d74762669643d313537
tvbs欢乐频推,http://api.mytv666.top/api/hk.php?id=3762336166623866323763356361653833376266313161666333646136363637267469643d74762669643d313538
龙华经典频推,http://api.mytv666.top/api/hk.php?id=3065633761663630333461656536343531636333616636383031653138653532267469643d74762669643d313330
龙华戏剧频推,http://api.mytv666.top/api/hk.php?id=6335633465646430646463353232613834343839636133383266363636333161267469643d74762669643d313336
龙华卡通频推,http://api.mytv666.top/api/hk.php?id=3961623136396366373832363138326665363465376132323166356131303438267469643d74762669643d313638
龙华日韩频推,http://api.mytv666.top/api/hk.php?id=3736613333383334346630626430353238656638393462343032653335616630267469643d74762669643d313639
龙华偶像频推,http://api.mytv666.top/api/hk.php?id=3333626561633566626266666436633135393564303031376437623464303066267469643d74762669643d313730
龙华电影频推,http://api.mytv666.top/api/hk.php?id=3035323564303234633636363432306231623132633130343263343863633231267469643d74762669643d313237
靖天电影频推,http://api.mytv666.top/api/hk.php?id=3235646236316132333834636665636537663935383763353038393730396532267469643d74762669643d313236
靖天育乐频推,http://api.mytv666.top/api/hk.php?id=3133636463383564376130636362643433633466316532626264303232346139267469643d74762669643d313431
靖天欢乐频推,http://api.mytv666.top/api/hk.php?id=3839366637653866343562363363376538376632633733353235626162363134267469643d74762669643d313539
靖天综合频推,http://api.mytv666.top/api/hk.php?id=3730333133323235653333313763616232336432646539356165303036653662267469643d74762669643d313630
靖天资讯频推,http://api.mytv666.top/api/hk.php?id=6639383065333066306334313662336238356630636437666434343762656663267469643d74762669643d313631
靖天卡通频推,http://api.mytv666.top/api/hk.php?id=3536363563306635366665346566326566613430323937633364666166666632267469643d74762669643d313632
靖天日本频推,http://api.mytv666.top/api/hk.php?id=6262333561643236323763616135643836386163393966633066613330393130267469643d74762669643d313633
靖天国际频推,http://api.mytv666.top/api/hk.php?id=6364643431346437396338333162316133383236656439623265636138303732267469643d74762669643d313635
靖天映画频推,http://api.mytv666.top/api/hk.php?id=3366353563616434393236663337313533636664313136376136663331626566267469643d74762669643d313636
靖天戏剧频推,http://api.mytv666.top/api/hk.php?id=6439376364633336386561313339623337393864633730336461636261613535267469643d74762669643d313334
靖洋戏剧频推,http://api.mytv666.top/api/hk.php?id=3339666661346639386533613638363831376163336238643537356233633165267469643d74762669643d313333
靖洋卡通频推,http://api.mytv666.top/api/hk.php?id=6439333435633230343261376137336237646336336138646138643336303965267469643d74762669643d313634
纬来日本频推,http://api.mytv666.top/api/hk.php?id=3133363034363738393961346338323433306638356263633139386238313034267469643d74762669643d3738
纬来育乐频推,http://api.mytv666.top/api/hk.php?id=3330336638356238356263323033303763623537646464323863373231323864267469643d74762669643d3739
纬来体育频推,http://api.mytv666.top/api/hk.php?id=6330343464373162386136666261663835613165633337366136386437306133267469643d74762669643d3737
ELta娱乐频推,http://api.mytv666.top/api/hk.php?id=3035653866366636306131363162616335323535653161336166626337346133267469643d74762669643d313637
ELta体壹频推,http://api.mytv666.top/api/hk.php?id=6539366165663464356333353065326136666264626134656661313536636166267469643d74762669643d3833
ELta体贰频推,http://api.mytv666.top/api/hk.php?id=3232323063326432373966343263323330313330636461643933386238363034267469643d74762669643d3834
ELta体叁频推,http://api.mytv666.top/api/hk.php?id=6638656562393265373935386161636631316132316566353837373133656161267469643d74762669643d3835
ELta体肆频推,http://api.mytv666.top/api/hk.php?id=3536613431373665346133366337643737336535653030616332383839376666267469643d74762669643d3836
DAZN壹频推,http://api.mytv666.top/api/hk.php?id=6538623163353532633730323639656261623566373466303666663231626464267469643d74762669643d3830
DAZN贰频推,http://api.mytv666.top/api/hk.php?id=3238313039396131333831376564343766643936376637643132333763656334267469643d74762669643d3831
智林体育频推,http://api.mytv666.top/api/hk.php?id=6661303233393533336130386239623762663935626634616431363961633265267469643d74762669643d313339
时尚运动频推,http://api.mytv666.top/api/hk.php?id=3731316335346137663835626231396532666131323666623666336162636433267469643d74762669643d313430
博斯魅力频推,http://api.mytv666.top/api/hk.php?id=3261646136616331356534626663666264636461353265646639636262653337267469643d74762669643d313432
博斯高球壹道,http://api.mytv666.top/api/hk.php?id=3130313532383464316435333863663935383637346638616637633135653036267469643d74762669643d313433
博斯高球贰道,http://api.mytv666.top/api/hk.php?id=6166333730383733646136646633313335613332646336393233336632613339267469643d74762669643d313434
博斯运动壹道,http://api.mytv666.top/api/hk.php?id=3031363863653434303439356464313731386538653761353633396138343164267469643d74762669643d313435
博斯运动贰道,http://api.mytv666.top/api/hk.php?id=3737626338636131613334313234613033343063323464306561653234633336267469643d74762669643d313436
博斯网球频推,http://api.mytv666.top/api/hk.php?id=3137343335616266356662323735306364623633316338633139636163333932267469643d74762669643d313437
博斯无限壹道,http://api.mytv666.top/api/hk.php?id=6633623534396139613731323734626135326237666638643464613962653639267469643d74762669643d313438
博斯无限贰道,http://api.mytv666.top/api/hk.php?id=3436396230343062356139353364363634633336313439343562393733363864267469643d74762669643d313439
TRacesp频推,http://api.mytv666.top/api/hk.php?id=6363666635636636363761616133303232626634663034373261333634656532267469643d74762669643d313530
大爱壹台频推,http://api.mytv666.top/api/hk.php?id=6362646634373632386563623362633136343831663030346666376561313165267469643d74762669643d3837
大爱贰台频推,http://api.mytv666.top/api/hk.php?id=3562393833313136393864323964396231646531646262373330623138666163267469643d74762669643d3838
好消息壹频推,http://api.mytv666.top/api/hk.php?id=3231353036653262326637363437313933653131333137346539636339643364267469643d74762669643d313838
好消息贰频推,http://api.mytv666.top/api/hk.php?id=6162353130343265306136353463643032353237386139323639396464353461267469643d74762669643d313839
国会频壹频推,http://api.mytv666.top/api/hk.php?id=3064363636346433313362323964376231393632356566326435333364363634267469643d74762669643d313931
国会频贰频推,http://api.mytv666.top/api/hk.php?id=6462626262626366326339343734353636323463363264653236316533353839267469643d74762669643d313932
HBo高清频推,http://api.mytv666.top/api/hk.php?id=3938383431396139316232633936396630656331623839303564373336643262267469643d74762669643d3930
好莱电影频推,http://api.mytv666.top/api/hk.php?id=3664303732353764613334376136396233316166646465383731396336333832267469643d74762669643d3931
影迷数位频推,http://api.mytv666.top/api/hk.php?id=6131303635353630643437386336346438346661633562366261343764303839267469643d74762669643d313233
amc电影频推,http://api.mytv666.top/api/hk.php?id=6533613534396538393766353437626463616663386263386337376463366664267469643d74762669643d313234
采昌影剧频推,http://api.mytv666.top/api/hk.php?id=6361386462373364393864616332363139666231356561623434633162633038267469643d74762669643d313238
华仁纪实频推,http://api.mytv666.top/api/hk.php?id=3733663764303063393331316566396231643232363937646563396431626430267469643d74762669643d313533
半岛新闻频推,http://api.mytv666.top/api/hk.php?id=3436376230613339633137373638323831303735353638336561633433376535267469643d74762669643d313039
FOX新闻频推,http://api.mytv666.top/api/hk.php?id=6238636333303430353139636132346537353732393263386363306238613566267469643d74762669643d3932
Cnn新闻频推,http://api.mytv666.top/api/hk.php?id=3939326166333362313632333064666138616239666138303238373763636636267469643d74762669643d3933
BBC新闻频推,http://api.mytv666.top/api/hk.php?id=3439633964653730363063316234363066326666323662626530393932643061267469643d74762669643d3934
探索综合频推,http://api.mytv666.top/api/hk.php?id=3531653631373237666331323161623264633762346463363734623433303237267469643d74762669643d3935
非凡商业频推,http://api.mytv666.top/api/hk.php?id=6136623135626463613665323762316434633737653937656333353464346237267469643d74762669643d313930
韩国娱乐频推,http://api.mytv666.top/api/hk.php?id=3037633533313562313837343464303738383064306565383833303865616134267469643d74762669643d313935
亚洲旅游频推,http://api.mytv666.top/api/hk.php?id=3131346439653863323835646337366632363336333039316661353337366164267469643d74762669643d313734
客家电视频推,http://api.mytv666.top/api/hk.php?id=6665343666303466303462613539643632643835353964306162643938393163267469643d74762669643d313735
爱放动漫频推,http://api.mytv666.top/api/hk.php?id=3562643862373266656361343130656362386532626637333639336133643435267469643d74762669643d313736
古典音乐频推,http://api.mytv666.top/api/hk.php?id=3236653838643431303631633536366639376331386465663031313732353034267469643d74762669643d313737
猪哥亮歌频推,http://api.mytv666.top/api/hk.php?id=6334366330373732363432326261363432663630353664313131336133336535267469643d74762669643d313738
Smart知频推,http://api.mytv666.top/api/hk.php?id=6661353865643032303666663930396536363238356635333236646561323230267469643d74762669643d313832
达文西综频推,http://api.mytv666.top/api/hk.php?id=6230333439356236616166633634353864613832303033326136616663343466267469643d74762669643d313833
阿里郎综频推,http://api.mytv666.top/api/hk.php?id=6533306662643238393336626162343736653738343739326163336237306133267469643d74762669643d313834
生活英语频推,http://api.mytv666.top/api/hk.php?id=3836366531323635646630393563303430306463366362646364383861396566267469643d74762669643d313835
国际财经频推,http://api.mytv666.top/api/hk.php?id=6234643339663730613230396264323861376133316232346438306237336535267469643d74762669643d313836
美国之音频推,http://api.mytv666.top/api/hk.php?id=3537303439366235616565626132373336343264373932613035616532336139267469643d74762669643d313837
TRACEU频推,http://api.mytv666.top/api/hk.php?id=3763363134386234363661313032356535343065616461326236356664386638267469643d74762669643d313933
MEZZO-频推,http://api.mytv666.top/api/hk.php?id=6337376162663362623736626239333832343737666464333931646364623062267469643d74762669643d313934
GINX-TV频推,http://api.mytv666.top/api/hk.php?id=6535383532333535373462306237656133323063613337336366323139633166267469643d74762669643d313936






















JULI,#genre#
翡翠台,https://php.jdshipin.com/hls/fct/playlist.m3u8
翡翠台,https://php.jdshipin.com/live/fct/stream.m3u8
无线新闻台,https://php.jdshipin.com/live/wxxw/stream.m3u8
无线新闻台,https://php.jdshipin.com/live/wxxw/stream.m3u8
TVB PLUS,http://push-rtmp-hs-spe-f5.douyincdn.com/live/tvbp/stream.m3u8
明珠台,http://push-rtmp-hs-spe-f5.douyincdn.com/live/mzt/stream.m3u8
明珠台,http://o12.946985.xyz/hls/mzt/playlist.m3u8
HOY TV,https://php.jdshipin.com/live/hoy/stream.m3u8
HOY TV,http://push-rtmp-hs-spe-f5.douyincdn.com/live/hoy/stream.m3u8
ViuTV,http://push-rtmp-hs-spe-f5.douyincdn.com/live/viu/stream.m3u8
NOW新闻台,http://push-rtmp-hs-spe-f5.douyincdn.com/live/now/stream.m3u8
RTHK31,http://push-rtmp-hs-spe-f5.douyincdn.com/live/rthk31/stream.m3u8
RTHK32,http://push-rtmp-hs-spe-f5.douyincdn.com/live/rthk32/stream.m3u8
澳视澳门,http://push-rtmp-hs-spe-f5.douyincdn.com/live/asam/stream.m3u8
澳视卫星,http://push-rtmp-hs-spe-f5.douyincdn.com/live/as/stream.m3u8
凤凰中文,http://push-rtmp-hs-spe-f5.douyincdn.com/live/fhzw/stream.m3u8
凤凰资讯,https://php.jdshipin.com/live/fhzx/stream.m3u8
凤凰香港,https://php.jdshipin.com/live/fhhk/stream.m3u8
广东珠江,https://php.jdshipin.com/live/gdzj/stream.m3u8
广东体育,https://php.jdshipin.com/live/gdty/stream.m3u8#http://php.jdshipin.com/TVOD/iptv.php?id=gdty
八度空间,https://php.jdshipin.com/live/8tv/stream.m3u8
CH5,https://php.jdshipin.com/live/ch5/stream.m3u8
CH8,https://php.jdshipin.com/live/ch8/stream.m3u8
CHU,https://php.jdshipin.com/live/chu/stream.m3u8


龙华电影,https://php.jdshipin.com.lhdy/stream.m3u8            cdn6.946985.
龙华经典,https://php.jdshipin.com/live/lhjd/stream.m3u8
龙华卡通,https://php.jdshipin.com/live/lhkt/stream.m3u8
龙华偶像,https://php.jdshipin.com/live/lhox/stream.m3u8
龙华日韩,https://php.jdshipin.com/live/lhrh/stream.m3u8
龙华戏剧,https://php.jdshipin.com/live/lhxj/stream.m3u8
龙华洋片,https://php.jdshipin.com/live/lhyp/stream.m3u8
TVB1,https://php.jdshipin.com/live/tvb1/stream.m3u8
TVBJ1,https://php.jdshipin.com/live/j1/stream.m3u8
娱乐新闻台,https://php.jdshipin.com/live/ylxw/stream.m3u8
翡翠剧集台,https://php.jdshipin.com/live/tvbd/stream.m3u8
华丽翡翠台,https://php.jdshipin.com/live/hlfct/stream.m3u8
TVB亚洲武侠,https://php.jdshipin.com/live/yzwx/stream.m3u8
TVB星河,https://php.jdshipin.com/live/tvbxh/stream.m3u8
欢笑剧场4K,https://php.jdshipin.com/live/hxjc4k/stream.m3u8
CCTV1,http://push-rtmp-hs-spe-f5.douyincdn.com/live/cctv1/stream.m3u8
CCTV2,https://php.jdshipin.com/live/cctv2/stream.m3u8
CCTV4,https://php.jdshipin.com/live/cctv4/stream.m3u8
CCTV9,https://php.jdshipin.com/live/cctv9/stream.m3u8
华语影院,https://php.jdshipin.com/live/hyyy/stream.m3u8
星光影院,https://php.jdshipin.com/live/xgyy/stream.m3u8
重温经典,https://php.jdshipin.com/live/cwjd/stream.m3u8




Astro AEC,http://php.jdshipin.com/smt.php?id=AEC
爱奇艺,http://php.jdshipin.com/smt.php?id=Qiyi
Astro QJ,http://php.jdshipin.com/smt.php?id=Quanjia
Astro欢喜台,http://php.jdshipin.com/smt.php?id=Huahee
八度空间,http://php.jdshipin.com/smt.php?id=TV8
美亚电影台,http://php.jdshipin.com/smt.php?id=meiyamovie_twn
TVB翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct
TVB翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct2
TVB翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct3
TVB翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct4
翡翠台北美版(TVB J1),http://php.jdshipin.com/TVOD/iptv.php?id=j1
TVB Plus,http://php.jdshipin.com/TVOD/iptv.php?id=j2
TVB J1,http://php.jdshipin.com/TVOD/iptv.php?id=tvbj1
TVB Plus,http://php.jdshipin.com/TVOD/iptv.php?id=tvbp
明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt
明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt2
VIUTV,http://php.jdshipin.com/TVOD/iptv.php?id=viutv
VIUTV,http://php.jdshipin.com/TVOD/iptv.php?id=viutv2
无线华丽,http://php.jdshipin.com:8880/TVOD/iptv.php?id=huali
无线星河,http://php.jdshipin.com:8880/TVOD/iptv.php?id=xinghe
千禧经典,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbc
HOY TV,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv
HOY TV,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv2
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw2
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx2
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk2
美亚电影,http://php.jdshipin.com/TVOD/iptv.php?id=meiya
重温经典,http://php.jdshipin.com/TVOD/iptv.php?id=cwjd
广东珠江,http://php.jdshipin.com/TVOD/iptv.php?id=gdzj
广东体育,http://php.jdshipin.com/TVOD/iptv.php?id=gdty
澳视澳门,http://php.jdshipin.com/TVOD/iptv.php?id=asam
澳视卫星,http://php.jdshipin.com/TVOD/iptv.php?id=as









AKTV,#genre#
翡翠台,http://s1.an94tv.cfd/aktv/CH-0/AKTV.m3u8
明珠台,http://s1.an94tv.cfd/aktv/CH-2/AKTV.m3u8
无线新闻台,http://s1.an94tv.cfd/aktv/CH-1/AKTV.m3u8
TVB Plus,http://s1.an94tv.cfd/aktv/tvbplus/AKTV.m3u8
RTHK32,http://s1.an94tv.cfd/aktv3/rthk32/AKTV.m3u8
鳳凰衛視中文台,http://s1.an94tv.cfd/aktv/CH-3/AKTV.m3u8
鳳凰衛視資訊台,http://s1.an94tv.cfd/aktv/CH-4/AKTV.m3u8
鳳凰衛視香港台,http://s1.an94tv.cfd/aktv/CH-5/AKTV.m3u8
明珠剧集台,http://s1.an94tv.cfd/aktv/CH-19/AKTV.m3u8
美亞電影台,http://s1.an94tv.cfd/aktv/hk/AKTV.m3u8
黃金翡翠台,http://s1.an94tv.cfd/aktv/CH-6/AKTV.m3u8
TVB星河,http://s1.an94tv.cfd//taiwan2/tvb/AKTV.m3u8
天映經典,http://s1.an94tv.cfd/aktv/1080/AKTV.m3u8
天映电影,http://s1.an94tv.cfd/aktv2/CH-3/AKTV.m3u8
好萊塢電影台,http://s1.an94tv.cfd/aktv2/CH-1/AKTV.m3u8
東森洋片,http://s1.an94tv.cfd/aktv2/CH-2/AKTV.m3u8
PopC,http://s1.an94tv.cfd/aktv/popc/AKTV.m3u8
ROCK Action,http://s1.an94tv.cfd/aktv/rockaction/AKTV.m3u8
CinemaWorld,http://s1.an94tv.cfd//taiwan/cinemaworld/AKTV.m3u8
Love Nature HD,http://s1.an94tv.cfd/aktv/lovenaturehd/AKTV.m3u8
中天亚洲台,http://s1.an94tv.cfd//astro/CH-1/AKTV.m3u8
TVBS,http://s1.an94tv.cfd//taiwan/tvbs/AKTV.m3u8
TVBS新聞,http://s1.an94tv.cfd//taiwan/tvbs-1/AKTV.m3u8
民視,http://s1.an94tv.cfd//taiwan/CH-1/AKTV.m3u8
民視第一台,http://s1.an94tv.cfd//taiwan/CH-0/AKTV.m3u8
中天新闻台,http://s1.an94tv.cfd//zhongtian/CH-0/AKTV.m3u8
東森新聞,http://s1.an94tv.cfd//zhongtian/CH-1/AKTV.m3u8
龍華日韓台,http://s1.an94tv.cfd//taiwan/CH-5/AKTV.m3u8
靖天國際台,http://s1.an94tv.cfd//taiwan/CH-3/AKTV.m3u8
緯來體育台,http://s1.an94tv.cfd/aktv2/CH-0/AKTV.m3u8
Astro Football,http://s1.an94tv.cfd//astro/CH-0/AKTV.m3u8
Astro Sport UHD,http://s1.an94tv.cfd//astro/astrosportuhd/AKTV.m3u8
Sky Sports F1,http://s1.an94tv.cfd/aktv2/skysportsf1/AKTV.m3u8
EuroSport 1,http://s1.an94tv.cfd//astro/eurosport1/AKTV.m3u8
EuroSport 2,http://s1.an94tv.cfd//astro/eurosport2/AKTV.m3u8
TNT SPORTS 1,http://s1.an94tv.cfd//astro/tntsports1/AKTV.m3u8
TNT SPORTS 2,http://s1.an94tv.cfd//astro/tntsports2/AKTV.m3u8
TNT SPORTS 3,http://s1.an94tv.cfd//astro/tntsports3/AKTV.m3u8
Channel 5 HD,http://s1.an94tv.cfd/aktv/channel5hd/AKTV.m3u8
Channel 8 HD,http://s1.an94tv.cfd/aktv/channel8hd/AKTV.m3u8
Channel U HD,http://s1.an94tv.cfd/aktv/channeluhd/AKTV.m3u8
MagellanTV,http://s1.an94tv.cfd//taiwan/magellantv/AKTV.m3u8
HITS,http://s1.an94tv.cfd//taiwan/hits/AKTV.m3u8
AXN,http://s1.an94tv.cfd/aktv/axn/AKTV.m3u8
tvN,http://s1.an94tv.cfd/aktv/tvn/AKTV.m3u8
CNA,http://s1.an94tv.cfd/aktv3/cna/AKTV.m3u8
8TV,http://s1.an94tv.cfd//astro/8tv/AKTV.m3u8
Japan News 24H LIVE,http://s1.an94tv.cfd/aktvjp/japannews24hlive/AKTV.m3u8
日テレNEWS LIVE,http://s1.an94tv.cfd/aktvjp/ntv/AKTV.m3u8
朝鲜恩情台,http://s1.an94tv.cfd/aktv3/CH-0/AKTV.m3u8





香港,#genre#
翡翠台,http://php.jdshipin.com/smt.php?id=jade_twn
翡翠台,http://php.jdshipin.com/smt.php?id=Jade_xue
明珠台,http://php.jdshipin.com/smt.php?id=pearl_twn
无线新闻,http://php.jdshipin.com/smt.php?id=inews_twn
TVBPLUS,http://php.jdshipin.com/smt.php?id=j2_twn
ViuTV,http://php.jdshipin.com/smt.php?id=viu1_twn
ViuTV 6,http://php.jdshipin.com/smt.php?id=viusix_twn
RTHK 31,http://php.jdshipin.com/smt.php?id=rhk31_twn
RTHK 32,http://php.jdshipin.com/smt.php?id=rhk32_twn
HOY TV,http://php.jdshipin.com/smt.php?id=hoycaijing_twn
凤凰中文,http://php.jdshipin.com/smt.php?id=phoenixtv_hd
凤凰资讯,http://php.jdshipin.com/smt.php?id=phoenixinfo_hd
凤凰香港,http://php.jdshipin.com/smt.php?id=hkphoenix_twn
台湾,#genre#
台视 HD,http://php.jdshipin.com/smt.php?id=ttv_taiwan
台视新闻,http://php.jdshipin.com/smt.php?id=ttvnews_twn
台视综合,http://php.jdshipin.com/smt.php?id=ttvzhonghe
中视 HD,http://php.jdshipin.com/smt.php?id=zhongshihd_twn
中视新闻,http://php.jdshipin.com/smt.php?id=zhongshinews_twn
中视经典,http://php.jdshipin.com/smt.php?id=zhongshi_twn
华视 HD,http://php.jdshipin.com/smt.php?id=ctshd_twn
公视 HD,http://php.jdshipin.com/smt.php?id=ctv_taiwan
公视台语台,http://php.jdshipin.com/smt.php?id=ctv2_twn
三立台湾台,http://php.jdshipin.com/smt.php?id=sanlitaiwan
三立都会台,http://php.jdshipin.com/smt.php?id=sanlidouhui
三立综合台,http://php.jdshipin.com/smt.php?id=sanlizhonghe
三立戏剧台,http://php.jdshipin.com/smt.php?id=sanlixiju_twn
东森新闻台,http://php.jdshipin.com/smt.php?id=ettvnews
东森财经新闻台,http://php.jdshipin.com/smt.php?id=ettvcaijing_twn
东森综合台,http://php.jdshipin.com/smt.php?id=ettvzhonghe
东森戏剧台,http://php.jdshipin.com/smt.php?id=ettvdrama
东森电影台,http://php.jdshipin.com/smt.php?id=ettvmovie
东森洋片台,http://php.jdshipin.com/smt.php?id=ettvwestern
东森幼幼台,http://php.jdshipin.com/smt.php?id=yoyo_twn
东森超视,http://php.jdshipin.com/smt.php?id=ettvsuper
TVBS HD,http://php.jdshipin.com/smt.php?id=tvbs
TVBS 新闻台,http://php.jdshipin.com/smt.php?id=tvbs_n
TVBS 欢乐台,http://php.jdshipin.com/smt.php?id=tvbshuanle_twn
民视 HD,http://php.jdshipin.com/smt.php?id=ftvhd_taiwan
民视新闻台,http://php.jdshipin.com/smt.php?id=ftvnew_taiwan
民视台湾台,http://php.jdshipin.com/smt.php?id=ftvtaiwan_twn
中天综合,http://php.jdshipin.com/smt.php?id=ctizhonghe
中天娱乐,http://php.jdshipin.com/smt.php?id=ctient
中天亚洲,http://php.jdshipin.com/smt.php?id=ctiasia_twn
中天新闻,http://php.jdshipin.com/smt.php?id=ctinews
寰宇新闻台,http://php.jdshipin.com/smt.php?id=huanyuxinwen_twn
寰宇财经台,http://php.jdshipin.com/smt.php?id=huanyutaiwan_twn
八大第一台,http://php.jdshipin.com/smt.php?id=badafirst
八大综合台,http://php.jdshipin.com/smt.php?id=badazhonghe
八大戏剧台,http://php.jdshipin.com/smt.php?id=badadrama
八大娱乐台,http://php.jdshipin.com/smt.php?id=badaentertain
纬来体育,http://php.jdshipin.com/smt.php?id=videolandsport
纬来精彩,http://php.jdshipin.com/smt.php?id=videolandspecial_twn
纬来日本,http://php.jdshipin.com/smt.php?id=videolandjapan
纬来电影,http://php.jdshipin.com/smt.php?id=videolandmovie
纬来综合,http://php.jdshipin.com/smt.php?id=videolandzonghe
