说明,#genre#
宁夏卫视,http://61.163.58.168:2005/play/forward/4?tvid=41&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjaXR5IjoiMCIsImlwIjoiMTA5LjgxLjIxOC45NiIsInR2aWQiOiIyMjA0MTQ0MCIsImVjb25vbWl6ZSI6IjAiLCJleHAiOjE3NDUwMDQzMzcsIm5iZiI6MTc0NDk4NjMzNywiaWF0IjoxNzQ0OTg2MzM3fQ.epCAYnkrQ0dom1tw6JHikm9kNSFN2cv30Ij9gIsPJ6s
内蒙古卫视,http://61.163.58.168:2005/play/forward/4?tvid=42&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjaXR5IjoiMCIsImlwIjoiMTA5LjgxLjIxOC45NiIsInR2aWQiOiIyMjA0MTQ0MCIsImVjb25vbWl6ZSI6IjAiLCJleHAiOjE3NDUwMDQzMzcsIm5iZiI6MTc0NDk4NjMzNywiaWF0IjoxNzQ0OTg2MzM3fQ.epCAYnkrQ0dom1tw6JHikm9kNSFN2cv30Ij9gIsPJ6s
西藏卫视,http://61.163.58.168:2005/play/forward/4?tvid=43&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjaXR5IjoiMCIsImlwIjoiMTA5LjgxLjIxOC45NiIsInR2aWQiOiIyMjA0MTQ0MCIsImVjb25vbWl6ZSI6IjAiLCJleHAiOjE3NDUwMDQzMzcsIm5iZiI6MTc0NDk4NjMzNywiaWF0IjoxNzQ0OTg2MzM3fQ.epCAYnkrQ0dom1tw6JHikm9kNSFN2cv30Ij9gIsPJ6s
四川卫视,http://61.163.58.168:2005/play/forward/4?tvid=44&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjaXR5IjoiMCIsImlwIjoiMTA5LjgxLjIxOC45NiIsInR2aWQiOiIyMjA0MTQ0MCIsImVjb25vbWl6ZSI6IjAiLCJleHAiOjE3NDUwMDQzMzcsIm5iZiI6MTc0NDk4NjMzNywiaWF0IjoxNzQ0OTg2MzM3fQ.epCAYnkrQ0dom1tw6JHikm9kNSFN2cv30Ij9gIsPJ6s
山西卫视,http://61.163.58.168:2005/play/forward/4?tvid=45&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjaXR5IjoiMCIsImlwIjoiMTA5LjgxLjIxOC45NiIsInR2aWQiOiIyMjA0MTQ0MCIsImVjb25vbWl6ZSI6IjAiLCJleHAiOjE3NDUwMDQzMzcsIm5iZiI6MTc0NDk4NjMzNywiaWF0IjoxNzQ0OTg2MzM3fQ.epCAYnkrQ0dom1tw6JHikm9kNSFN2cv30Ij9gIsPJ6s
甘肃卫视,http://61.163.58.168:2005/play/forward/4?tvid=46&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjaXR5IjoiMCIsImlwIjoiMTA5LjgxLjIxOC45NiIsInR2aWQiOiIyMjA0MTQ0MCIsImVjb25vbWl6ZSI6IjAiLCJleHAiOjE3NDUwMDQzMzcsIm5iZiI6MTc0NDk4NjMzNywiaWF0IjoxNzQ0OTg2MzM3fQ.epCAYnkrQ0dom1tw6JHikm9kNSFN2cv30Ij9gIsPJ6s
新疆卫视,http://61.163.58.168:2005/play/forward/4?tvid=47&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjaXR5IjoiMCIsImlwIjoiMTA5LjgxLjIxOC45NiIsInR2aWQiOiIyMjA0MTQ0MCIsImVjb25vbWl6ZSI6IjAiLCJleHAiOjE3NDUwMDQzMzcsIm5iZiI6MTc0NDk4NjMzNywiaWF0IjoxNzQ0OTg2MzM3fQ.epCAYnkrQ0dom1tw6JHikm9kNSFN2cv30Ij9gIsPJ6s
青海卫视,http://61.163.58.168:2005/play/forward/4?tvid=48&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjaXR5IjoiMCIsImlwIjoiMTA5LjgxLjIxOC45NiIsInR2aWQiOiIyMjA0MTQ0MCIsImVjb25vbWl6ZSI6IjAiLCJleHAiOjE3NDUwMDQzMzcsIm5iZiI6MTc0NDk4NjMzNywiaWF0IjoxNzQ0OTg2MzM3fQ.epCAYnkrQ0dom1tw6JHikm9kNSFN2cv30Ij9gIsPJ6s
延边卫视,http://61.163.58.168:2005/play/forward/4?tvid=49&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjaXR5IjoiMCIsImlwIjoiMTA5LjgxLjIxOC45NiIsInR2aWQiOiIyMjA0MTQ0MCIsImVjb25vbWl6ZSI6IjAiLCJleHAiOjE3NDUwMDQzMzcsIm5iZiI6MTc0NDk4NjMzNywiaWF0IjoxNzQ0OTg2MzM3fQ.epCAYnkrQ0dom1tw6JHikm9kNSFN2cv30Ij9gIsPJ6s
兵团卫视,http://61.163.58.168:2005/play/forward/4?tvid=50&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjaXR5IjoiMCIsImlwIjoiMTA5LjgxLjIxOC45NiIsInR2aWQiOiIyMjA0MTQ0MCIsImVjb25vbWl6ZSI6IjAiLCJleHAiOjE3NDUwMDQzMzcsIm5iZiI6MTc0NDk4NjMzNywiaWF0IjoxNzQ0OTg2MzM3fQ.epCAYnkrQ0dom1tw6JHikm9kNSFN2cv30Ij9gIsPJ6s
数字频道,#genre#
CHC影迷电影,http://61.163.58.168:2005/play/forward/5?tvid=chchdmovie&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjaXR5IjoiMCIsImlwIjoiMTA5LjgxLjIxOC45NiIsInR2aWQiOiIyMjA0MTQ0MCIsImVjb25vbWl6ZSI6IjAiLCJleHAiOjE3NDUwMDQzMzcsIm5iZiI6MTc0NDk4NjMzNywiaWF0IjoxNzQ0OTg2MzM3fQ.epCAYnkrQ0dom1tw6JHikm9kNSFN2cv30Ij9gIsPJ6s
CHC家庭影院,http://61.163.58.168:2005/play/forward/5?tvid=chcfamily&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjaXR5IjoiMCIsImlwIjoiMTA5LjgxLjIxOC45NiIsInR2aWQiOiIyMjA0MTQ0MCIsImVjb25vbWl6ZSI6IjAiLCJleHAiOjE3NDUwMDQzMzcsIm5iZiI6MTc0NDk4NjMzNywiaWF0IjoxNzQ0OTg2MzM3fQ.epCAYnkrQ0dom1tw6JHikm9kNSFN2cv30Ij9gIsPJ6s
CHC动作电影,http://61.163.58.168:2005/play/forward/5?tvid=chcaction&token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJjaXR5IjoiMCIsImlwIjoiMTA5LjgxLjIxOC45NiIsInR2aWQiOiIyMjA0MTQ0MCIsImVjb25vbWl6ZSI6IjAiLCJleHAiOjE3NDUwMDQzMzcsIm5iZiI6MTc0NDk4NjMzNywiaWF0IjoxNzQ0OTg2MzM3fQ.epCAYnkrQ0dom1tw6JHikm9kNSFN2cv30Ij9gIsPJ6s
重温经典,http://61.163.58.168:2005/play/p/p302?chid=lwLwdWV5SmhiR2NpT2lKSVV6STFOaUlzSW5SNWNDSTZJa3BYVkNKOS5leUoxY213aU9pSm9kSFJ3T2k4dllXeHBMbWhzYzNCMWJHd3VlWGhwYldkekxtTnZiUzlzYVhabEwyRjNaV2xmWTNkcVpDNW1iSFlpTENKcGMBXfCcalEwTGprM0xqRTBOaTR4TmpjaUxDSjBkbWxrSWpvaU1qSXdOREUwTkRBaUxDSmxlSEFpT2pFM05EVXdOekkzTXpjc0ltNWlaaUk2TVRjME5EazROak16Tnl3aWFXRjBJam94TnpRME9UZzJNek0zZlEudlRmNkdVOU5GSUEtdFJ5eFZSX3ZpZWo4M1JNMHJxakFFNUxUWWhTa2l1SQ%3D%3D
山东教育,http://61.163.58.168:2005/play/p/p302?chid=kQLwaWV5SmhiR2NpT2lKSVV6STFOaUlzSW5SNWNDSTZJa3BYVkNKOS5leUoxY213aU9pSm9kSFJ3T2k4dk1UQTNMakUzTkM0MU1pNHpNaTlwZEhZdWNHaHdQMmxrUGVXeHNlUzRuT2FWbWVpQ3MBWWRtbHdJam9pTkRRdU9UY3VNVFEyTGpFMk55SQF18IQyYVdRaU9pSXlNakEwTVRRME1DSXNJbVY0Y0NJNk1UYzBOVEEzTWpjek55d2libUptSWpveE56UTBPVGcyTXpNM0xDSnBZWFFpT2pFM05EUTVPRFl6TXpkOS5XMDNwZWtPSUJpT2h1Nm1hT1V0MEJZTXJmd18xem53eE1jaklaV1o1TXJN
北京科教纪实,http://61.163.58.168:2005/play/p/p302?chid=mQLwcWV5SmhiR2NpT2lKSVV6STFOaUlzSW5SNWNDSTZJa3BYVkNKOS5leUoxY213aU9pSm9kSFJ3T2k4dk1UQTNMakUzTkM0MU1pNHpNaTlwZEhZdWNHaHdQMmxrUGVXTWwtUzZyT2Vua2VhVm1lZTZxdVd1bgFh8KJtbHdJam9pTkRRdU9UY3VNVFEyTGpFMk55SXNJblIyYVdRaU9pSXlNakEwTVRRME1DSXNJbVY0Y0NJNk1UYzBOVEEzTWpjek55d2libUptSWpveE56UTBPVGcyTXpNM0xDSnBZWFFpT2pFM05EUTVPRFl6TXpkOS5BLWFucWtwNFp4MTVPaXoyR05FNEVPRy1HM1M2TmhraEpLVkFMOTI2SlhF
北京卡酷少儿,http://61.163.58.168:2005/play/p/p302?chid=mQL0GAFleUpoYkdjaU9pSklVekkxTmlJc0luUjVjQ0k2SWtwWFZDSjkuZXlKMWNtd2lPaUpvZEhSd09pOHZNVEEzTGpFM05DNDFNaTR6TWk5cGRIWXVjR2h3UDJsa1BlV01sLVM2ck9XTm9lbUZ0LVd3a2VXRXZ5SXNJbWx3SWpvaU5EUXVPVGN1TVRRMkxqRTJOeUlzSW5SMmFXUWlPaUl5TWpBME1UUTBNQ0lzSW1WNGNDSTZNVGMwTlRBM01qY3pOeXdpYm1KbUlqb3hOelEwT1RnMk16TTNMQ0pwWVhRaU9qRTNORFE1T0RZek16ZDkuQkQ4LVVLdEFJN2Fla2FiWDIzUkF1M0pVdU5RcjVEN2pQbHN4TWFvWGlCVQ%3D%3D
CETV1,http://61.163.58.168:2005/play/p/p302?chid=iAL0BwFleUpoYkdjaU9pSklVekkxTmlJc0luUjVjQ0k2SWtwWFZDSjkuZXlKMWNtd2lPaUpvZEhSd09pOHZNVEEzTGpFM05DNDFNaTR6TWk5cGRIWXVjR2h3UDJsa1BVTkZWRll4SWl3aWFYQWlPaUkwTkM0NU55NHhORFl1TVRZM0lpd2lkSFpwWkNJNklqSXlNRFF4TkRRd0lpd2laWGh3SWpveE56UTFNRGN5TnpNM0xDSnVZbVlpT2pFM05EUTVPRFl6TXpjc0ltbGhkQ0k2TVRjME5EazROak16TjMwLlVWcGREeGwxcm1QR2l6UFpNZWVyWkprRlpiem9sQ2tGS283SGhPWTJRQzQ%3D
CETV2,http://61.163.58.168:2005/play/p/p302?chid=iAL0BwFleUpoYkdjaU9pSklVekkxTmlJc0luUjVjQ0k2SWtwWFZDSjkuZXlKMWNtd2lPaUpvZEhSd09pOHZNVEEzTGpFM05DNDFNaTR6TWk5cGRIWXVjR2h3UDJsa1BVTkZWRll5SWl3aWFYQWlPaUkwTkM0NU55NHhORFl1TVRZM0lpd2lkSFpwWkNJNklqSXlNRFF4TkRRd0lpd2laWGh3SWpveE56UTFNRGN5TnpNM0xDSnVZbVlpT2pFM05EUTVPRFl6TXpjc0ltbGhkQ0k2TVRjME5EazROak16TjMwLmFEbG5oTU10N3hGMUgtLTc4TlhQemFDbGd4TkZzSlRqTUF3TlJ0Z1h3Wm8%3D
CETV4,http://61.163.58.168:2005/play/p/p302?chid=iAL0BwFleUpoYkdjaU9pSklVekkxTmlJc0luUjVjQ0k2SWtwWFZDSjkuZXlKMWNtd2lPaUpvZEhSd09pOHZNVEEzTGpFM05DNDFNaTR6TWk5cGRIWXVjR2h3UDJsa1BVTkZWRlkwSWl3aWFYQWlPaUkwTkM0NU55NHhORFl1TVRZM0lpd2lkSFpwWkNJNklqSXlNRFF4TkRRd0lpd2laWGh3SWpveE56UTFNRGN5TnpNM0xDSnVZbVlpT2pFM05EUTVPRFl6TXpjc0ltbGhkQ0k2TVRjME5EazROak16TjMwLlkxWGFYaFFlaEROeDdjbnFGeFQzX3FYMlExOHc0aHZSeVhNX2pYaXZKU0k%3D
哈哈炫动,http://61.163.58.168:2005/play/p/p302?chid=kQLwpGV5SmhiR2NpT2lKSVV6STFOaUlzSW5SNWNDSTZJa3BYVkNKOS5leUoxY213aU9pSm9kSFJ3T2k4dk1UQTNMakUzTkM0MU1pNHpNaTlwZEhZdWNHaHdQMmxrUGVXVGlPV1RpT2VDcS1XS3FDSXNJbWx3SWpvaU5EUXVPVGN1TVRRMkxqRTJOeUlzSW5SMmFXUWlPaUl5TWpBME1UUTBNQ0lzSW1WNAGN8GdNVGMwTlRBM01qY3pOeXdpYm1KbUlqb3hOelEwT1RnMk16TTNMQ0pwWVhRaU9qRTNORFE1T0RZek16ZDkuVmxLbkJmWjdUaFpwOFg0U3U5dWRkSkFOcTFRVzc2SjVYbW9uZDJ0b214TQ%3D%3D
优漫卡通,http://61.163.58.168:2005/play/p/p302?chid=kQLwaWV5SmhiR2NpT2lKSVV6STFOaUlzSW5SNWNDSTZJa3BYVkNKOS5leUoxY213aU9pSm9kSFJ3T2k4dk1UQTNMakUzTkM0MU1pNHpNaTlwZEhZdWNHaHdQMmxrUGVTOG1PYThxLVdOb2VtQW0BWWRtbHdJam9pTkRRdU9UY3VNVFEyTGpFMk55SQF18IQyYVdRaU9pSXlNakEwTVRRME1DSXNJbVY0Y0NJNk1UYzBOVEEzTWpjek55d2libUptSWpveE56UTBPVGcyTXpNM0xDSnBZWFFpT2pFM05EUTVPRFl6TXpkOS5LVUUyV25KTzFOMWdpRVRSc0lrNS1ZR2dRZG1famRfUmtoZzY2LWo4bnNv
咪咕体育,http://61.163.58.168:2005/play/p/p302?chid=kQLwaWV5SmhiR2NpT2lKSVV6STFOaUlzSW5SNWNDSTZJa3BYVkNKOS5leUoxY213aU9pSm9kSFJ3T2k4dk1UQTNMakUzTkM0MU1pNHpNaTlwZEhZdWNHaHdQMmxrUGVXU3F1V1NsZVM5ay1pQ3MBWWRtbHdJam9pTkRRdU9UY3VNVFEyTGpFMk55SQF18IQyYVdRaU9pSXlNakEwTVRRME1DSXNJbVY0Y0NJNk1UYzBOVEEzTWpjek55d2libUptSWpveE56UTBPVGcyTXpNM0xDSnBZWFFpT2pFM05EUTVPRFl6TXpkOS5kbU85bkhYUkZqZlFJZnBUMGV4NTVnQXNySTh4RjVseGNEZXdrSHZmX0Vj
睛彩篮球,http://61.163.58.168:2005/play/p/p302?chid=kQLwpGV5SmhiR2NpT2lKSVV6STFOaUlzSW5SNWNDSTZJa3BYVkNKOS5leUoxY213aU9pSm9kSFJ3T2k4dk1UQTNMakUzTkM0MU1pNHpNaTlwZEhZdWNHaHdQMmxrUGVlZG0tVzlxZWV2cnVlUWd5SXNJbWx3SWpvaU5EUXVPVGN1TVRRMkxqRTJOeUlzSW5SMmFXUWlPaUl5TWpBME1UUTBNQ0lzSW1WNAGN8GdNVGMwTlRBM01qY3pOeXdpYm1KbUlqb3hOelEwT1RnMk16TTNMQ0pwWVhRaU9qRTNORFE1T0RZek16ZDkuQzc2Mml6R294U1dqOERVcFROcm5mams0cFRqSmRVdnMyYjJRZ1FGV2t4aw%3D%3D
睛彩广场舞,http://61.163.58.168:2005/play/p/p302?chid=lQLwbWV5SmhiR2NpT2lKSVV6STFOaUlzSW5SNWNDSTZJa3BYVkNKOS5leUoxY213aU9pSm9kSFJ3T2k4dk1UQTNMakUzTkM0MU1pNHpNaTlwZEhZdWNHaHdQMmxrUGVlZG0tVzlxZVc1di1XY3V1aUluAV1kbWx3SWpvaU5EUXVPVGN1TVRRMkxqRTJOeUkBefCEMmFXUWlPaUl5TWpBME1UUTBNQ0lzSW1WNGNDSTZNVGMwTlRBM01qY3pOeXdpYm1KbUlqb3hOelEwT1RnMk16TTNMQ0pwWVhRaU9qRTNORFE1T0RZek16ZDkuaU1pcDE4NUlHdmZ3am5teEpGMkhCcXZFZmwyeUx4MnFoaFJsQ0ZvUGROcw%3D%3D
超级电影,http://61.163.58.168:2005/play/p/p302?chid=kQLwpGV5SmhiR2NpT2lKSVV6STFOaUlzSW5SNWNDSTZJa3BYVkNKOS5leUoxY213aU9pSm9kSFJ3T2k4dk1UQTNMakUzTkM0MU1pNHpNaTlwZEhZdWNHaHdQMmxrUGVpMmhlZTZwLWVVdGVXOXNTSXNJbWx3SWpvaU5EUXVPVGN1TVRRMkxqRTJOeUlzSW5SMmFXUWlPaUl5TWpBME1UUTBNQ0lzSW1WNAGN8GdNVGMwTlRBM01qY3pOeXdpYm1KbUlqb3hOelEwT1RnMk16TTNMQ0pwWVhRaU9qRTNORFE1T0RZek16ZDkuTGxYbEMzZzNoRjFNN1VJb3dSSm92bm9OaDk0V3VELXlMa2JQNkNteEV6SQ%3D%3D
超级综艺,http://61.163.58.168:2005/play/p/p302?chid=kQLwaWV5SmhiR2NpT2lKSVV6STFOaUlzSW5SNWNDSTZJa3BYVkNKOS5leUoxY213aU9pSm9kSFJ3T2k4dk1UQTNMakUzTkM0MU1pNHpNaTlwZEhZdWNHaHdQMmxrUGVpMmhlZTZwLWU3dk9pSnUBWWRtbHdJam9pTkRRdU9UY3VNVFEyTGpFMk55SQF18IQyYVdRaU9pSXlNakEwTVRRME1DSXNJbVY0Y0NJNk1UYzBOVEEzTWpjek55d2libUptSWpveE56UTBPVGcyTXpNM0xDSnBZWFFpT2pFM05EUTVPRFl6TXpkOS5KajFPd2ZnRUo1bXE4YmVTV2JkQzJZN2FsazdVcENMTUU1Zi1fazBFNWJJ
超级电视剧,http://61.163.58.168:2005/play/p/p302?chid=lQLwi2V5SmhiR2NpT2lKSVV6STFOaUlzSW5SNWNDSTZJa3BYVkNKOS5leUoxY213aU9pSm9kSFJ3T2k4dk1UQTNMakUzTkM0MU1pNHpNaTlwZEhZdWNHaHdQMmxrUGVpMmhlZTZwLWVVdGVpbmh1V0pweUlzSW1sd0lqb2lORFF1T1RjdU1UUTJMakUyTnlJAXlgMmFXUWlPaUl5TWpBME1UUTBNQ0lzSW1WNAGR8GdNVGMwTlRBM01qY3pOeXdpYm1KbUlqb3hOelEwT1RnMk16TTNMQ0pwWVhRaU9qRTNORFE1T0RZek16ZDkuNURBUjl5UTgyM2FKZzVYV2FGQUJXbmdReUZlNG9LeWgtM1k1Z3lnVUJfaw%3D%3D
惊悚悬疑,http://61.163.58.168:2005/play/p/p302?chid=kQLwpGV5SmhiR2NpT2lKSVV6STFOaUlzSW5SNWNDSTZJa3BYVkNKOS5leUoxY213aU9pSm9kSFJ3T2k4dk1UQTNMakUzTkM0MU1pNHpNaTlwZEhZdWNHaHdQMmxrUGVhRGl1YUNtdWFDck9lV2tTSXNJbWx3SWpvaU5EUXVPVGN1TVRRMkxqRTJOeUlzSW5SMmFXUWlPaUl5TWpBME1UUTBNQ0lzSW1WNAGN8GdNVGMwTlRBM01qY3pOeXdpYm1KbUlqb3hOelEwT1RnMk16TTNMQ0pwWVhRaU9qRTNORFE1T0RZek16ZDkuQ044NDZCekV0aW9IWjl6Zlo3NFFCSm9WY0NnRzFFTTRSdFV6b3lKQ3NXYw%3D%3D
金牌综艺,http://61.163.58.168:2005/play/p/p302?chid=kQLwaWV5SmhiR2NpT2lKSVV6STFOaUlzSW5SNWNDSTZJa3BYVkNKOS5leUoxY213aU9pSm9kSFJ3T2k4dk1UQTNMakUzTkM0MU1pNHpNaTlwZEhZdWNHaHdQMmxrUGVtSGtlZUpqT2U3dk9pSnUBWWRtbHdJam9pTkRRdU9UY3VNVFEyTGpFMk55SQF18IQyYVdRaU9pSXlNakEwTVRRME1DSXNJbVY0Y0NJNk1UYzBOVEEzTWpjek55d2libUptSWpveE56UTBPVGcyTXpNM0xDSnBZWFFpT2pFM05EUTVPRFl6TXpkOS54cWpVeTRCUm9MWFBIQnd5Mmt3aC1KS3Bqc2wwSGN0TGg5NjRocmRiYzFZ
动作电影,http://61.163.58.168:2005/play/p/p302?chid=kQLwpGV5SmhiR2NpT2lKSVV6STFOaUlzSW5SNWNDSTZJa3BYVkNKOS5leUoxY213aU9pSm9kSFJ3T2k4dk1UQTNMakUzTkM0MU1pNHpNaTlwZEhZdWNHaHdQMmxrUGVXS3FPUzluT2VVdGVXOXNTSXNJbWx3SWpvaU5EUXVPVGN1TVRRMkxqRTJOeUlzSW5SMmFXUWlPaUl5TWpBME1UUTBNQ0lzSW1WNAGN8GdNVGMwTlRBM01qY3pOeXdpYm1KbUlqb3hOelEwT1RnMk16TTNMQ0pwWVhRaU9qRTNORFE1T0RZek16ZDkuYTBSMXdXVlJCUTR1aHpSb2U5SzNnLXEyZkdRNzlRQ3ctMV9oS1lTLUZzOA%3D%3D
黑莓动画,http://61.163.58.168:2005/play/p/p302?chid=kQLwpGV5SmhiR2NpT2lKSVV6STFOaUlzSW5SNWNDSTZJa3BYVkNKOS5leUoxY213aU9pSm9kSFJ3T2k4dk1UQTNMakUzTkM0MU1pNHpNaTlwZEhZdWNHaHdQMmxrUGVtN2tlaU9rLVdLcU9lVXV5SXNJbWx3SWpvaU5EUXVPVGN1TVRRMkxqRTJOeUlzSW5SMmFXUWlPaUl5TWpBME1UUTBNQ0lzSW1WNAGN8GdNVGMwTlRBM01qY3pOeXdpYm1KbUlqb3hOelEwT1RnMk16TTNMQ0pwWVhRaU9qRTNORFE1T0RZek16ZDkuNU43QzJvay1OOFNmV1VTVkdOdExhQUZkdGNKXzlIWjM0LTMtdGxmOWRDaw%3D%3D
军旅剧场,http://61.163.58.168:2005/play/p/p302?chid=kQLwaWV5SmhiR2NpT2lKSVV6STFOaUlzSW5SNWNDSTZJa3BYVkNKOS5leUoxY213aU9pSm9kSFJ3T2k4dk1UQTNMakUzTkM0MU1pNHpNaTlwZEhZdWNHaHdQMmxrUGVXR20tYVhoZVdKcC1XY3UBWWRtbHdJam9pTkRRdU9UY3VNVFEyTGpFMk55SQF18IQyYVdRaU9pSXlNakEwTVRRME1DSXNJbVY0Y0NJNk1UYzBOVEEzTWpjek55d2libUptSWpveE56UTBPVGcyTXpNM0xDSnBZWFFpT2pFM05EUTVPRFl6TXpkOS5rMWVGOVJDbzBycEEzZ3Z4OVVWXzlneV8ybWRLWWliUTN2WS1XdU9NQ000
精品大剧,http://61.163.58.168:2005/play/p/p302?chid=kQLwpGV5SmhiR2NpT2lKSVV6STFOaUlzSW5SNWNDSTZJa3BYVkNKOS5leUoxY213aU9pSm9kSFJ3T2k4dk1UQTNMakUzTkM0MU1pNHpNaTlwZEhZdWNHaHdQMmxrUGVleXZ1V1RnZVdrcC1XSnB5SXNJbWx3SWpvaU5EUXVPVGN1TVRRMkxqRTJOeUlzSW5SMmFXUWlPaUl5TWpBME1UUTBNQ0lzSW1WNAGN8GdNVGMwTlRBM01qY3pOeXdpYm1KbUlqb3hOelEwT1RnMk16TTNMQ0pwWVhRaU9qRTNORFE1T0RZek16ZDkuSE50SlZpUUNCVzNLUjhILWVWQlNHM21zdExUTkZyZEhac3RCbURpd2M0MA%3D%3D
东北热剧,http://61.163.58.168:2005/play/p/p302?chid=kQLwpGV5SmhiR2NpT2lKSVV6STFOaUlzSW5SNWNDSTZJa3BYVkNKOS5leUoxY213aU9pSm9kSFJ3T2k4dk1UQTNMakUzTkM0MU1pNHpNaTlwZEhZdWNHaHdQMmxrUGVTNG5PV01sLWVEcmVXSnB5SXNJbWx3SWpvaU5EUXVPVGN1TVRRMkxqRTJOeUlzSW5SMmFXUWlPaUl5TWpBME1UUTBNQ0lzSW1WNAGN8GdNVGMwTlRBM01qY3pOeXdpYm1KbUlqb3hOelEwT1RnMk16TTNMQ0pwWVhRaU9qRTNORFE1T0RZek16ZDkuNzlFWDQ1bjlxSmNLWS1rLXdPUGcyaTZNLUNxNUtRcWVFRTNNYXcweEhaRQ%3D%3D
欢乐剧场,http://61.163.58.168:2005/play/p/p302?chid=kQLwaWV5SmhiR2NpT2lKSVV6STFOaUlzSW5SNWNDSTZJa3BYVkNKOS5leUoxY213aU9pSm9kSFJ3T2k4dk1UQTNMakUzTkM0MU1pNHpNaTlwZEhZdWNHaHdQMmxrUGVhc291UzVrT1dKcC1XY3UBWWRtbHdJam9pTkRRdU9UY3VNVFEyTGpFMk55SQF18IQyYVdRaU9pSXlNakEwTVRRME1DSXNJbVY0Y0NJNk1UYzBOVEEzTWpjek55d2libUptSWpveE56UTBPVGcyTXpNM0xDSnBZWFFpT2pFM05EUTVPRFl6TXpkOS41b3RPeTFZdW1GWFdoTkg2c1prYk91aGdzaTcwblNmV1YxTHpKU2ZVQWJR
黑莓电影,http://61.163.58.168:2005/play/p/p302?chid=kQLwpGV5SmhiR2NpT2lKSVV6STFOaUlzSW5SNWNDSTZJa3BYVkNKOS5leUoxY213aU9pSm9kSFJ3T2k4dk1UQTNMakUzTkM0MU1pNHpNaTlwZEhZdWNHaHdQMmxrUGVtN2tlaU9rLWVVdGVXOXNTSXNJbWx3SWpvaU5EUXVPVGN1TVRRMkxqRTJOeUlzSW5SMmFXUWlPaUl5TWpBME1UUTBNQ0lzSW1WNAGN8GdNVGMwTlRBM01qY3pOeXdpYm1KbUlqb3hOelEwT1RnMk16TTNMQ0pwWVhRaU9qRTNORFE1T0RZek16ZDkuWXhXMldXYmpZUlM2dHl5UTJndGtGNW12WVJqQUF0aHZwUHVETzYzYWdOYw%3D%3D
北京卫视,http://61.163.58.168:2005/play/p/p302?chid=kQLwaWV5SmhiR2NpT2lKSVV6STFOaUlzSW5SNWNDSTZJa3BYVkNKOS5leUoxY213aU9pSm9kSFJ3T2k4dk1UQTNMakUzTkM0MU1pNHpNaTlwZEhZdWNHaHdQMmxrUGVXTWwtUzZyT1dOcS1pbmgBWfCibWx3SWpvaU5EUXVPVGN1TVRRMkxqRTJOeUlzSW5SMmFXUWlPaUl5TWpBME1UUTBNQ0lzSW1WNGNDSTZNVGMwTlRBM01qY3pOeXdpYm1KbUlqb3hOelEwT1RnMk16TTNMQ0pwWVhRaU9qRTNORFE1T0RZek16ZDkueVlrY2F6UDdjX3lUS3BwclBfbzNCWGRPRlpIZlRZY2tqNnJXUXAxWXJuUQ%3D%3D
超级体育,http://61.163.58.168:2005/play/p/p302?chid=kQLwaWV5SmhiR2NpT2lKSVV6STFOaUlzSW5SNWNDSTZJa3BYVkNKOS5leUoxY213aU9pSm9kSFJ3T2k4dk1UQTNMakUzTkM0MU1pNHpNaTlwZEhZdWNHaHdQMmxrUGVpMmhlZTZwLVM5ay1pQ3MBWWRtbHdJam9pTkRRdU9UY3VNVFEyTGpFMk55SQF18IQyYVdRaU9pSXlNakEwTVRRME1DSXNJbVY0Y0NJNk1UYzBOVEEzTWpjek55d2libUptSWpveE56UTBPVGcyTXpNM0xDSnBZWFFpT2pFM05EUTVPRFl6TXpkOS5TeTl1dEJHaEc2dGl1SUNfNnFCY1lrNTI4bXVZTWxMYzFJdHhwWTVucmRR
