声明,#genre#
广东卫视,http://gslbmgsplive.miguvideo.com/ws_w/2018/gdws/gdws711/1000/index.m3u8?msisdn=20251026140032456576a6e2de46bca165bd395e1dce69&mdspid=&spid=699054&netType=0&sid=2202428795&pid=2028597139&timestamp=20251026140032&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608831231&ParentNodeID=-99&assertID=2202428795&client_ip=106.13.250.90&SecurityKey=20251026140032&promotionId=&mvid=2202428795&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=3f6f2294808738b4c37397417a91f723&ddCalcu=332fe762ff812092a9741840789733783bc4
江西卫视,http://gslbmgsplive.miguvideo.com/migu/kailu/jxwshd/51/20190820/index.m3u8?msisdn=202510261400321537fe50a1f94c7396082af8de4be313&mdspid=&spid=600633&netType=0&sid=5910021492&pid=2028597139&timestamp=20251026140032&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=783847495&ParentNodeID=-99&assertID=5910021492&client_ip=106.13.250.90&SecurityKey=20251026140032&promotionId=&mvid=5900004351&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=2cbe6ca8462898768adfc5486d23c22e&ddCalcu=e22ce2b2ce33602cda68844652c8f9d8a786
河南卫视,http://gslbmgsplive.miguvideo.com/wd-henanwssd-600/index.m3u8?msisdn=20251026140032b0501bcb35734e1cbd91728f71bd3674&mdspid=&spid=600633&netType=0&sid=5910021585&pid=2028597139&timestamp=20251026140032&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=790187291&ParentNodeID=-99&assertID=5910021585&client_ip=106.13.250.90&SecurityKey=20251026140032&promotionId=&mvid=5900005706&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=0e0905ffe2c423a72e73b21eb47b3858&ddCalcu=805ee802390b00754fbfee122cb43273ea27
陕西卫视,http://gslbmgsplive.miguvideo.com/migu/kailu/shan3xiws/51/20220809/index.m3u8?msisdn=20251026140033a6dfc9b1b3c34cc1ab7335f6050fdc0d&mdspid=&spid=600633&netType=0&sid=5910020475&pid=2028597139&timestamp=20251026140033&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=738910838&ParentNodeID=-99&assertID=5910020475&client_ip=106.13.250.90&SecurityKey=20251026140033&promotionId=&mvid=5900004331&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=e8ab761a2408c7e3b67c6b223e1542cb&ddCalcu=bec8e2a24b857016e13a2224b068cc776eb3
大湾区卫视,http://gslbmgsplive.miguvideo.com/wd_r3/2018/nfmedia/nfws/1000/index.m3u8?msisdn=202510261400330964fce075104acabcff121aa53fc952&mdspid=&spid=699054&netType=0&sid=2200322852&pid=2028597139&timestamp=20251026140033&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608917627&ParentNodeID=-99&assertID=2200322852&client_ip=106.13.250.90&SecurityKey=20251026140033&promotionId=&mvid=2200322852&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=d367e5626e74b293299958cefd0ff40a&ddCalcu=ad03e462f78fe005d6f2e6ce87549b929923
湖北卫视,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/hubeiwshd/2000/index.m3u8?msisdn=20251026140033528dd5dd2cb944498108ad749d4f489f&mdspid=&spid=600633&netType=0&sid=5910022163&pid=2028597139&timestamp=20251026140033&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=947472496&ParentNodeID=-99&assertID=5910022163&client_ip=106.13.250.90&SecurityKey=20251026140033&promotionId=&mvid=5900004355&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=0884d7a195aaaa70590a832612edf9b4&ddCalcu=40b8e982f47dd0e72a1169253a8aaa0a9750
吉林卫视,http://gslbmgsplive.miguvideo.com/envivo_v/2018/SD/jilin/1000/index.m3u8?msisdn=2025102614003341f3e68bc52846e3a43f7088f061d5e1&mdspid=&spid=600633&netType=0&sid=5910022164&pid=2028597139&timestamp=20251026140033&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=947472500&ParentNodeID=-99&assertID=5910022164&client_ip=106.13.250.90&SecurityKey=20251026140033&promotionId=&mvid=5900004357&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=2e16f65336ec688f6d2841399569f81c&ddCalcu=c21ee812f679f066559393361e4c8628d86f
青海卫视,http://gslbmgsplive.miguvideo.com/envivo_w/2018/SD/qinghai/1000/index.m3u8?msisdn=20251026140033cb09db4b096e4c7197ef9ddfb8f8156f&mdspid=&spid=600633&netType=0&sid=5910022166&pid=2028597139&timestamp=20251026140033&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=947472506&ParentNodeID=-99&assertID=5910022166&client_ip=106.13.250.90&SecurityKey=20251026140033&promotionId=&mvid=5900004353&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=991048cede43645f98a2013ecd527c0e&ddCalcu=e909ec1270724058dcceed3e140326a4859f
海南卫视,http://gslbmgsplive.miguvideo.com/envivo_x/SD/lvyou/711/index.m3u8?msisdn=2025102614003300e828e7907445eab8509f36c3eb096e&mdspid=&spid=600633&netType=0&sid=5910022165&pid=2028597139&timestamp=20251026140033&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=947472502&ParentNodeID=-99&assertID=5910022165&client_ip=106.13.250.90&SecurityKey=20251026140033&promotionId=&mvid=5900004359&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=febf9830444e739165646e877df957a5&ddCalcu=5faee7b25f7990f8d3707484e46e47635961
中国农林卫视,http://gslbmgsplive.miguvideo.com/migu/kailu/zgnlws/51/20250804/index.m3u8?msisdn=20251026140033aeb35736d8464cff877d6f65f1cef723&mdspid=&spid=600572&netType=0&sid=5910022186&pid=2028597139&timestamp=20251026140033&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=956904896&ParentNodeID=-99&assertID=5910022186&client_ip=106.13.250.90&SecurityKey=20251026140033&promotionId=&mvid=5900006709&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=d59b234f6f5bcafe5609b1f00b4500b8&ddCalcu=8db5e0920b652043b40f06ff15bb9c0a6f5e
兵团卫视,http://gslbmgsplive.miguvideo.com/migu/kailu/btws/51/20250804/index.m3u8?msisdn=202510261400339c9e988882534d9c92702158f6c2da34&mdspid=&spid=600697&netType=0&sid=5910022192&pid=2028597139&timestamp=20251026140033&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=956923145&ParentNodeID=-99&assertID=5910022192&client_ip=106.13.250.90&SecurityKey=20251026140033&promotionId=&mvid=5900006716&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=a21c9cb5bdfc5f5c9ab053c7d7530363&ddCalcu=3a62e3120c63905c7bd57bcd3f5c05bfa59c
辽宁卫视,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/liaoningwshd/2000/index.m3u8?msisdn=2025102614003465e36df9c9e64e7a82a49ef5c7db4abe&mdspid=&spid=600572&netType=0&sid=5910022198&pid=2028597139&timestamp=20251026140034&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=630291707&ParentNodeID=-99&assertID=5910022198&client_ip=106.13.250.90&SecurityKey=20251026140034&promotionId=&mvid=5101043014&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=d4fc00b0d301b832995b5e0f87c681d5&ddCalcu=5dd4e1f28c0600c07b80fd03e051bb589392
地方,#genre#
上海新闻综合,http://gslbmgsplive.miguvideo.com/wd_r4/dfl/xinwenzonghehd/1200/index.m3u8?msisdn=20251026140034bb756951b9784b969cb7a669881febca&mdspid=&spid=699212&netType=0&sid=5500002275&pid=2028597139&timestamp=20251026140034&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=651632657&ParentNodeID=-99&assertID=5500002275&client_ip=106.13.250.90&SecurityKey=20251026140034&promotionId=&mvid=5100001716&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=e4b2d01ad5ca11837f49426819ac3d03&ddCalcu=3e04edb2321cd0a0911a8d652c4a9141f873
南京新闻综合频道,http://gslbmgsplive.miguvideo.com/migu/kailu/nanjingxwzh/50/20230719/index.m3u8?msisdn=2025102614003475cf8e31f47647c5b634e08ac5c975f7&mdspid=&spid=699067&netType=0&sid=5910021863&pid=2028597139&timestamp=20251026140034&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=838109047&ParentNodeID=-99&assertID=5910021863&client_ip=106.13.250.90&SecurityKey=20251026140034&promotionId=&mvid=5900006203&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=3d1b56b0520238f6441562d83adbff44&ddCalcu=434def12fb8b50d6ab3085d2206253184f46
南京教科频道,http://gslbmgsplive.miguvideo.com/migu/kailu/nanjingkj/50/20230719/index.m3u8?msisdn=20251026140034b9311b54580241b49974d7856cdda7bc&mdspid=&spid=699067&netType=0&sid=5910021865&pid=2028597139&timestamp=20251026140034&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=838153729&ParentNodeID=-99&assertID=5910021865&client_ip=106.13.250.90&SecurityKey=20251026140034&promotionId=&mvid=5900006205&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=675229fb5ad63030cb89f44bdbbf62b7&ddCalcu=76b7e252628f20b9bfdbb54a4df69380b3c0
南京十八频道,http://gslbmgsplive.miguvideo.com/migu/kailu/nanjingsb/50/20230719/index.m3u8?msisdn=20251026140034276deceec4194aceb0b09fc759d55f8a&mdspid=&spid=699067&netType=0&sid=5910021864&pid=2028597139&timestamp=20251026140034&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=838151753&ParentNodeID=-99&assertID=5910021864&client_ip=106.13.250.90&SecurityKey=20251026140034&promotionId=&mvid=5900006207&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=c06260130d57d9ae89ffb2c13d0e4b87&ddCalcu=7c80eb62428e6000d13310cd25b7fdf99a8e
体育休闲频道,http://gslbmgsplive.miguvideo.com/wd_r2/jstv/jstiyu/600/index.m3u8?msisdn=2025102614003485df747e53214496af5414ba10417184&mdspid=&spid=699067&netType=0&sid=5500260554&pid=2028597139&timestamp=20251026140034&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=626064707&ParentNodeID=-99&assertID=5500260554&client_ip=106.13.250.90&SecurityKey=20251026140034&promotionId=&mvid=5100186459&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=f84b9f720d628701249c4c67f9337854&ddCalcu=4f58e8427b63903f97f2706dc642c8974021
江苏城市频道,http://gslbmgsplive.miguvideo.com/wd_r2/jstv/jschengshi/600/index.m3u8?msisdn=2025102614003451fb9321bdf54596a758e4e7a7ef0acb&mdspid=&spid=699067&netType=0&sid=5500260508&pid=2028597139&timestamp=20251026140034&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=626064714&ParentNodeID=-99&assertID=5500260508&client_ip=106.13.250.90&SecurityKey=20251026140034&promotionId=&mvid=5100186409&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=f8677db700942c5508a1104353b90669&ddCalcu=9f68e662076970bd3b573040091412ac8505
江苏国际,http://gslbmgsplive.miguvideo.com/wd_r2/jstv/jsguoji/600/index.m3u8?msisdn=202510261400348f63e0524d13451788cf72e650644797&mdspid=&spid=699067&netType=0&sid=5500260577&pid=2028597139&timestamp=20251026140034&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=626064674&ParentNodeID=-99&assertID=5500260577&client_ip=106.13.250.90&SecurityKey=20251026140034&promotionId=&mvid=5100186482&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=08fbe23bcc6a154d85c2bc900d627a3e&ddCalcu=e038eaf27b62e062d30b0c9cc6ba21c5548d
江苏教育,http://gslbmgsplive.miguvideo.com/wd_r2/jstv/jsjiaoyu/600/index.m3u8?msisdn=202510261400345918376b465f4058abdb5c649b7ef4e1&mdspid=&spid=699067&netType=0&sid=5500287493&pid=2028597139&timestamp=20251026140034&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=628008321&ParentNodeID=-99&assertID=5500287493&client_ip=106.13.250.90&SecurityKey=20251026140034&promotionId=&mvid=5101012819&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=8627f266de93fcde88e26fd530e8ca07&ddCalcu=7806ea22c788f0e206365ddef9632fec8d8e
江苏影视频道,http://gslbmgsplive.miguvideo.com/wd_r2/jstv/jsyingshi/600/index.m3u8?msisdn=20251026140035dd457a24161c432bab6f098c7cff1c33&mdspid=&spid=699067&netType=0&sid=5500260517&pid=2028597139&timestamp=20251026140035&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=626064697&ParentNodeID=-99&assertID=5500260517&client_ip=106.13.250.90&SecurityKey=20251026140035&promotionId=&mvid=5100186424&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=d6f43aeae9e4ae893a58d27cdda6e263&ddCalcu=3d66e2f2e46630aadedace792ed48a5ea839
江苏综艺频道,http://gslbmgsplive.miguvideo.com/wd_r2/jstv/jszongyi/600/index.m3u8?msisdn=20251026140035d9eb101a7ed841fa8aabe07f0798f2ca&mdspid=&spid=699067&netType=0&sid=5500260513&pid=2028597139&timestamp=20251026140035&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=626065193&ParentNodeID=-99&assertID=5500260513&client_ip=106.13.250.90&SecurityKey=20251026140035&promotionId=&mvid=5100186420&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=09c9b6d5b351d5f5b0d8b657da0dc8c2&ddCalcu=20c9e8c2c96db006add57b5365b18dd50fb5
公共新闻频道,http://gslbmgsplive.miguvideo.com/wd_r2/jstv/jsgonggong/600/index.m3u8?msisdn=2025102614003557144a8295144751820d583c87e7c654&mdspid=&spid=699067&netType=0&sid=5500260520&pid=2028597139&timestamp=20251026140035&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=626064693&ParentNodeID=-99&assertID=5500260520&client_ip=106.13.250.90&SecurityKey=20251026140035&promotionId=&mvid=5100186429&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=ed834a00bc44e8bcaa4b551aacd32f13&ddCalcu=3e1def82236340dac0a0ab1c5454be48abac
盐城新闻综合,http://gslbmgsplive.miguvideo.com/migu/kailu/ycxwzh/51/20250604/index.m3u8?msisdn=2025102614003549438a05effa48538664ab2142ae8abc&mdspid=&spid=699067&netType=0&sid=5500469360&pid=2028597139&timestamp=20251026140035&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=639731825&ParentNodeID=-99&assertID=5500469360&client_ip=106.13.250.90&SecurityKey=20251026140035&promotionId=&mvid=5102012617&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=490f378428ce802d42bf4d22b9e529d5&ddCalcu=54d9e9022f9530e798b42228dc4ef8b0224d
淮安新闻综合,http://gslbmgsplive.miguvideo.com/wd_r2/jstv/haxinwenzonghe/600/index.m3u8?msisdn=2025102614003529e779fe5cc34cb89671ae82f307ddc7&mdspid=&spid=699067&netType=0&sid=5500469363&pid=2028597139&timestamp=20251026140035&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=639731826&ParentNodeID=-99&assertID=5500469363&client_ip=106.13.250.90&SecurityKey=20251026140035&promotionId=&mvid=5102012618&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=935b61bfcc52cc0699b1e21b89add2e9&ddCalcu=99e3e252db9d60a19b8fbc1c25e21cbc9096
泰州新闻综合,http://gslbmgsplive.miguvideo.com/wd_r2/jstv/tzxinwenzonghe/600/index.m3u8?msisdn=20251026140035694933a7d2cf4166933812ad784a10d8&mdspid=&spid=699067&netType=0&sid=5500469354&pid=2028597139&timestamp=20251026140035&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=639731818&ParentNodeID=-99&assertID=5500469354&client_ip=106.13.250.90&SecurityKey=20251026140035&promotionId=&mvid=5102012615&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=c334c709a6617c85bea98caee5d57922&ddCalcu=2c23e9327495c0d750e9eaa6c68197ace8b5
连云港新闻综合,http://gslbmgsplive.miguvideo.com/wd_r2/jstv/lygxinwenzonghe/600/index.m3u8?msisdn=20251026140035c74d75370ad645c19f9b2d8e2161f2d9&mdspid=&spid=699067&netType=0&sid=5500469369&pid=2028597139&timestamp=20251026140035&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=639731715&ParentNodeID=-99&assertID=5500469369&client_ip=106.13.250.90&SecurityKey=20251026140035&promotionId=&mvid=5102012621&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=f121798b236afec8cc81f7f6ab225307&ddCalcu=7f01e32251927029b8ab62f376fa1f8eccc8
宿迁新闻综合,http://gslbmgsplive.miguvideo.com/wd_r2/jstv/sqxinwenzonghe/600/index.m3u8?msisdn=202510261400354ed4a9ad496c4f6c80cfed6612396a8d&mdspid=&spid=699067&netType=0&sid=5500469357&pid=2028597139&timestamp=20251026140035&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=639731832&ParentNodeID=-99&assertID=5500469357&client_ip=106.13.250.90&SecurityKey=20251026140035&promotionId=&mvid=5102012616&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=8dd380c2aa22ceb3feaa3229edb866a2&ddCalcu=28ade6d2639880b0dce29a2a2232acaeebf3
徐州新闻综合,http://gslbmgsplive.miguvideo.com/wd_r2/jstv/xzxinwenzonghe/600/index.m3u8?msisdn=202510261400367d5d9e412a214bc5a8b8bb7f718b89ac&mdspid=&spid=699067&netType=0&sid=5500469368&pid=2028597139&timestamp=20251026140036&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=639731747&ParentNodeID=-99&assertID=5500469368&client_ip=106.13.250.90&SecurityKey=20251026140036&promotionId=&mvid=5102012620&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=7c315aaeca29a2b10d50bfc19737326a&ddCalcu=a76ce2323197503a7a9e1ccaf2b90a52db01
优漫卡通频道,http://gslbmgsplive.miguvideo.com/wd_r2/jstv/ymkt/600/index.m3u8?msisdn=20251026140036b94665251fa04dfe9472150d9d6c207e&mdspid=&spid=699067&netType=0&sid=5500260553&pid=2028597139&timestamp=20251026140036&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=626064703&ParentNodeID=-99&assertID=5500260553&client_ip=106.13.250.90&SecurityKey=20251026140036&promotionId=&mvid=5100186455&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=de85ead82437e7f1ebe58eb0c7908383&ddCalcu=3d8ee3828560e09a7dc802b4e3875ee7bfe1
江阴新闻综合,http://gslbmgsplive.miguvideo.com/migu/kailu/jyxwzh/51/20250604/index.m3u8?msisdn=20251026140036f8502ae847e3432d9838fca67beae98b&mdspid=&spid=699067&netType=0&sid=5910022177&pid=2028597139&timestamp=20251026140036&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=955227979&ParentNodeID=-99&assertID=5910022177&client_ip=106.13.250.90&SecurityKey=20251026140036&promotionId=&mvid=5900006705&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=088073be1c959645c4ed210415e26794&ddCalcu=4098e782605270e35b1e410c1925d9e644c5
南通新闻综合,http://gslbmgsplive.miguvideo.com/migu/kailu/ntxwzh/51/20250604/index.m3u8?msisdn=20251026140036d7957a9117c1429ab2e1dbb43a2556b5&mdspid=&spid=699067&netType=0&sid=5910022178&pid=2028597139&timestamp=20251026140036&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=955227985&ParentNodeID=-99&assertID=5910022178&client_ip=106.13.250.90&SecurityKey=20251026140036&promotionId=&mvid=5900006706&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=1c4059d8b985880562c4e1d049ea2b1c&ddCalcu=c11ceb42205a50e99d480bd918e548c82065
宜兴新闻综合,http://gslbmgsplive.miguvideo.com/migu/kailu/yxxwzh/51/20250604/index.m3u8?msisdn=20251026140036b2821d9678a44672be44b5e73385c3c5&mdspid=&spid=699067&netType=0&sid=5910022179&pid=2028597139&timestamp=20251026140036&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=955227996&ParentNodeID=-99&assertID=5910022179&client_ip=106.13.250.90&SecurityKey=20251026140036&promotionId=&mvid=5900006707&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=6b8db1f52871d6d1a1af30a8a64cf65a&ddCalcu=a65be682fd5cb0416fa582a80731fda61da1
溧水新闻综合,http://gslbmgsplive.miguvideo.com/migu/kailu/wxxwzh/51/20250604/index.m3u8?msisdn=202510261400362c40b160049841af980573c2891ae51f&mdspid=&spid=699067&netType=0&sid=5500469349&pid=2028597139&timestamp=20251026140036&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=639737327&ParentNodeID=-99&assertID=5500469349&client_ip=106.13.250.90&SecurityKey=20251026140036&promotionId=&mvid=5102012612&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=a4d056d66ccc3bd5ec6af2dd565b3dd4&ddCalcu=4ad4edd2309b50566d56d6dc2cfca36bcde5
陕西银龄频道,http://gslbmgsplive.miguvideo.com/migu/kailu/sxylpd/51/20250804/index.m3u8?msisdn=20251026140036d1409c3b86cb4a07947d32eccc0dca19&mdspid=&spid=600572&netType=0&sid=5910022191&pid=2028597139&timestamp=20251026140036&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=956909362&ParentNodeID=-99&assertID=5910022191&client_ip=106.13.250.90&SecurityKey=20251026140036&promotionId=&mvid=5900006714&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=73676563d2acd09420701abd0f2b71b0&ddCalcu=07b3e162776b6025f603ddb2aa1c0d700924
陕西都市青春频道,http://gslbmgsplive.miguvideo.com/migu/kailu/sxdsqc/51/20250804/index.m3u8?msisdn=202510261400365835d36561de4cacb570cbc0e3d3ab45&mdspid=&spid=600572&netType=0&sid=5910022190&pid=2028597139&timestamp=20251026140036&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=956909358&ParentNodeID=-99&assertID=5910022190&client_ip=106.13.250.90&SecurityKey=20251026140036&promotionId=&mvid=5900006713&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=8d25666deafc261ded3614242ad10724&ddCalcu=482de722056160d6a62d4e2a4f1c6236d1ed
陕西秦腔频道,http://gslbmgsplive.miguvideo.com/migu/kailu/sxqqpd/51/20250804/index.m3u8?msisdn=2025102614003711bd97b220284e70a33b3e88700dad38&mdspid=&spid=600572&netType=0&sid=5910022188&pid=2028597139&timestamp=20251026140037&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=956909303&ParentNodeID=-99&assertID=5910022188&client_ip=106.13.250.90&SecurityKey=20251026140037&promotionId=&mvid=5900006711&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=7cf017e3393cdc9ca682ef7f3a1516d3&ddCalcu=37dce6f210651017ae33f379f3ec2d8c69ac
陕西新闻资讯频道,http://gslbmgsplive.miguvideo.com/migu/kailu/sxxwzx/51/20250804/index.m3u8?msisdn=20251026140037c0d31bbb40274aa78f1a3371402004b1&mdspid=&spid=600572&netType=0&sid=5910022187&pid=2028597139&timestamp=20251026140037&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=956909289&ParentNodeID=-99&assertID=5910022187&client_ip=106.13.250.90&SecurityKey=20251026140037&promotionId=&mvid=5900006710&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=6fb91e527c955096a33a882cc162dcb8&ddCalcu=86bfecb2d962106e15c2c72c8985a53039a6
财富天下,http://gslbmgsplive.miguvideo.com/migu/kailu/cftx/51/20250804/index.m3u8?msisdn=2025102614003744ed9b3728254204995182d7e18e5289&mdspid=&spid=600697&netType=0&sid=5910022193&pid=2028597139&timestamp=20251026140037&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=956923159&ParentNodeID=-99&assertID=5910022193&client_ip=106.13.250.90&SecurityKey=20251026140037&promotionId=&mvid=5900006715&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=36128393710db13b9a338521cbad93b1&ddCalcu=13b6e312926d80a3b9c31721508d3b31a39b
影视,#genre#
经典香港电影,http://gslbmgsplive.miguvideo.com/wd_r2/virtuallive/5100180869/150/index.m3u8?msisdn=20251026140037b6e00f52f52248df9958d15bcbf780fd&mdspid=&spid=800033&netType=0&sid=5500242089&pid=2028597139&timestamp=20251026140037&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=625703337&ParentNodeID=-99&assertID=5500242089&client_ip=106.13.250.90&SecurityKey=20251026140037&promotionId=&mvid=5100180869&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=53962e7f678eb11c0f095d99a0f9009f&ddCalcu=f593e092065920fe07af9697d85e9b01f10c
