抖音K歌,#genre#
大狼狗刨祖坟,https://live.iill.top/douyu/10217975
逗米说电影,https://live.iill.top/douyu/421222
一条闲木鱼,https://live.iill.top/douyu/10102281
小司马说剧,https://live.iill.top/douyu/9660127
敬汉卿250,https://live.iill.top/douyu/2912165
史君观影,https://live.iill.top/douyu/9644669
King607270,https://live.iill.top/douyu/12326403
阎君说剧,https://live.iill.top/douyu/10475459
勤时铭悦,https://live.iill.top/douyu/8790357
只关于篮球的只老师,https://live.iill.top/douyu/9367541
方攵日央木几,https://live.iill.top/douyu/9942574
植物椿de房间,https://live.iill.top/douyu/9771247
小陶气说动漫,https://live.iill.top/douyu/9527700
独立鱼电影,https://live.iill.top/douyu/2413555
胥渡吧直播号,https://live.iill.top/douyu/2040822
安安601801,https://live.iill.top/douyu/11283504
大坑侦探社,https://live.iill.top/douyu/9440339
和猫住丶,https://live.iill.top/douyu/850030
3030相声小品,https://live.iill.top/douyu/9286868
a萌小翘臀,https://live.iill.top/douyu/7552568
百万巨星麒麟君,https://live.iill.top/douyu/3431701
负担亡魂,https://live.iill.top/douyu/10308242
我为奥迪上黄金,https://live.iill.top/douyu/9336286
dy荒野建造,https://live.iill.top/douyu/10039437
猛禽西伯利亚白猿,https://live.iill.top/douyu/10074407
 
韩国女团,#genre#


1,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200f2e0000c168k29lbce321ps0e30&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
2,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000ckhor8rc77udh8cjbnng&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
3,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000chhtifrc77u4qbblddbg&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
4,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cea4aobc77u40bs4m560&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
5,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cdqa4ibc77u9qo3e6kcg&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
6,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cdqdia3c77u6jef0lcj0&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
7,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300f7a0000bsb81c6cmo5cfurbeon0&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
8,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000cjafrsbc77u9f174pvj0&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
9,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000cm7v513c77u7le7lkoqg&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
10,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000capcotrc77u4a2lm3j2g&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
11,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cmog71bc77u0ct76qgu0&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
12,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000ca70strc77u4d69n89t0&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
13,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000cij3l0jc77u3icn4a5f0&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
14,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000c53lp4jc77ucg5itrtgg&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
15,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300f310000bqai155omciggqmbjs10&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
16,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cagpgsbc77uaabt95s40&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
18,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cea1cmjc77u6oags3i6g&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
19,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cj574fjc77u6kmde8830&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
21,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000caiv8u3c77uclsl616i0&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
22,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000ch3vhqjc77u1uolbon1g&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
23,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000citu8rvog65k6lms6p9g&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
24,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0300fg10000c45srlbc77u7un1eeoeg&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
25,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cea4aobc77u40bs4m560&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
26,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0200fg10000cdfl5vrc77u84a2ndsog&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
鸟叔dadey,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000cfqraijc77u7k67gk2n0&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
鸟叔江南style,https://www.iesdouyin.com/aweme/v1/playwm/?video_id=v0d00fg10000cfqqvubc77u1shdk2990&ratio=720p&line=0&logo_name=aweme_search_suffix_nickname
随机美女2,http://api.eeccx.com/api/xjj.php

🕘️更新时间,#genre#
2025-06-14 01:10:47,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV-1

🔆央视频道🔆,#genre#

CCTV-1,http://live.junhao.mil.cn/rmt9502/3e6e7c5477314ec38f5e58e2a5c70024.m3u8?txSecret=57978fafb9c19880afa5c8687e8241d8&txTime=7A42BAFF

CCTV-2,http://106.52.196.79:80/TV/mui.php?id=cctv2
CCTV-3,http://61.156.228.12:8154/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://106.52.196.79:80/TV/mui.php?id=cctv3
CCTV-4,http://106.52.196.79:80/TV/mui.php?id=cctv4
CCTV-5,http://36.136.38.87:85/tsfile/live/0005_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV-5+,http://113.15.109.216:59901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-6,http://106.52.196.79:80/TV/mui.php?id=cctv6
CCTV-7,http://live.junhao.mil.cn/rmt9502/3e6e7c5477314ec38f5e58e2a5c70024.m3u8?txSecret=57978fafb9c19880afa5c8687e8241d8&txTime=7A42BAFF
CCTV-7,https://live.junhao.mil.cn/rmt9502/3e6e7c5477314ec38f5e58e2a5c70024.m3u8?txSecret=57978fafb9c19880afa5c8687e8241d8&txTime=7A42BAFF
CCTV-7,http://106.52.196.79:80/TV/mui.php?id=cctv7
CCTV-8,http://61.156.228.12:8154/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8,http://106.52.196.79:80/TV/mui.php?id=cctv8
CCTV-9,http://112.123.243.37:50085/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-9,http://106.52.196.79:80/TV/mui.php?id=cctv9
CCTV-10,http://112.123.243.37:50085/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-11,http://113.15.109.216:59901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12,http://112.123.243.37:50085/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-12,http://106.52.196.79:80/TV/mui.php?id=cctv12
CCTV-13,http://112.123.243.37:50085/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-13,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8
CCTV-13,http://106.52.196.79:80/TV/mui.php?id=cctv13
CCTV-14,http://112.123.243.37:50085/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-15,http://106.52.196.79:80/TV/mui.php?id=cctv15
CCTV-16,http://39.134.64.87:6610/PLTV/88888888/224/3221226100/index.m3u8?IASHttpSessionId=
CCTV-17,http://106.52.196.79:80/TV/mui.php?id=cctv17

🔆卫视频道🔆,#genre#
北京卫视,http://qwt.zhibotv.top:2016/全网通.php?id=北京卫视




浙江卫视,http://ali-m-l.cztv.com:80/channels/lantian/channel001/1080p.m3u8

湖南卫视,http://qwt.zhibotv.top:2016/全网通.php?id=湖南卫视



江苏卫视,http://qwt.zhibotv.top:2016/全网通.php?id=江苏卫视



东方卫视,http://qwt.zhibotv.top:2016/全网通.php?id=东方卫视


湖北卫视,http://qwt.zhibotv.top:2016/全网通.php?id=湖北卫视

深圳卫视,http://183.215.134.239:19901/tsfile/live/0126_1.m3u8?key=txiptv&amp;amp;playlive=1&amp;amp;authid=0



重庆卫视,http://qwt.zhibotv.top:2016/全网通.php?id=重庆卫视


广东卫视,http://qwt.zhibotv.top:2016/全网通.php?id=广东卫视



东南卫视,http://qwt.zhibotv.top:2016/全网通.php?id=东南卫视



广西卫视,http://qwt.zhibotv.top:2016/全网通.php?id=广西卫视

贵州卫视,http://qwt.zhibotv.top:2016/全网通.php?id=贵州卫视

海南卫视,http://qwt.zhibotv.top:2016/全网通.php?id=海南卫视

海南卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=hnws


河北卫视,http://61.184.46.85:9901/tsfile/live/1013_1.m3u8
河北卫视,http://111.227.196.164:9901/tsfile/live/0117_1.m3u8

河南卫视,http://qwt.zhibotv.top:2016/全网通.php?id=河南卫视

河南卫视,http://1.94.31.214/php/hntv.php?id=hnws

吉林卫视,http://qwt.zhibotv.top:2016/全网通.php?id=吉林卫视

江西卫视,http://qwt.zhibotv.top:2016/全网通.php?id=江西卫视

江西卫视,http://111.227.196.164:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0


辽宁卫视,http://qwt.zhibotv.top:2016/全网通.php?id=辽宁卫视


辽宁卫视,http://111.227.196.164:9901/tsfile/live/0121_1.m3u8


黑龙江卫视,http://119.125.130.142:9901/tsfile/live/1049_1.m3u8?key=txiptv&playlive=1&down=1


内蒙古卫视,https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8





青海卫视,http://qwt.zhibotv.top:2016/全网通.php?id=青海卫视
延边卫视,https://srs.iyb983.cn/video/CYS/index.m3u8


山东卫视,http://qwt.zhibotv.top:2016/全网通.php?id=山东卫视

山西卫视,http://qwt.zhibotv.top:2016/全网通.php?id=陕西卫视

陕西卫视,http://qwt.zhibotv.top:2016/全网通.php?id=陕西卫视


甘肃卫视,http://qwt.zhibotv.top:2016/全网通.php?id=甘肃卫视
宁夏卫视,http://qwt.zhibotv.top:2016/全网通.php?id=宁夏卫视

🔆移动网专用🔆,#genre#
CCTV-1 综合,http://39.134.64.87:6610/PLTV/88888888/224/3221226016/index.m3u8?IASHttpSessionId=

CCTV-1 综合,http://live.junhao.mil.cn/rmt9502/3e6e7c5477314ec38f5e58e2a5c70024.m3u8?txSecret=57978fafb9c19880afa5c8687e8241d8&txTime=7A42BAFF

CCTV-2 财经,http://39.134.64.87:6610/PLTV/88888888/224/3221225588/index.m3u8?IASHttpSessionId=

CCTV-3 综艺,http://39.134.64.87:6610/PLTV/88888888/224/3221226021/index.m3u8?IASHttpSessionId=

CCTV-4 中文国际,http://39.134.64.87:6610/PLTV/88888888/224/3221226428/index.m3u8?IASHttpSessionId=

CCTV-5 体育,http://39.134.64.87:6610/PLTV/88888888/224/3221226019/index.m3u8?IASHttpSessionId=

CCTV-5+ 赛事体育,http://39.135.133.157/wh7f454c46tw2037044632_2010184924/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225603/index.m3u8
CCTV-6 电影,http://39.134.64.87:6610/PLTV/88888888/224/3221226010/index.m3u8?IASHttpSessionId=

CCTV-7 国防军事,http://39.134.64.87:6610/PLTV/88888888/224/3221225733/index.m3u8?IASHttpSessionId=

CCTV-8 电视剧,http://39.134.64.87:6610/PLTV/88888888/224/3221226008/index.m3u8?IASHttpSessionId=

CCTV-9 纪录,http://39.134.64.87:6610/PLTV/88888888/224/3221225734/index.m3u8?IASHttpSessionId=

CCTV-10 科教,http://39.134.64.87:6610/PLTV/88888888/224/3221225730/index.m3u8?IASHttpSessionId=

CCTV-11 戏曲,http://39.134.64.87:6610/PLTV/88888888/224/3221225597/index.m3u8?IASHttpSessionId=

CCTV-12 社会与法,http://39.134.64.87:6610/PLTV/88888888/224/3221226568/index.m3u8?IASHttpSessionId=

CCTV-13 新闻,http://39.134.64.87:6610/PLTV/88888888/224/3221226571/index.m3u8?IASHttpSessionId=

CCTV-14 少儿,http://39.134.64.87:6610/PLTV/88888888/224/3221226591/index.m3u8?IASHttpSessionId=

CCTV-15 音乐,http://39.134.64.87:6610/PLTV/88888888/224/3221226476/index.m3u8?IASHttpSessionId=

CCTV-16 奥林匹克,http://39.134.64.87:6610/PLTV/88888888/224/3221226100/index.m3u8?IASHttpSessionId=

CCTV-17 农业农村,http://39.134.64.87:6610/PLTV/88888888/224/3221225765/index.m3u8?IASHttpSessionId=

🐼电视公告,#genre#

温馨提醒,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8$官方源ᴴᴰ


央卫秒播,#genre#


CCTV1,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV1
CCTV2,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV2
CCTV3,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV3
CCTV4,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV4
CCTV5,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV5
CCTV5+,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV5p
CCTV6,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV6
CCTV7,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV7
CCTV8,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV8
CCTV9,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV9
CCTV10,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV10
CCTV11,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV11
CCTV12,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV12
CCTV13,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV13
CCTV14,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV14
CCTV15,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV15
CCTV16,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV16
CCTV17,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV17
北京8K,https://gdcucc.v1.mk/gdcucc/brtv8k.m3u8
江苏卫视,http://8.138.7.223/tv/dl/jstv.php?id=jsws
浙江卫视,http://8.138.7.223/tv/zjws.m3u8
广东卫视,http://qwt.zhibotv.top:2016/全网通.php?id=广东卫视
安徽卫视,http://qwt.zhibotv.top:2016/全网通.php?id=安徽卫视
北京卫视,http://qwt.zhibotv.top:2016/全网通.php?id=北京卫视
重庆卫视,http://qwt.zhibotv.top:2016/全网通.php?id=重庆卫视
东方卫视,http://qwt.zhibotv.top:2016/全网通.php?id=东方卫视
东南卫视,http://qwt.zhibotv.top:2016/全网通.php?id=东南卫视
广西卫视,http://qwt.zhibotv.top:2016/全网通.php?id=广西卫视
贵州卫视,http://qwt.zhibotv.top:2016/全网通.php?id=贵州卫视
海南卫视,http://qwt.zhibotv.top:2016/全网通.php?id=海南卫视
河北卫视,http://qwt.zhibotv.top:2016/全网通.php?id=河北卫视
河南卫视,http://qwt.zhibotv.top:2016/全网通.php?id=河南卫视
湖北卫视,http://qwt.zhibotv.top:2016/全网通.php?id=湖北卫视
湖南卫视,http://qwt.zhibotv.top:2016/全网通.php?id=湖南卫视
吉林卫视,http://qwt.zhibotv.top:2016/全网通.php?id=吉林卫视
江苏卫视,http://qwt.zhibotv.top:2016/全网通.php?id=江苏卫视
江西卫视,http://qwt.zhibotv.top:2016/全网通.php?id=江西卫视
辽宁卫视,http://qwt.zhibotv.top:2016/全网通.php?id=辽宁卫视
青海卫视,http://qwt.zhibotv.top:2016/全网通.php?id=青海卫视
山东卫视,http://qwt.zhibotv.top:2016/全网通.php?id=山东卫视
四川卫视,http://qwt.zhibotv.top:2016/全网通.php?id=四川卫视
深圳卫视,http://qwt.zhibotv.top:2016/全网通.php?id=深圳卫视
天津卫视,http://qwt.zhibotv.top:2016/全网通.php?id=天津卫视
浙江卫视,http://qwt.zhibotv.top:2016/全网通.php?id=浙江卫视
甘肃卫视,http://zqh2333.top:2222/rtp/239.93.24.81:5140

延边卫视,https://srs.iyb983.cn/video/CYS/index.m3u8

三沙卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=ssws&u8??key=txiptv
海南卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=hnws&.m3u8?key=txiptv
莲花卫视,http://8.138.7.223/tv/lotustv.m3u8?live/111.m3u8?y=txiptv
兵团卫视,http://liveout.btzx.com.cn/62ds9e/yil08g.m3u8?8key=txiptv
西藏卫视,http://xxwx.yoesun.com/xxw/西藏网.php?id=ws&3u8key=txiptv
江西卫视,http://qwt.zhibotv.top:2016/全网通.php?id=江西卫视
陕西卫视,http://hlsbkmgsplive.miguvideo.com/migu/kailu/shan3xiws/57/20220809/index.m3u8?msisdn=&mtv_session=&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=

藏语卫视,http://php.jdshipin.com:8880/xztv.php?id=zy
三沙卫视,https://livessws.hnntv.cn/live/ssws_02hnntv.m3u8?_upt=c509d0ea1747156492

内蒙古卫视,http://8.138.7.223/tv/nmgws.m3u8
黑龙江卫视,http://qwt.zhibotv.top:2016/全网通.php?id=黑龙江卫视
大湾区卫视,http://8.138.7.223/tv/migu2.php?id=35

宁夏卫视,http://qwt.zhibotv.top:2016/全网通.php?id=宁夏卫视

云南卫视,http://60.174.40.117:85/tsfile/live/0119_1.m3u8?key=txiptv

山西卫视,http://qwt.zhibotv.top:2016/全网通.php?id=山西卫视
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv?3u8y=txiptv


电影频道,#genre#
CCTV6电影,http://182.32.159.109:85/tsfile/live/0006_1.m3u8?key=txiptv
CHC影迷电影,http://vip.lqcc.xyz:35455/mgtv/952383261.m3u8
CHC动作电影,http://vip.lqcc.xyz:35455/mgtv/644368714.m3u8
CHC家庭影院,http://vip.lqcc.xyz:35455/mgtv/644368373.m3u8

重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv

星光电影,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv?txiptv

金庸电影,http://103.193.151.146/huya.php?id=11352897
龙华电影,https://cdn8.163189.xyz/live/lhdy/stream.m3u8
经典电影,http://lxajh.top/tv/douyu.php?id=74374

经典好片,http://103.193.151.146/huya.php?id=11342427
经典好剧,http://103.193.151.146/huya.php?id=11602085
经典喜剧,http://103.193.151.146/huya.php?id=11352894
港剧经典,http://103.193.151.146/huya.php?id=11352965

千禧经典,http://cdn9.163189.xyz/smt1.1.php?id=Tvbclassic
深度对话,http://vip.lqcc.xyz:35455/mgtv/625703337.m3u8


华语经典,http://1.94.31.214:35450/douyu/434971
大片,http://vip.lqcc.xyz:35455/mgtv/629943678.m3u8
爱电影,http://220.175.132.21:8008/rtp/239.252.220.142:5140

红色轮播台,http://vip.lqcc.xyz:35455/mgtv/713600957.m3u8

金庸经典剧,http://103.193.151.146/huya.php?id=11602082

新片放映厅,http://vip.lqcc.xyz:35455/mgtv/619495952.m3u8

优漫卡通频道,http://vip.lqcc.xyz:35455/mgtv/626064703.m3u8
电影经典港片,http://1.94.31.214:35450/huya/11352965?cdn=txcdn

和美乡途轮播台,http://vip.lqcc.xyz:35455/mgtv/713591450.m3u8

中国航天“逆袭”之路,http://vip.lqcc.xyz:35455/mgtv/617432318.m3u8


地方综合,#genre#
上海新闻综合,http://vip.lqcc.xyz:35455/mgtv/651632657.m3u8
上视东方影视,http://vip.lqcc.xyz:35455/mgtv/617290047.m3u8
上海第一财经,http://vip.lqcc.xyz:35455/mgtv/608780988.m3u8
南京新闻综合频道,http://vip.lqcc.xyz:35455/mgtv/838109047.m3u8
南京教科频道,http://vip.lqcc.xyz:35455/mgtv/838153729.m3u8
南京十八频道,http://vip.lqcc.xyz:35455/mgtv/838151753.m3u8
体育休闲频道,http://vip.lqcc.xyz:35455/mgtv/626064707.m3u8
江苏城市频道,http://vip.lqcc.xyz:35455/mgtv/626064714.m3u8
江苏国际,http://vip.lqcc.xyz:35455/mgtv/626064674.m3u8
江苏教育,http://vip.lqcc.xyz:35455/mgtv/628008321.m3u8
江苏影视频道,http://vip.lqcc.xyz:35455/mgtv/626064697.m3u8
江苏综艺频道,http://vip.lqcc.xyz:35455/mgtv/626065193.m3u8
公共新闻频道,http://vip.lqcc.xyz:35455/mgtv/626064693.m3u8
淮安新闻综合,http://vip.lqcc.xyz:35455/mgtv/639731826.m3u8
泰州新闻综合,http://vip.lqcc.xyz:35455/mgtv/639731818.m3u8
连云港新闻综合,http://vip.lqcc.xyz:35455/mgtv/639731715.m3u8
宿迁新闻综合,http://vip.lqcc.xyz:35455/mgtv/639731832.m3u8
徐州新闻综合,http://vip.lqcc.xyz:35455/mgtv/639731747.m3u8
华语乐坛最强音,http://vip.lqcc.xyz:35455/mgtv/707671890.m3u8
周杰伦现场,http://vip.lqcc.xyz:35455/mgtv/625133682.m3u8
最强综艺趴,http://vip.lqcc.xyz:35455/mgtv/629942228.m3u8
嘉佳卡通,http://vip.lqcc.xyz:35455/mgtv/614952364.m3u8
经典动画大集合,http://vip.lqcc.xyz:35455/mgtv/629942219.m3u8
新动力量创一流,http://vip.lqcc.xyz:35455/mgtv/713589837.m3u8
开封鼓楼,http://vip.lqcc.xyz:35455/mgtv/681448619.m3u8
钱塘江,http://vip.lqcc.xyz:35455/mgtv/647370520.m3u8
赛事最经典,http://vip.lqcc.xyz:35455/mgtv/646596895.m3u8
掼蛋精英赛,http://vip.lqcc.xyz:35455/mgtv/631354620.m3u8
体坛名栏汇,http://vip.lqcc.xyz:35455/mgtv/629943305.m3u8
咪咕24小时体育台,http://vip.lqcc.xyz:35455/mgtv/654102378.m3u8
北京纪实科教8K,https://gdcucc.v1.mk/gdcucc/brtv8k.m3u8
LOVENATURE,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
LOUPE4K,https://d2dw21aq0j0l5c.cloudfront.net/playlist_3840x2160.m3u8
FASHIONONE,https://fash2043.cloudycdn.services/slive/ftv_ftv_4k_hevc_73d_42080_default_466_hls.smil/playlist.m3u8
咪咕4K,http://vip.lqcc.xyz:35455/itv/3000000010000005180.m3u8?cdn=FifastbLive
咪咕4K.http://vip.lqcc.xyz:35455/itv/3000000010000015686.m3u8?cdn=FifastbLive
咪咕体育,http://vip.lqcc.xyz:35455/itv/3000000001000005308.m3u8?cdn=FifastbLive

港台频道,#genre#

凤凰中文台,http://qwt.zhibotv.top:2016/全网通.php?id=凤凰中文台
凤凰资讯台,http://qwt.zhibotv.top:2016/全网通.php?id=凤凰资讯台
凤凰香港台,http://qwt.zhibotv.top:2016/全网通.php?id=凤凰香港台
凤凰中文,http://qwt.zhibotv.top:2016/全网通.php?id=凤凰中文台
凤凰资讯,http://qwt.zhibotv.top:2016/全网通.php?id=凤凰资讯台
凤凰香港,http://qwt.zhibotv.top:2016/全网通.php?id=凤凰香港台
中天新闻,http://qwt.zhibotv.top:2016/全网通.php?id=中天新闻
寰宇新闻,http://qwt.zhibotv.top:2016/全网通.php?id=寰宇新闻
无线新闻台,http://qwt.zhibotv.top:2016/全网通.php?id=无线新闻台
翡翠台,http://qwt.zhibotv.top:2016/全网通.php?id=翡翠台
凤凰香港,http://xn--94q.xn--0p5a.top/0405smt.php?id=hkphoenix_twn
凤凰卫视,http://xn--94q.xn--0p5a.top/0405smt.php?id=phoenixtv_hd
凤凰资讯,http://xn--94q.xn--0p5a.top/0405smt.php?id=phoenixinfo_hd
翡翠台,http://xn--94q.xn--0p5a.top/0405smt.php?id=jade_twn
翡翠台,http://xn--94q.xn--0p5a.top/0405smt.php?id=Jade_xue
TVBSNEWS新闻台,http://xn--94q.xn--0p5a.top/0405smt.php?id=tvbs_n
TVBS欢乐台（备份）,http://xn--94q.xn--0p5a.top/0405smt.php?id=tvbshuanle_twn
TVBS,http://xn--94q.xn--0p5a.top/0405smt.php?id=tvbs
中天新闻,http://xn--94q.xn--0p5a.top/0405smt.php?id=ctinews
中天娱乐,http://xn--94q.xn--0p5a.top/0405smt.php?id=ctient
中天综和,http://xn--94q.xn--0p5a.top/0405smt.php?id=ctizhonghe
中天亚洲台,http://xn--94q.xn--0p5a.top/0405smt.php?id=ctiasia_twn
台视TTV,http://xn--94q.xn--0p5a.top/0405smt.php?id=ttv_taiwan
台视新闻台,http://xn--94q.xn--0p5a.top/0405smt.php?id=ttvnews_twn
台视综合台,http://xn--94q.xn--0p5a.top/0405smt.php?id=ttvzhonghe
中视,http://xn--94q.xn--0p5a.top/0405smt.php?id=zhongshihd_twn
中视新闻台,http://xn--94q.xn--0p5a.top/0405smt.php?id=zhongshinews_twn
民视,http://xn--94q.xn--0p5a.top/0405smt.php?id=ftvhd_taiwan
民视新闻台,http://xn--94q.xn--0p5a.top/0405smt.php?id=ftvnew_taiwan
民视台湾台,http://xn--94q.xn--0p5a.top/0405smt.php?id=ftvtaiwan_twn
华视CTS,http://xn--94q.xn--0p5a.top/0405smt.php?id=ctshd_twn
公视CTV,http://xn--94q.xn--0p5a.top/0405smt.php?id=ctv18_twn
八大第一,http://xn--94q.xn--0p5a.top/0405smt.php?id=badafirst
八大综合,http://xn--94q.xn--0p5a.top/0405smt.php?id=badazhonghe
八大戏剧,http://xn--94q.xn--0p5a.top/0405smt.php?id=badadrama
八大娱乐,http://xn--94q.xn--0p5a.top/0405smt.php?id=badaentertain
HBO,http://xn--94q.xn--0p5a.top/0405smt.php?id=hbohd_twn
HBO_HITS,http://xn--94q.xn--0p5a.top/0405smt.php?id=hbohit_twn
三立台湾,http://xn--94q.xn--0p5a.top/0405smt.php?id=sanlitaiwan
三立戏剧台,http://xn--94q.xn--0p5a.top/0405smt.php?id=sanlixiju_twn
三立综合,http://xn--94q.xn--0p5a.top/0405smt.php?id=sanlizhonghe
三立都会台,http://xn--94q.xn--0p5a.top/0405smt.php?id=sanlidouhui
东森新闻,http://xn--94q.xn--0p5a.top/0405smt.php?id=ettvnews
CINEMAX,http://xn--94q.xn--0p5a.top/0405smt.php?id=cinemax_twn
东森综合,http://xn--94q.xn--0p5a.top/0405smt.php?id=ettvzhonghe
东森戏剧,http://xn--94q.xn--0p5a.top/0405smt.php?id=ettvdrama
东森超视,http://xn--94q.xn--0p5a.top/0405smt.php?id=ettvsuper
东森财经新闻,http://xn--94q.xn--0p5a.top/0405smt.php?id=ettvcaijing_twn
公视2,http://xn--94q.xn--0p5a.top/0405smt.php?id=ctv2_twn
大爱1台,http://xn--94q.xn--0p5a.top/0405smt.php?id=daai_twn
非凡新闻台,http://xn--94q.xn--0p5a.top/0405smt.php?id=feifannews_twn
靖天国际台,http://xn--94q.xn--0p5a.top/0405smt.php?id=jingtianintl_twn
