
我的收藏,#genre#
东森幼幼,http://api.mftv.top/fh/fh.php?t=台湾频道&l=2&id=东森幼幼&auth=99887
MOMO亲子台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=MOMO亲子台&auth=99887
MOMO亲子台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=1&id=MOMO亲子台&auth=99887
国兴卫视,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=国兴卫视&auth=99887
龙华偶像,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=龙华偶像&auth=99887
龙华偶像,http://api.mftv.top/fh/fh.php?t=台湾频道&l=1&id=龙华偶像&auth=99887
龙华偶像,http://api.mftv.top/fh/fh.php?t=台湾频道&l=2&id=龙华偶像&auth=99887
龙华戏剧,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=龙华戏剧&auth=99887
龙华戏剧,http://api.mftv.top/fh/fh.php?t=台湾频道&l=1&id=龙华戏剧&auth=99887
龙华戏剧,http://api.mftv.top/fh/fh.php?t=台湾频道&l=2&id=龙华戏剧&auth=99887
龙华戏剧,http://api.mftv.top/fh/fh.php?t=台湾频道&l=3&id=龙华戏剧&auth=99887
龙华日韩,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=龙华日韩&auth=99887
龙华电影,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=龙华电影&auth=99887
龙华影剧,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=龙华影剧&auth=99887
龙华影剧,http://api.mftv.top/fh/fh.php?t=台湾频道&l=1&id=龙华影剧&auth=99887
龙华洋片,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=龙华洋片&auth=99887
龙华洋片,http://api.mftv.top/fh/fh.php?t=台湾频道&l=1&id=龙华洋片&auth=99887
龙华洋片,http://api.mftv.top/fh/fh.php?t=台湾频道&l=2&id=龙华洋片&auth=99887
龙华卡通,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=龙华卡通&auth=99887
龙华经典,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=龙华经典&auth=99887
三立都会台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=三立都会台&auth=99887
三立都会台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=1&id=三立都会台&auth=99887
三立都会台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=2&id=三立都会台&auth=99887
三立综合台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=三立综合台&auth=99887
三立综合台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=1&id=三立综合台&auth=99887
三立综合台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=2&id=三立综合台&auth=99887
三立台湾台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=三立台湾台&auth=99887
三立台湾台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=1&id=三立台湾台&auth=99887
三立台湾台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=2&id=三立台湾台&auth=99887
三立台湾台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=3&id=三立台湾台&auth=99887
三立台湾台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=4&id=三立台湾台&auth=99887
三立戏剧台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=三立戏剧台&auth=99887
三立戏剧台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=1&id=三立戏剧台&auth=99887
三立戏剧台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=2&id=三立戏剧台&auth=99887
三立戏剧台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=3&id=三立戏剧台&auth=99887
三立新闻台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=三立新闻台&auth=99887
三立新闻台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=1&id=三立新闻台&auth=99887
三立iNEWS,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=三立iNEWS&auth=99887
三立iNEWS,http://api.mftv.top/fh/fh.php?t=台湾频道&l=1&id=三立iNEWS&auth=99887
三立国际台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=三立国际台&auth=99887
LIVE三立,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=LIVE三立&auth=99887
中天新闻,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=中天新闻&auth=99887
中天新闻,http://api.mftv.top/fh/fh.php?t=台湾频道&l=1&id=中天新闻&auth=99887
中天新闻,http://api.mftv.top/fh/fh.php?t=台湾频道&l=2&id=中天新闻&auth=99887
CTI+中天2台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=CTI+中天2台&auth=99887
中天综合,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=中天综合&auth=99887
中天综合,http://api.mftv.top/fh/fh.php?t=台湾频道&l=1&id=中天综合&auth=99887
中天综合,http://api.mftv.top/fh/fh.php?t=台湾频道&l=2&id=中天综合&auth=99887
中天娱乐,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=中天娱乐&auth=99887
纬来日本,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=纬来日本&auth=99887
纬来育乐,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=纬来育乐&auth=99887
八大第一台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=八大第一台&auth=99887
八大戏剧台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=八大戏剧台&auth=99887
八大综合台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=八大综合台&auth=99887
八大精彩台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=八大精彩台&auth=99887
八大娱乐台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=八大娱乐台&auth=99887
TVBS新闻台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=TVBS新闻台&auth=99887
TVBS精采台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=TVBS精采台&auth=99887
TVBS欢乐台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=TVBS欢乐台&auth=99887
TVBSHD,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=TVBSHD&auth=99887
TVBSNEWS,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=TVBSNEWS&auth=99887
靖天综合台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=靖天综合台&auth=99887
靖天日本台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=靖天日本台&auth=99887
靖天卡通台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=靖天卡通台&auth=99887
靖洋卡通台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=靖洋卡通台&auth=99887
靖天国际台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=靖天国际台&auth=99887
靖天育乐台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=靖天育乐台&auth=99887
靖天映画台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=靖天映画台&auth=99887
靖天欢乐台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=靖天欢乐台&auth=99887
華藝MBC綜合台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=華藝MBC綜合台&auth=99887
LUXETV,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=LUXETV&auth=99887
亚洲旅游台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=亚洲旅游台&auth=99887
台湾Plus,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=台湾Plus&auth=99887
EYETV旅游,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=EYETV旅游&auth=99887
EYETV戏剧,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=EYETV戏剧&auth=99887
ELTA日韩,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=ELTA日韩&auth=99887
ELTA影剧,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=ELTA影剧&auth=99887
ELTA综合,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=ELTA综合&auth=99887
ELTA娱乐,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=ELTA娱乐&auth=99887
ELTA生活旅游,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=ELTA生活旅游&auth=99887
i-Fun動漫台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=i-Fun動漫台&auth=99887
Z频道,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=Z频道&auth=99887
美亚电影台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=美亚电影台&auth=99887
Thrill惊悚,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=Thrill惊悚&auth=99887
AXN頻道,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=AXN頻道&auth=99887
华纳电影,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=华纳电影&auth=99887
tVN,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=tVN&auth=99887
CINEMAX,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=CINEMAX&auth=99887
HBO,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=HBO&auth=99887
HBOHD,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=HBOHD&auth=99887
HBO原创,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=HBO原创&auth=99887
HBO强档,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=HBO强档&auth=99887
HBO家庭,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=HBO家庭&auth=99887
好莱坞电影,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=好莱坞电影&auth=99887
amc最爱电影,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=amc最爱电影&auth=99887
采昌影剧台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=采昌影剧台&auth=99887
高点综合,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=高点综合&auth=99887
东风卫视,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=东风卫视&auth=99887
Smart知识台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=Smart知识台&auth=99887
客家电视台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=客家电视台&auth=99887
原住民频道,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=原住民频道&auth=99887
MTV音乐频道,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=MTV音乐频道&auth=99887
韩国娱乐台,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=韩国娱乐台&auth=99887
猪哥亮歌厅秀,http://api.mftv.top/fh/fh.php?t=台湾频道&l=0&id=猪哥亮歌厅秀&auth=99887
港澳台2_33,#genre#
凤凰中文台,http://www.python888.top:2025/python.php?id=fhzw
凤凰资讯台,http://www.python888.top:2025/python.php?id=fhzx
凤凰香祖国同胞,http://www.python888.top:2025/python.php?id=fhhk
鳳凰衛視香港台,https://s1.m16tv.cfd/aktv/CH-5/AKTV.m3u8
鳳凰衛視香港台,https://s2.m16tv.cfd/aktv/CH-5/AKTV.m3u8
鳳凰衛視中文台,https://s1.m16tv.cfd/aktv/CH-3/AKTV.m3u8
鳳凰衛視中文台,https://s2.m16tv.cfd/aktv/CH-3/AKTV.m3u8
鳳凰衛視資訊台,https://s1.m16tv.cfd/aktv/CH-4/AKTV.m3u8
鳳凰衛視資訊台,https://s2.m16tv.cfd/aktv/CH-4/AKTV.m3u8
翡翠台,https://s1.m16tv.cfd/aktv/CH-0/AKTV.m3u8
翡翠台,https://s2.m16tv.cfd/aktv/CH-0/AKTV.m3u8
AXN,https://s1.m16tv.cfd/aktv/axn/AKTV.m3u8
AXN,https://s2.m16tv.cfd/aktv/axn/AKTV.m3u8
ROCKACTION,https://s1.m16tv.cfd/aktv/rockaction/AKTV.m3u8
ROCKACTION,https://s2.m16tv.cfd/aktv/rockaction/AKTV.m3u8
TVBPLUS,https://s1.m16tv.cfd/aktv/tvbplus/AKTV.m3u8
TVBPLUS,https://s2.m16tv.cfd/aktv/tvbplus/AKTV.m3u8
TVN,https://s1.m16tv.cfd/aktv/tvn/AKTV.m3u8
TVN,https://s2.m16tv.cfd/aktv/tvn/AKTV.m3u8
明珠剧集台(北美),https://s1.m16tv.cfd/aktv/CH-19/AKTV.m3u8
明珠剧集台(北美),https://s2.m16tv.cfd/aktv/CH-19/AKTV.m3u8
明珠台,https://s1.m16tv.cfd/aktv/CH-2/AKTV.m3u8
明珠台,https://s2.m16tv.cfd/aktv/CH-2/AKTV.m3u8
翡翠剧集台(北美),https://s1.m16tv.cfd/aktv/CH-18/AKTV.m3u8
翡翠剧集台(北美),https://s2.m16tv.cfd/aktv/CH-18/AKTV.m3u8
翡翠综合台(北美),https://s1.m16tv.cfd/aktv/CH-17/AKTV.m3u8
翡翠综合台(北美),https://s2.m16tv.cfd/aktv/CH-17/AKTV.m3u8
HBO,https://s1.m16tv.cfd/aktv2/hbo/AKTV.m3u8
HBO,https://s2.m16tv.cfd/aktv2/hbo/AKTV.m3u8
TVBS,https://s1.m16tv.cfd/taiwan/tvbs/AKTV.m3u8
TVBS,https://s2.m16tv.cfd/taiwan/tvbs/AKTV.m3u8
TVBS新聞,https://s1.m16tv.cfd/tvbs/tvbs/AKTV.m3u8
TVBS新聞,https://s2.m16tv.cfd/tvbs/tvbs/AKTV.m3u8
中天新闻台,https://s1.m16tv.cfd/zhongtian/CH-0/AKTV.m3u8
中天新闻台,https://s2.m16tv.cfd/zhongtian/CH-0/AKTV.m3u8
CHANNEL5,https://s1.m16tv.cfd/aktv/channel5hd/AKTV.m3u8
CHANNEL5,https://s2.m16tv.cfd/aktv/channel5hd/AKTV.m3u8
CHANNEL8,https://s1.m16tv.cfd/aktv/channel8hd/AKTV.m3u8
CHANNEL8,https://s2.m16tv.cfd/aktv/channel8hd/AKTV.m3u8
CHANNELU,https://s1.m16tv.cfd/aktv/channeluhd/AKTV.m3u8
CHANNELU,https://s2.m16tv.cfd/aktv/channeluhd/AKTV.m3u8
MYTVSUPER18台,https://s1.m16tv.cfd/aktv/mytvsuper18/AKTV.m3u8
MYTVSUPER18台,https://s2.m16tv.cfd/aktv/mytvsuper18/AKTV.m3u8
POPC,https://s1.m16tv.cfd/aktv/popc/AKTV.m3u8
POPC,https://s2.m16tv.cfd/aktv/popc/AKTV.m3u8
無線新聞台,https://s1.m16tv.cfd/aktv/CH-1/AKTV.m3u8
無線新聞台,https://s2.m16tv.cfd/aktv/CH-1/AKTV.m3u8
美亞電影台(HK),https://s1.m16tv.cfd/aktv/hk/AKTV.m3u8
美亞電影台(HK),https://s2.m16tv.cfd/aktv/hk/AKTV.m3u8
JAPANNEWS24HLIVE,https://s1.m16tv.cfd/aktvjp/japannews24hlive/AKTV.m3u8
JAPANNEWS24HLIVE,https://s2.m16tv.cfd/aktvjp/japannews24hlive/AKTV.m3u8
日テレNEWSLIVE,https://s1.m16tv.cfd/aktvjp/ntv/AKTV.m3u8
日テレNEWSLIVE,https://s2.m16tv.cfd/aktvjp/ntv/AKTV.m3u8
IQIYI,https://s1.m16tv.cfd/aktv2/iqiyi/AKTV.m3u8
IQIYI,https://s2.m16tv.cfd/aktv2/iqiyi/AKTV.m3u8
天映电影,https://s1.m16tv.cfd/aktv2/CH-3/AKTV.m3u8
天映电影,https://s2.m16tv.cfd/aktv2/CH-3/AKTV.m3u8
好萊塢電影台,https://s1.m16tv.cfd/aktv2/CH-4/AKTV.m3u8
好萊塢電影台,https://s2.m16tv.cfd/aktv2/CH-4/AKTV.m3u8
東森洋片,https://s1.m16tv.cfd/aktv2/CH-2/AKTV.m3u8
東森洋片,https://s2.m16tv.cfd/aktv2/CH-2/AKTV.m3u8
東森電影,https://s1.m16tv.cfd/aktv2/CH-1/AKTV.m3u8
東森電影,https://s2.m16tv.cfd/aktv2/CH-1/AKTV.m3u8
緯來體育台,https://s1.m16tv.cfd/aktv2/CH-0/AKTV.m3u8
緯來體育台,https://s2.m16tv.cfd/aktv2/CH-0/AKTV.m3u8
CNA,https://s1.m16tv.cfd/aktv3/cna/AKTV.m3u8
CNA,https://s2.m16tv.cfd/aktv3/cna/AKTV.m3u8
KPOP,https://s1.m16tv.cfd/aktv3/kpop/AKTV.m3u8
KPOP,https://s2.m16tv.cfd/aktv3/kpop/AKTV.m3u8
朝鲜恩情台,https://s1.m16tv.cfd/aktv3/CH-0/AKTV.m3u8
朝鲜恩情台,https://s2.m16tv.cfd/aktv3/CH-0/AKTV.m3u8
8TV,https://s1.m16tv.cfd/astro/8tv/AKTV.m3u8
8TV,https://s2.m16tv.cfd/astro/8tv/AKTV.m3u8
中視,https://s1.m16tv.cfd/taiwan/CH-3/AKTV.m3u8
中視,https://s2.m16tv.cfd/taiwan/CH-3/AKTV.m3u8
中視經典台,https://s1.m16tv.cfd/taiwan/CH-5/AKTV.m3u8
中視經典台,https://s2.m16tv.cfd/taiwan/CH-5/AKTV.m3u8
台視,https://s1.m16tv.cfd/taiwan/CH-2/AKTV.m3u8
台視,https://s2.m16tv.cfd/taiwan/CH-2/AKTV.m3u8
民視,https://s1.m16tv.cfd/taiwan/CH-1/AKTV.m3u8
民視,https://s2.m16tv.cfd/taiwan/CH-1/AKTV.m3u8
民視第一台,https://s1.m16tv.cfd/taiwan/CH-0/AKTV.m3u8
民視第一台,https://s2.m16tv.cfd/taiwan/CH-0/AKTV.m3u8
民視綜藝台,https://s1.m16tv.cfd/taiwan/CH-4/AKTV.m3u8
民視綜藝台,https://s2.m16tv.cfd/taiwan/CH-4/AKTV.m3u8
東森新聞,https://s1.m16tv.cfd/zhongtian/CH-1/AKTV.m3u8
東森新聞,https://s2.m16tv.cfd/zhongtian/CH-1/AKTV.m3u8
电影频道_33,#genre#
POPC,http://api.mftv.top/fh/fh.php?t=影视频道&l=0&id=POPC&auth=99887
Now爆谷台,http://api.mftv.top/fh/fh.php?t=影视频道&l=0&id=Now爆谷台&auth=99887
Now星影台,http://api.mftv.top/fh/fh.php?t=影视频道&l=0&id=Now星影台&auth=99887
天映经典,http://api.mftv.top/fh/fh.php?t=影视频道&l=0&id=天映经典&auth=99887
TVB功夫台(国),http://api.mftv.top/fh/fh.php?t=影视频道&l=0&id=TVB功夫台(国)&auth=99887
TVB功夫台(粤),http://api.mftv.top/fh/fh.php?t=影视频道&l=0&id=TVB功夫台(粤)&auth=99887
美亚电影(国),http://api.mftv.top/fh/fh.php?t=影视频道&l=0&id=美亚电影(国)&auth=99887
美亚电影(粤),http://api.mftv.top/fh/fh.php?t=影视频道&l=0&id=美亚电影(粤)&auth=99887
中国电影频道,http://api.mftv.top/fh/fh.php?t=影视频道&l=0&id=中国电影频道&auth=99887
纬来电影,http://api.mftv.top/fh/fh.php?t=影视频道&l=0&id=纬来电影&auth=99887
纬来电影,http://api.mftv.top/fh/fh.php?t=影视频道&l=1&id=纬来电影&auth=99887
纬来电影,http://api.mftv.top/fh/fh.php?t=影视频道&l=2&id=纬来电影&auth=99887
东森电影,http://api.mftv.top/fh/fh.php?t=影视频道&l=0&id=东森电影&auth=99887
东森电影,http://api.mftv.top/fh/fh.php?t=影视频道&l=1&id=东森电影&auth=99887
东森电影,http://api.mftv.top/fh/fh.php?t=影视频道&l=2&id=东森电影&auth=99887
东森电影,http://api.mftv.top/fh/fh.php?t=影视频道&l=3&id=东森电影&auth=99887
东森洋片,http://api.mftv.top/fh/fh.php?t=影视频道&l=0&id=东森洋片&auth=99887
东森洋片,http://api.mftv.top/fh/fh.php?t=影视频道&l=1&id=东森洋片&auth=99887
东森洋片,http://api.mftv.top/fh/fh.php?t=影视频道&l=2&id=东森洋片&auth=99887
东森洋片,http://api.mftv.top/fh/fh.php?t=影视频道&l=3&id=东森洋片&auth=99887
tvN,http://api.mftv.top/fh/fh.php?t=影视频道&l=0&id=tvN&auth=99887
Kix,http://api.mftv.top/fh/fh.php?t=影视频道&l=0&id=Kix&auth=99887
ROCK超级娱乐,http://api.mftv.top/fh/fh.php?t=影视频道&l=0&id=ROCK超级娱乐&auth=99887
ROCK综艺娱乐,http://api.mftv.top/fh/fh.php?t=影视频道&l=0&id=ROCK综艺娱乐&auth=99887
AXN,http://api.mftv.top/fh/fh.php?t=影视频道&l=0&id=AXN&auth=99887
Animax,http://api.mftv.top/fh/fh.php?t=影视频道&l=0&id=Animax&auth=99887
Thrill惊悚,http://api.mftv.top/fh/fh.php?t=影视频道&l=0&id=Thrill惊悚&auth=99887
Thrill惊悚,http://api.mftv.top/fh/fh.php?t=影视频道&l=1&id=Thrill惊悚&auth=99887
美亚电影台,http://api.mftv.top/fh/fh.php?t=影视频道&l=0&id=美亚电影台&auth=99887
AXN頻道,http://api.mftv.top/fh/fh.php?t=影视频道&l=0&id=AXN頻道&auth=99887
华纳电影,http://api.mftv.top/fh/fh.php?t=影视频道&l=0&id=华纳电影&auth=99887
CINEMAX,http://api.mftv.top/fh/fh.php?t=影视频道&l=0&id=CINEMAX&auth=99887
HBOHD,http://api.mftv.top/fh/fh.php?t=影视频道&l=0&id=HBOHD&auth=99887
HBO原创,http://api.mftv.top/fh/fh.php?t=影视频道&l=0&id=HBO原创&auth=99887
HBO强档,http://api.mftv.top/fh/fh.php?t=影视频道&l=0&id=HBO强档&auth=99887
HBO家庭,http://api.mftv.top/fh/fh.php?t=影视频道&l=0&id=HBO家庭&auth=99887
好莱坞电影,http://api.mftv.top/fh/fh.php?t=影视频道&l=0&id=好莱坞电影&auth=99887
amc最爱电影,http://api.mftv.top/fh/fh.php?t=影视频道&l=0&id=amc最爱电影&auth=99887
赛事咪咕,#genre#
抖姐舞陪你看,http://lxajh.top/tv/douyu.php?id=11531165
赛事睛彩竞技,http://106.15.90.42:35455/itv/3000000020000011528.m3u8?cdn=FifastbLive
赛事睛彩竞技,http://110.42.41.130:35455/itv/3000000020000011528.m3u8?cdn=FifastbLive
赛事睛彩篮球,http://106.15.90.42:35455/itv/3000000020000011529.m3u8?cdn=FifastbLive
赛事睛彩篮球,http://110.42.41.130:35455/itv/3000000020000011529.m3u8?cdn=FifastbLive
赛事睛彩青少,http://106.15.90.42:35455/itv/3000000020000011525.m3u8?cdn=FifastbLive
赛事睛彩青少,http://110.42.41.130:35455/itv/3000000020000011525.m3u8?cdn=FifastbLive
赛事睛彩广场,http://106.15.90.42:35455/itv/3000000020000011523.m3u8?cdn=FifastbLive
赛事睛彩广场,http://110.42.41.130:35455/itv/3000000020000011523.m3u8?cdn=FifastbLive
赛事广竞抖播,http://101.126.22.199:35455/douyin/802006140488
赛事咪咕4k播,http://106.15.90.42:35455/itv/3000000010000015686.m3u8?cdn=FifastbLive
赛事咪咕4k播,http://110.42.41.130:35455/itv/3000000010000015686.m3u8?cdn=FifastbLive
赛事咪咕播01,http://106.15.90.42:35455/itv/3000000001000005308.m3u8?cdn=FifastbLive
赛事咪咕播01,http://110.42.41.130:35455/itv/3000000001000005308.m3u8?cdn=FifastbLive
赛事咪咕播02,http://106.15.90.42:35455/itv/3000000001000005969.m3u8?cdn=FifastbLive
赛事咪咕播02,http://110.42.41.130:35455/itv/3000000001000005969.m3u8?cdn=FifastbLive
赛事咪咕播03,http://106.15.90.42:35455/itv/3000000001000007218.m3u8?cdn=FifastbLive
赛事咪咕播03,http://110.42.41.130:35455/itv/3000000001000007218.m3u8?cdn=FifastbLive
赛事咪咕播04,http://106.15.90.42:35455/itv/3000000001000008001.m3u8?cdn=FifastbLive
赛事咪咕播04,http://110.42.41.130:35455/itv/3000000001000008001.m3u8?cdn=FifastbLive
赛事咪咕播05,http://106.15.90.42:35455/itv/3000000001000008176.m3u8?cdn=FifastbLive
赛事咪咕播05,http://110.42.41.130:35455/itv/3000000001000008176.m3u8?cdn=FifastbLive
赛事咪咕播06,http://106.15.90.42:35455/itv/3000000001000008379.m3u8?cdn=FifastbLive
赛事咪咕播06,http://110.42.41.130:35455/itv/3000000001000008379.m3u8?cdn=FifastbLive
赛事咪咕播07,http://106.15.90.42:35455/itv/3000000001000010129.m3u8?cdn=FifastbLive
赛事咪咕播07,http://110.42.41.130:35455/itv/3000000001000010129.m3u8?cdn=FifastbLive
赛事咪咕播08,http://106.15.90.42:35455/itv/3000000001000010948.m3u8?cdn=FifastbLive
赛事咪咕播08,http://110.42.41.130:35455/itv/3000000001000010948.m3u8?cdn=FifastbLive
赛事咪咕播09,http://106.15.90.42:35455/itv/3000000001000026778.m3u8?cdn=FifastbLive
赛事咪咕播09,http://110.42.41.130:35455/itv/3000000001000026778.m3u8?cdn=FifastbLive
赛事咪咕播10,http://106.15.90.42:35455/itv/3000000001000028638.m3u8?cdn=FifastbLive
赛事咪咕播10,http://110.42.41.130:35455/itv/3000000001000028638.m3u8?cdn=FifastbLive
赛事咪咕播11,http://106.15.90.42:35455/itv/3000000001000031494.m3u8?cdn=FifastbLive
赛事咪咕播11,http://110.42.41.130:35455/itv/3000000001000031494.m3u8?cdn=FifastbLive
赛事咪咕播12,http://106.15.90.42:35455/itv/3000000010000000097.m3u8?cdn=FifastbLive
赛事咪咕播12,http://110.42.41.130:35455/itv/3000000010000000097.m3u8?cdn=FifastbLive
赛事咪咕播13,http://106.15.90.42:35455/itv/3000000010000002019.m3u8?cdn=FifastbLive
赛事咪咕播13,http://110.42.41.130:35455/itv/3000000010000002019.m3u8?cdn=FifastbLive
赛事咪咕播14,http://106.15.90.42:35455/itv/3000000010000002032.m3u8?cdn=FifastbLive
赛事咪咕播14,http://110.42.41.130:35455/itv/3000000010000002032.m3u8?cdn=FifastbLive
赛事咪咕播15,http://106.15.90.42:35455/itv/3000000010000002809.m3u8?cdn=FifastbLive
赛事咪咕播15,http://110.42.41.130:35455/itv/3000000010000002809.m3u8?cdn=FifastbLive
赛事咪咕播16,http://106.15.90.42:35455/itv/3000000010000003915.m3u8?cdn=FifastbLive
赛事咪咕播16,http://110.42.41.130:35455/itv/3000000010000003915.m3u8?cdn=FifastbLive
赛事咪咕播17,http://106.15.90.42:35455/itv/3000000010000004193.m3u8?cdn=FifastbLive
赛事咪咕播17,http://110.42.41.130:35455/itv/3000000010000004193.m3u8?cdn=FifastbLive
赛事咪咕播18,http://106.15.90.42:35455/itv/3000000010000004464.m3u8?cdn=FifastbLive
赛事咪咕播18,http://110.42.41.130:35455/itv/3000000010000004464.m3u8?cdn=FifastbLive
赛事咪咕播19,http://106.15.90.42:35455/itv/3000000010000005837.m3u8?cdn=FifastbLive
赛事咪咕播19,http://110.42.41.130:35455/itv/3000000010000005837.m3u8?cdn=FifastbLive
赛事咪咕播20,http://106.15.90.42:35455/itv/3000000010000006077.m3u8?cdn=FifastbLive
赛事咪咕播20,http://110.42.41.130:35455/itv/3000000010000006077.m3u8?cdn=FifastbLive
赛事咪咕播21,http://106.15.90.42:35455/itv/3000000010000006658.m3u8?cdn=FifastbLive
赛事咪咕播21,http://110.42.41.130:35455/itv/3000000010000006658.m3u8?cdn=FifastbLive
赛事咪咕播22,http://106.15.90.42:35455/itv/3000000010000006944.m3u8?cdn=FifastbLive
赛事咪咕播22,http://110.42.41.130:35455/itv/3000000010000006944.m3u8?cdn=FifastbLive
赛事咪咕播23,http://106.15.90.42:35455/itv/3000000010000007692.m3u8?cdn=FifastbLive
赛事咪咕播23,http://110.42.41.130:35455/itv/3000000010000007692.m3u8?cdn=FifastbLive
赛事咪咕播24,http://106.15.90.42:35455/itv/3000000010000009788.m3u8?cdn=FifastbLive
赛事咪咕播24,http://110.42.41.130:35455/itv/3000000010000009788.m3u8?cdn=FifastbLive
赛事咪咕播25,http://106.15.90.42:35455/itv/3000000010000010833.m3u8?cdn=FifastbLive
